year,region_id,voltage_kv,path_id,status,reason,installed_capacity_mva,reported_capacity_mva,storage_modules,storage_power_mw,p_plus_mw,p_minus_mw,clr,positive_capacity_gap_mw,reverse_hosting_gap_mw,annual_capex_wanyuan,annual_in_service_eac_wanyuan,cumulative_capex_wanyuan,cumulative_in_service_eac_wanyuan,complete_path_status,complete_path_reason,baseline_capacity_mva,physical_clr,policy_control_capacity_mva,policy_control_ratio
2025,QX-00005,110,PATH_OPT_CLR_LE_2,feasible,feasible,2027.0,1912.9,962.0,96.2,956.45,364.95495817834103,2.0,0.0,0.0,20251.362952,3359.0522240281625,20251.362952,3359.0522240281625,feasible,complete_2022_2025_feasible_path,2027.0,2.1192953107846724,1912.9,2.0
2022,QX-00007,110,PATH_OPT_CLR_LE_2,feasible,feasible,3113.5,2864.739954,0.0,0.0,1432.369977,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,3113.5,2.1736702458124757,2864.739954,2.0
2023,QX-00007,110,PATH_OPT_CLR_LE_2,feasible,feasible,3113.5,3084.433498,0.0,0.0,1542.216749,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,3113.5,2.018847222362776,3084.433498,2.0
2024,QX-00007,110,PATH_OPT_CLR_LE_2,feasible,feasible,3113.5,2898.803134,0.0,0.0,1449.401567,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,3113.5,2.1481279383769287,2898.803134,2.0
2025,QX-00007,110,PATH_OPT_CLR_LE_2,feasible,feasible,3113.5,3057.64,0.0,0.0,1528.82,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,3113.5,2.036537983542863,3057.64,2.0
2022,QX-00008,110,PATH_OPT_CLR_LE_2,feasible,feasible,1382.0,1256.955202,0.0,0.0,628.477601,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1382.0,2.198964605581862,1256.955202,2.0
2023,QX-00008,110,PATH_OPT_CLR_LE_2,feasible,feasible,1382.0,1321.121516,0.0,0.0,660.560758,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1382.0,2.092161823515408,1321.121516,2.0
2024,QX-00008,110,PATH_OPT_CLR_LE_2,feasible,feasible,1382.0,1379.31298,0.0,0.0,689.65649,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1382.0,2.0038961715563643,1379.31298,2.0
2025,QX-00008,110,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,1382.0,,,
2022,QX-00009,110,PATH_OPT_CLR_LE_2,feasible,feasible,1737.0,1449.806974,0.0,0.0,724.903487,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1737.0,2.3961810518922224,1449.806974,2.0
2023,QX-00009,110,PATH_OPT_CLR_LE_2,feasible,feasible,1737.0,1492.024492,0.0,0.0,746.012246,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1737.0,2.3283800089254836,1492.024492,2.0
2024,QX-00009,110,PATH_OPT_CLR_LE_2,feasible,feasible,1737.0,1476.695058,0.0,0.0,738.347529,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1737.0,2.3525507051571646,1476.695058,2.0
2025,QX-00009,110,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,1737.0,,,
2022,QX-00010,110,PATH_OPT_CLR_LE_2,feasible,feasible,1785.0,1247.395562,0.0,0.0,623.697781,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1785.0,2.8619630442456234,1247.395562,2.0
2023,QX-00010,110,PATH_OPT_CLR_LE_2,feasible,feasible,1785.0,1219.948546,0.0,0.0,609.974273,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1785.0,2.9263529283307985,1219.948546,2.0
2024,QX-00010,110,PATH_OPT_CLR_LE_2,feasible,feasible,1785.0,1355.053742,0.0,0.0,677.526871,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,1785.0,2.634581854097415,1355.053742,2.0
2025,QX-00010,110,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,1785.0,,,
2022,QX-00001,35,PATH_OPT_CLR_LE_2,feasible,feasible,288.8,288.8,0.0,0.0,115.174619,0.0,2.5074968991214983,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,288.8,2.5074968991214983,288.8,2.5074968991214983
2023,QX-00001,35,PATH_OPT_CLR_LE_2,feasible,feasible,288.8,288.8,0.0,0.0,93.590778,0.0,3.085774113342663,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,288.8,3.085774113342663,288.8,3.085774113342663
2024,QX-00001,35,PATH_OPT_CLR_LE_2,feasible,feasible,288.8,288.8,0.0,0.0,112.361147,0.0,2.5702834806412223,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,288.8,2.5702834806412223,288.8,2.5702834806412223
2025,QX-00001,35,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,288.8,,,
2022,QX-00003,35,PATH_OPT_CLR_LE_2,feasible,feasible,326.0,326.0,0.0,0.0,120.132439,0.0,2.7136717002807207,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,326.0,2.7136717002807207,326.0,2.7136717002807207
2023,QX-00003,35,PATH_OPT_CLR_LE_2,feasible,feasible,326.0,326.0,0.0,0.0,95.963958,0.0,3.397108735344159,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,326.0,3.397108735344159,326.0,3.397108735344159
2024,QX-00003,35,PATH_OPT_CLR_LE_2,feasible,feasible,326.0,326.0,0.0,0.0,111.634771,0.0,2.920237100678963,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,326.0,2.920237100678963,326.0,2.920237100678963
2025,QX-00003,35,PATH_OPT_CLR_LE_2,feasible,feasible,326.0,326.0,145.0,14.5,124.78,0.0,2.6125981727841,0.0,0.0,3055.034868,506.7323958472395,3055.034868,506.7323958472395,feasible,complete_2022_2025_feasible_path,326.0,2.6125981727841,326.0,2.6125981727841
2022,QX-00004,35,PATH_OPT_CLR_LE_2,feasible,feasible,243.0,243.0,0.0,0.0,103.91286,0.0,2.338497852912527,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,243.0,2.338497852912527,243.0,2.338497852912527
2023,QX-00004,35,PATH_OPT_CLR_LE_2,feasible,feasible,243.0,242.99999999999997,0.0,0.0,92.058809,0.0,2.639617030022624,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,243.0,2.639617030022624,242.99999999999997,2.639617030022624
2024,QX-00004,35,PATH_OPT_CLR_LE_2,feasible,feasible,243.0,243.0,0.0,0.0,99.858544,0.0,2.433442250069258,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,243.0,2.433442250069258,243.0,2.433442250069258
2025,QX-00004,35,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,243.0,,,
2022,QX-00005,35,PATH_OPT_CLR_LE_2,feasible,feasible,245.0,245.0,0.0,0.0,124.717665,0.0,1.964437034641404,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,245.0,1.964437034641404,245.0,1.964437034641404
2023,QX-00005,35,PATH_OPT_CLR_LE_2,feasible,feasible,245.0,245.0,0.0,0.0,86.7,0.0,2.825836216839677,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,245.0,2.825836216839677,245.0,2.825836216839677
2024,QX-00005,35,PATH_OPT_CLR_LE_2,feasible,feasible,245.0,245.0,0.0,0.0,128.361542,0.0,1.9086713682514038,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,245.0,1.9086713682514038,245.0,1.9086713682514038
2025,QX-00005,35,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,245.0,,,
2022,QX-00007,35,PATH_OPT_CLR_LE_2,feasible,feasible,56.0,56.0,0.0,0.0,11.017072,0.0,5.083020243491192,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,56.0,5.083020243491192,56.0,5.083020243491192
2023,QX-00007,35,PATH_OPT_CLR_LE_2,feasible,feasible,56.0,56.0,0.0,0.0,14.05,0.0,3.9857651245551597,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,56.0,3.9857651245551597,56.0,3.9857651245551597
2024,QX-00007,35,PATH_OPT_CLR_LE_2,feasible,feasible,56.0,56.0,0.0,0.0,13.057754,0.0,4.288639531729577,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,56.0,4.288639531729577,56.0,4.288639531729577
2025,QX-00007,35,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,56.0,,,
2022,QX-00008,35,PATH_OPT_CLR_LE_2,feasible,feasible,185.6,185.6,0.0,0.0,107.396041,0.0,1.7281828852517944,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,185.6,1.7281828852517944,185.6,1.7281828852517944
2023,QX-00008,35,PATH_OPT_CLR_LE_2,feasible,feasible,185.6,185.6,0.0,0.0,58.020619,0.0,3.1988628042730807,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,185.6,3.1988628042730807,185.6,3.1988628042730807
2024,QX-00008,35,PATH_OPT_CLR_LE_2,feasible,feasible,185.6,185.60000000000002,0.0,0.0,81.637692,0.0,2.2734596661551874,0.0,0.0,0.0,0.0,0.0,0.0,infeasible,no_complete_2022_2025_feasible_path,185.6,2.2734596661551874,185.60000000000002,2.2734596661551874
2025,QX-00008,35,PATH_OPT_CLR_LE_2,infeasible,no_discrete_candidate_storage_state_satisfies_physical_and_path_constraints,,,,,,,,,,,,,,infeasible,no_complete_2022_2025_feasible_path,185.6,,,
2022,QX-00009,35,PATH_OPT_CLR_LE_2,feasible,feasible,310.3,310.3,0.0,0.0,87.769699,0.0,3.5353886766775857,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,310.3,3.5353886766775857,310.3,3.5353886766775857
2023,QX-00009,35,PATH_OPT_CLR_LE_2,feasible,feasible,310.3,310.3,0.0,0.0,86.11926,0.0,3.60314289741923,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,310.3,3.60314289741923,310.3,3.60314289741923
2024,QX-00009,35,PATH_OPT_CLR_LE_2,feasible,feasible,310.3,310.3,0.0,0.0,91.511376,0.0,3.3908352552801744,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,310.3,3.3908352552801744,310.3,3.3908352552801744
2025,QX-00009,35,PATH_OPT_CLR_LE_2,feasible,feasible,310.3,310.3,0.0,0.0,89.0,0.0,3.4865168539325846,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,310.3,3.4865168539325846,310.3,3.4865168539325846
2022,QX-00010,35,PATH_OPT_CLR_LE_2,feasible,feasible,287.5,287.5,0.0,0.0,117.616729,0.0,2.4443801697630954,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,287.5,2.4443801697630954,287.5,2.4443801697630954
2023,QX-00010,35,PATH_OPT_CLR_LE_2,feasible,feasible,287.5,287.5,0.0,0.0,63.770084,0.0,4.508383586259664,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,287.5,4.508383586259664,287.5,4.508383586259664
2024,QX-00010,35,PATH_OPT_CLR_LE_2,feasible,feasible,287.5,287.5,0.0,0.0,83.628967,0.0,3.4378040326625103,0.0,0.0,0.0,0.0,0.0,0.0,feasible,complete_2022_2025_feasible_path,287.5,3.4378040326625103,287.5,3.4378040326625103
2025,QX-00010,35,PATH_OPT_CLR_LE_2,feasible,feasible,287.5,287.5,613.0,61.300000000000004,79.75,0.0,3.605015673981191,0.0,0.0,12905.755582,2140.65132767766,12905.755582,2140.65132767766,feasible,complete_2022_2025_feasible_path,287.5,3.605015673981191,287.5,3.605015673981191
