year,region_id,voltage_kv,scheme_code,evidence_grade,action_mode,status,status_reason,capacity_base_mva,positive_peak_base_mw,clr_model_base,clr_official_reference,expansion_delta_mva,storage_modules,expansion_capex_wanyuan,storage_capex_wanyuan,capex_wanyuan,eac_wanyuan_per_year,clr_after,a_expansion_limit_mva,strict_stock_R_le_2_status,selected_candidate_ids,asset_scope_id,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
2025,QX-00001,35,SCHEME_A,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_A,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00249:,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_A,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_B,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_B,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00249:,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_B,EVIDENCE_C,ACTION_STORAGE_ONLY,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,276.5,119.49,2.314001171646163,2.31,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00001,35,SCHEME_C0,EVIDENCE_C,ACTION_NONE,noncompliant,BDZ-00249:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00261:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00279:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00298:empirical_central:storage_power_insufficient_for_reverse_limit,276.5,119.49,2.314001171646163,2.31,0.0,0.0,0.0,,0.0,0.0,2.314001171646163,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00003,35,SCHEME_A,EVIDENCE_C,ACTION_COMBINED_EXPANSION_STORAGE,feasible,feasible,302.0,124.78,2.4202596569963135,2.42,0.0,145.0,3055.0348059999997,,3055.0348059999997,506.73238549999996,2.4202596569963135,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00003,35,SCHEME_A,EVIDENCE_C,ACTION_EXPANSION_ONLY,infeasible,BDZ-00268:,302.0,124.78,2.4202596569963135,2.42,,,,,,,,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
2025,QX-00003,35,SCHEME_A,EVIDENCE_C,ACTION_STORAGE_ONLY,feasible,feasible,302.0,124.78,2.4202596569963135,2.42,0.0,145.0,3055.0348059999997,,3055.0348059999997,506.73238549999996,2.4202596569963135,0.0,infeasible_due_to_inherited_stock,[],operating_2025,"reverse static extrema are bounds, not synchronous county peaks; 2026 PV is context only",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,"canonicalize scheme/evidence codes and compare expansion-only, storage-only and combined options",annual_2025_scheme_action_mode,annual_diagnostic_or_formal_2025_gate,95f9687fc4c7204b71577c70693719d2ab1d3cf84ed1a5853673723e641d0497
