scenario_id,rcap,rcap_numeric,region_id,path_id,storage_eac_wanyuan_per_year,expansion_eac_wanyuan_per_year,storage_cumulative_in_service_eac_wanyuan,expansion_cumulative_in_service_eac_wanyuan
transformer_life_short,2.9,2.9,QX-00001,PATH_OPT_CLR_LE_2,66.43852047,129.2324826,66.43852047,129.2324826
transformer_life_short,2.9,2.9,QX-00005,PATH_OPT_CLR_LE_2,1623.786811,129.2324826,1623.786811,129.2324826
transformer_life_short,3.0,3,QX-00001,PATH_OPT_CLR_LE_2,66.43852047,129.2324826,66.43852047,129.2324826
transformer_life_short,3.0,3,QX-00005,PATH_OPT_CLR_LE_2,1623.786811,129.2324826,1623.786811,129.2324826
transformer_life_short,unbounded,,QX-00001,PATH_OPT_CLR_UNBOUNDED,66.43852047,129.2324826,66.43852047,129.2324826
transformer_life_short,unbounded,,QX-00005,PATH_OPT_CLR_UNBOUNDED,1623.786811,129.2324826,1623.786811,129.2324826
transformer_life_long,2.0,2,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
transformer_life_long,2.0,2,QX-00005,PATH_OPT_CLR_LE_2,3359.052224,0,3359.052224,0
transformer_life_long,2.1,2.1,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
transformer_life_long,2.1,2.1,QX-00005,PATH_OPT_CLR_LE_2,3359.052224,0,3359.052224,0
transformer_life_long,2.15,2.15,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
transformer_life_long,2.15,2.15,QX-00005,PATH_OPT_CLR_LE_2,3359.052224,0,3359.052224,0
transformer_life_long,2.16,2.16,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
transformer_life_long,2.16,2.16,QX-00005,PATH_OPT_CLR_LE_2,3359.052224,0,3359.052224,0
transformer_life_long,2.17,2.17,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
transformer_life_long,2.17,2.17,QX-00005,PATH_OPT_CLR_LE_2,3359.052224,0,3359.052224,0
transformer_life_long,2.171,2.171,QX-00001,PATH_OPT_CLR_LE_2,481.9565559,0,481.9565559,0
