region_id,voltage_kv,evidence_grade,asset_scope_id,planning_baseline_year,planning_baseline_capacity_mva,capacity_base_mva,positive_peak_base_mw,official_clr_2025,pv_online_snapshot_2026_mw,pv_snapshot_quality,pv_to_peak_ratio,energy_penetration,reverse_peak_base_mw,positive_capacity_gap_mw,reverse_hosting_gap_mw,positive_gap_device_count,reverse_gap_device_count,measure_trigger_constraint,initial_physical_reason,initial_physical_diagnostic_basis,PATH_ACTUAL_2021_2025_clr_2025,PATH_ACTUAL_2021_2025_cumulative_eac,PATH_OPT_CLR_UNBOUNDED_clr_2025,PATH_OPT_CLR_UNBOUNDED_cumulative_eac,PATH_OPT_CLR_UNBOUNDED_installed_capacity_mva,PATH_OPT_CLR_UNBOUNDED_added_capacity_mva,PATH_OPT_CLR_UNBOUNDED_storage_modules,PATH_OPT_CLR_UNBOUNDED_storage_power_mw,PATH_OPT_CLR_UNBOUNDED_reverse_peak_2025_mw,PATH_OPT_CLR_LE_2_clr_2025,PATH_OPT_CLR_LE_2_policy_control_ratio_2025,PATH_OPT_CLR_LE_2_cumulative_eac,PATH_OPT_CLR_LE_2_installed_capacity_mva,PATH_OPT_CLR_LE_2_added_capacity_mva,PATH_OPT_CLR_LE_2_storage_modules,PATH_OPT_CLR_LE_2_storage_power_mw,PATH_OPT_CLR_LE_2_reverse_peak_2025_mw,strict_path_incremental_cost,constraint_status,recommendation_type,recommended_measure,recommendation,recommended_rcap_interval,recommended_rcap_center,recommended_rcap_interval_effective_samples,recommended_rcap_interval_method,rcap_coarse_threshold_lower,rcap_coarse_threshold_upper,rcap_refined_threshold_lower,rcap_refined_threshold_upper,rcap_robust_near_optimal_lower,rcap_robust_near_optimal_upper,rcap_robust_upper_identified,EENS,curtailment,network_check,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,EVIDENCE_B,operating_2025,2021,288.8,276.5,119.49,2.31,134.342,2026快照与2025负荷组合，仅作跨年背景量,1.12429492,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,17.36,0,4,反向承载缺口,BDZ-00249:storage_required_but_no_available_connection_bay,2025 zero-action station time-physics state; not a full AC潮流 result,2.314001172,未识别,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,未形成直接比较,无上限方案未形成完整可行路径,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前未形成完整可行解，先处理技术或数据边界。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00003,35,EVIDENCE_B,operating_2025,2021,326,302,124.78,2.42,160.2811,2026快照与2025负荷组合，仅作跨年背景量,1.284509537,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,6.92,0,2,反向承载缺口,three_empirical_duration_scenarios_feasible,2025 zero-action station time-physics state; not a full AC潮流 result,2.420259657,未识别,2.6125981727841,506.7323958472395,326.0,0.0,145.0,14.5,0.0,2.6125981727841,2.6125981727841,506.7323958472395,326.0,0.0,145.0,14.5,0.0,0.0,两条优化方案均可行,辅助层不施加逐年Rcap,储能,35 kV辅助层不施加逐年Rcap；当前可行结果仅用于设备承载辅助分析。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00004,35,EVIDENCE_B,operating_2025,2021,243,250,106.61,2.34,224.891,2026快照与2025负荷组合，仅作跨年背景量,2.109473783,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,21.58,0,5,反向承载缺口,BDZ-00287:storage_required_but_no_available_connection_bay,2025 zero-action station time-physics state; not a full AC潮流 result,2.344995779,未识别,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,未形成直接比较,无上限方案未形成完整可行路径,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前未形成完整可行解，先处理技术或数据边界。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00005,35,EVIDENCE_B,operating_2025,2021,245,275,147.65,1.86,336.0798,2026快照与2025负荷组合，仅作跨年背景量,2.276192347,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,28.44,0,4,反向承载缺口,BDZ-00247:missing_three_scenarios_or_exact_8760,2025 zero-action station time-physics state; not a full AC潮流 result,1.862512699,未识别,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,未形成直接比较,无上限方案未形成完整可行路径,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前未形成完整可行解，先处理技术或数据边界。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00007,35,EVIDENCE_B,operating_2025,2021,56,36,14.68,2.45,,2026快照与2025负荷组合，仅作跨年背景量,,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,未形成设备级诊断,未形成设备级诊断,未形成设备级诊断,未形成设备级诊断,未形成设备级诊断,BDZ-00271:missing_three_scenarios_or_exact_8760,2025 zero-action station time-physics state; not a full AC潮流 result,2.452316076,未识别,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,未形成直接比较,无上限方案未形成完整可行路径,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前未形成完整可行解，先处理技术或数据边界。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00008,35,EVIDENCE_B,operating_2025,2021,185.6,164.3,82.31,2,85.6425,2026快照与2025负荷组合，仅作跨年背景量,1.040487183,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.6500000000000021,12.84,1,3,正向容量缺口、反向承载缺口,BDZ-00293:storage_required_but_no_available_connection_bay,2025 zero-action station time-physics state; not a full AC潮流 result,1.996112259,未识别,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,不可行,未形成直接比较,无上限方案未形成完整可行路径,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前未形成完整可行解，先处理技术或数据边界。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00009,35,EVIDENCE_B,operating_2025,2021,310.3,274.3,89,3.08,124.5701,2026快照与2025负荷组合，仅作跨年背景量,1.399664045,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,0.0,0,0,无设备级缺口触发,three_empirical_duration_scenarios_feasible,2025 zero-action station time-physics state; not a full AC潮流 result,3.082022472,未识别,3.4865168539325846,0.0,310.3,0.0,0.0,0.0,0.0,3.4865168539325846,3.4865168539325846,0.0,310.3,0.0,0.0,0.0,0.0,0.0,两条优化方案均可行,辅助层不施加逐年Rcap,无,35 kV辅助层不施加逐年Rcap；当前可行结果仅用于设备承载辅助分析。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
QX-00010,35,EVIDENCE_B,operating_2025,2021,287.5,232,79.75,2.91,235.464,2026快照与2025负荷组合，仅作跨年背景量,2.952526646,未形成（缺少同步负荷—光伏能量分解）,未形成同步反向峰值,0.0,25.200000000000003,0,4,反向承载缺口,three_empirical_duration_scenarios_feasible,2025 zero-action station time-physics state; not a full AC潮流 result,2.909090909,未识别,3.605015673981191,2140.65132767766,287.5,0.0,613.0,61.300000000000004,0.0,3.605015673981191,3.605015673981191,2140.65132767766,287.5,0.0,613.0,61.300000000000004,0.0,0.0,两条优化方案均可行,辅助层不施加逐年Rcap,储能,35 kV辅助层不施加逐年Rcap；当前可行结果仅用于设备承载辅助分析。,无需调整,不适用,0,不输出数值推荐,,,,,,,False,未建模（无可追溯完整网络时序证据）,未设置弃光变量,内部容量网络压力筛查；不等同精确AC/DC潮流,SRC08+SRC02+SRC03+approved_timeseries_map,v3.2 frozen input package,formal matrix assembled from audited baseline and scenario outputs,real_2021_2025_v32_frozen,cross_year_pv_snapshot_disclosed;historical_device_scope_not_closed,f64be1be4955a268e97edc2678b2a39c3e89f651b7f40cc96e2e700395fe45a1
