rcap,rcap_numeric,region_id,voltage_kv,feasible,status,cumulative_in_service_eac_wanyuan,capacity_action_delta_mva,action_types,candidate_ids,selected_action_count,policy_basis,retirement_candidates_enabled,physical_clr_2025,policy_control_ratio_2025,installed_capacity_mva_2025,storage_modules,p_plus_mw_2025,p_minus_mw_2025,cos_phi,reverse_beta,scenario_id,net_load_scale,storage_cost_multiplier,expansion_cost_multiplier
1.8,1.8,QX-00005,110,True,feasible,4597.717341528816,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.8,2027.0,1317.0,956.45,358.30495817834105,0.9,0.8,pf0.90_beta0.80,,,
1.8,1.8,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,1.7999999999999998,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
1.8,1.8,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
1.8,1.8,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
1.8,1.8,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00001,110,True,feasible,740.9559385806031,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,1.9,1235.0,212.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,1.9,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,1.9,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00005,110,True,feasible,4597.717341528816,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.9,2027.0,1317.0,956.45,358.30495817834105,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,1.9,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
1.9,1.9,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00001,110,True,feasible,740.9559385806031,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,2.0,1235.0,212.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.0,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.0,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00005,110,True,feasible,4597.717341528816,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,2.0,2027.0,1317.0,956.45,358.30495817834105,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.0,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.0,2.0,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00001,110,True,feasible,740.9559385806031,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,2.1,1235.0,212.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.1,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.1,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00005,110,True,feasible,4597.717341528816,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,2.1,2027.0,1317.0,956.45,358.30495817834105,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.1,2.1,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00001,110,True,feasible,740.9559385806031,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,2.2,1235.0,212.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.2,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.2,2.2,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00001,110,True,feasible,740.9559385806031,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,2.2679276466807456,1235.0,212.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.3,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.3,2.3,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.4,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.4,2.4,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.5,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.5,2.5,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.6,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.6,2.6,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.7,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.7,2.7,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.8,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.8,2.8,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00001,110,True,feasible,370.6087498720334,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,71.0,544.55,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00003,110,True,feasible,757.842789539062,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,217.0,313.03,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00004,110,True,feasible,754.4654193473702,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.9,1885.5,216.0,634.28,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00005,110,True,feasible,2192.576914832392,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,593.0,956.45,369.95344082970814,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
2.9,2.9,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.9,0.8,pf0.90_beta0.80,,,
