region_id,voltage_kv,station_id,pv_online_mw,pv_pipeline_mw,rated_capacity_context_mva,snapshot_min,snapshot_max,source_rows,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00004,110,BDZ-00047,5.2646,2.7607,100,2026-03-26 15:00:00,2026-04-23 14:45:00,420;421,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00061,45.9402,7.3857,126,2026-04-07 12:45:00,2026-04-23 12:15:00,430;431,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00064,56.5369,2.4548,100,2026-03-13 14:00:00,2026-05-29 12:15:00,436;437,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00075,33.1468,2.443,130,2026-05-06 12:45:00,2026-05-06 13:00:00,406;407,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00082,46.099,4.6059,100,2026-04-06 12:15:00,2026-05-11 12:15:00,410;411,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00083,25.1941,3.1982,126,2026-04-24 13:00:00,2026-05-21 13:30:00,408;409,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00093,18.3002,7.0405,126,2026-03-01 00:00:00,2026-03-25 14:45:00,416;417,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00098,70.9965,4.1208,100,2026-04-29 13:15:00,2026-05-07 12:15:00,424;425,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00130,31.9898,3.1345,70,2026-03-13 12:15:00,2026-04-06 12:00:00,418;419,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00140,29.7058,4.3082,126,2026-04-01 14:15:00,2026-05-28 14:30:00,440;441,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00149,87.7968,18.4828,90,2026-05-07 12:30:00,2026-05-07 13:15:00,444;445,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00152,29.6357,4.9402,100,2026-04-20 12:15:00,2026-05-06 12:30:00,438;439,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00169,58.0817,11.3523,100,2026-03-13 14:00:00,2026-05-07 12:45:00,426;427,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00181,13.1414,2.05,113,2026-04-29 12:45:00,2026-04-29 15:00:00,442;443,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00004,110,BDZ-00182,73.3349,19.359,100,2026-03-13 13:15:00,2026-05-07 14:15:00,428;429,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00005,0,0,18,2026-03-01 00:00:00,2026-03-04 12:00:00,202;203,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00158,53.4887,12.1093,40,2026-03-06 13:15:00,2026-05-19 12:45:00,198;199,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00246,72.4251,26.1508,40,2026-04-15 12:15:00,2026-05-21 12:45:00,200;201,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00248,34.4305,4.2859,40,2026-04-15 13:45:00,2026-04-23 12:15:00,190;191,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00255,49.5759,3.5711,40,2026-04-03 13:00:00,2026-05-29 12:15:00,192;193,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00280,50.0441,20.1752,45,2026-05-21 12:30:00,2026-05-22 12:00:00,194;195,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00314,65.7876,11.628,36,2026-05-07 12:00:00,2026-05-08 12:15:00,196;197,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,35,BDZ-00325,10.3279,0.6565,36,2026-03-26 13:30:00,2026-04-24 12:15:00,188;189,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00005,66.2681,17.2341,100,2026-05-28 12:30:00,2026-05-28 14:15:00,184;185,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00016,108.8329,26.7341,150,2026-05-21 12:15:00,2026-05-21 12:30:00,172;173,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00021,52.8346,9.4115,100,2026-04-24 12:00:00,2026-05-06 12:45:00,166;167,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00022,111.3674,18.3275,81.5,2026-04-24 12:00:00,2026-04-29 12:30:00,164;165,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00026,34.2047,5.2208,113,2026-04-14 12:45:00,2026-04-20 12:15:00,162;163,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00027,91.437,7.678,100,2026-04-10 12:00:00,2026-05-07 12:30:00,174;175,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00028,4.1951,0.1227,163,2026-04-28 14:45:00,2026-04-30 15:00:00,186;187,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00031,76.4907,20.1585,113,2026-04-23 12:15:00,2026-05-21 12:15:00,176;177,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00037,67.7256,23.7573,100,2026-03-26 14:15:00,2026-05-07 13:15:00,168;169,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00048,38.2698,2.191,150,2026-04-20 13:00:00,2026-04-23 13:30:00,158;159,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00056,46.7159,5.4557,100,2026-03-23 12:30:00,2026-04-30 13:00:00,156;157,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00095,71.2506,9.9667,100,2026-04-23 12:00:00,2026-05-21 12:15:00,150;151,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00096,13.1422,1.95,160,2026-04-23 13:15:00,2026-05-07 14:00:00,148;149,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00124,88.9002,13.3841,113,2026-04-24 12:00:00,2026-05-21 12:00:00,170;171,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00135,163.9895,19.388,113,2026-04-23 12:30:00,2026-05-29 12:30:00,146;147,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00141,100.8137,27.6006,100,2026-05-19 15:00:00,2026-05-29 12:15:00,178;179,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00146,71.3756,16.2057,100,2026-04-10 12:15:00,2026-05-21 12:00:00,160;161,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00147,25.1524,4.2441,100,2026-04-15 13:15:00,2026-04-20 12:15:00,180;181,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00162,75.1229,10.5661,40,2026-05-07 12:00:00,2026-05-07 13:15:00,152;153,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00164,85.9068,9.9696,63,2026-05-07 12:15:00,2026-05-07 12:15:00,182;183,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00005,110,BDZ-00172,66.9316,10.8396,100,2026-04-23 12:15:00,2026-04-23 12:30:00,154;155,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00257,4.0007,1.1386,16.3,2026-04-17 14:15:00,2026-04-17 14:15:00,510;511,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00269,30.0159,19.4309,40,2026-04-15 12:30:00,2026-05-29 12:15:00,520;521,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00292,2.9496,4.3168,20,2026-04-20 13:30:00,2026-05-08 12:45:00,514;515,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00293,21.1469,16.9561,40,2026-04-10 13:15:00,2026-04-23 12:30:00,512;513,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00301,14.1456,9.2036,28,2026-04-16 12:30:00,2026-05-09 12:45:00,516;517,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,35,BDZ-00320,13.3838,0,20,2026-04-23 12:15:00,2026-05-09 12:30:00,518;519,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00003,17.5628,11.848,100,2026-05-07 12:00:00,2026-05-15 12:15:00,500;501,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00030,35.5859,36.0362,100,2026-05-07 12:15:00,2026-05-07 12:30:00,490;491,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00038,42.6223,52.2838,100,2026-04-10 12:30:00,2026-05-21 12:30:00,474;475,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00043,39.8488,30.5369,63,2026-03-06 13:00:00,2026-04-23 12:45:00,504;505,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00045,58.3712,46.3994,100,2026-04-23 12:30:00,2026-05-28 13:00:00,498;499,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00063,3.237,0,100,2026-03-13 14:00:00,2026-05-09 13:00:00,480;481,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00066,5.9752,9.6632,100,2026-03-10 12:45:00,2026-05-07 12:30:00,476;477,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00067,17.2203,23.8629,100,2026-03-01 00:00:00,2026-05-07 12:00:00,494;495,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00070,37.8724,12.5176,100,2026-05-07 12:30:00,2026-05-09 12:45:00,478;479,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00073,42.1959,49.8877,100,2026-03-11 12:30:00,2026-05-28 12:15:00,508;509,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00081,28.1049,8.9681,81.5,2026-03-10 13:00:00,2026-05-07 12:15:00,472;473,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00100,24.4298,14.5511,130,2026-04-14 12:45:00,2026-05-07 12:30:00,482;483,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00104,26.0055,45.349,81.5,2026-05-22 12:15:00,2026-05-28 12:15:00,488;489,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00107,6.4327,2.6918,100,2026-03-26 14:15:00,2026-05-09 14:15:00,496;497,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00121,4.9852,4.261,90,2026-03-01 00:00:00,2026-04-23 12:30:00,506;507,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00125,28.1765,2.3707,160,2026-04-15 13:30:00,2026-04-24 14:45:00,484;485,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00138,15.7306,6.1055,100,2026-04-02 13:00:00,2026-05-08 12:30:00,486;487,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00166,39.8987,6.1976,100,2026-03-03 13:15:00,2026-04-15 12:00:00,492;493,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00008,110,BDZ-00170,36.9873,7.9867,70,2026-04-30 12:00:00,2026-05-07 12:30:00,502;503,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00009,35,BDZ-00253,30.0727,0.636,40,2026-05-07 12:15:00,2026-05-28 12:45:00,340;341,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00009,35,BDZ-00259,27.2741,0.957,40,2026-04-14 13:15:00,2026-05-11 12:30:00,334;335,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
QX-00009,35,BDZ-00266,11.3959,0.3922,40,2026-04-07 12:15:00,2026-04-07 12:15:00,328;329,SRC05:主变（跨区合并）1,电网建模数据_Agent整合版_V1.2,"sum online and pipeline PV by region, voltage and station; no feeder allocation",pv_snapshot_2026_context,cross_year_snapshot_2026_context,88dd63f0d0e3b8aaed07b77bdba235da35967faefa6a9ff64b92e805559a42ec
