region_id,voltage_kv,scheme,status,status_reason,evidence_grade,asset_scope_id,capacity_base_mva,positive_peak_base_mw,expansion_delta_mva,storage_modules,incremental_capex_low_wanyuan,incremental_capex_wanyuan,incremental_capex_high_wanyuan,incremental_eac_low_wanyuan_per_year,incremental_eac_wanyuan_per_year,incremental_eac_high_wanyuan_per_year,clr_after,a_expansion_limit_mva,strict_stock_R_le_2_status,selected_candidate_ids,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,A,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,EVIDENCE_C,operating_2025,276.5,119.49,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00001,35,B,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,EVIDENCE_C,operating_2025,276.5,119.49,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00001,35,C0,noncompliant,BDZ-00249:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00261:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00279:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00298:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,operating_2025,276.5,119.49,0,0,0,0,0,0,0,0,2.314001172,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00003,35,A,feasible,feasible,EVIDENCE_C,operating_2025,302,124.78,0,145,3051.72075,3055.034806,3943.94925,370.9432876,506.7323856,863.7831008,2.420259657,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00003,35,B,feasible,feasible,EVIDENCE_C,operating_2025,302,124.78,0,145,3051.72075,3055.034806,3943.94925,370.9432876,506.7323856,863.7831008,2.420259657,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00003,35,C0,noncompliant,BDZ-00268:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00294:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,operating_2025,302,124.78,0,0,0,0,0,0,0,0,2.420259657,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00004,35,A,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,EVIDENCE_C,operating_2025,250,106.61,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00004,35,B,infeasible,BDZ-00287:storage_required_but_no_available_connection_bay,EVIDENCE_C,operating_2025,250,106.61,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00004,35,C0,noncompliant,BDZ-00262:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00263:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00265:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00287:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00309:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,operating_2025,250,106.61,0,0,0,0,0,0,0,0,2.344995779,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00005,35,A,infeasible,BDZ-00247:missing_three_scenarios,EVIDENCE_C,operating_2025,275,147.65,0,0,,,,,,,,20.3,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00005,35,B,infeasible,BDZ-00247:missing_three_scenarios,EVIDENCE_C,operating_2025,275,147.65,0,0,,,,,,,,20.3,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00005,35,C0,noncompliant,BDZ-00247:missing_three_scenarios;BDZ-00246:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00255:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00290:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00314:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,operating_2025,275,147.65,0,0,0,0,0,0,0,0,1.862512699,20.3,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00007,35,A,infeasible,BDZ-00271:missing_three_scenarios,EVIDENCE_C,operating_2025,36,14.68,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00007,35,B,infeasible,BDZ-00271:missing_three_scenarios,EVIDENCE_C,operating_2025,36,14.68,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
QX-00007,35,C0,noncompliant,BDZ-00271:missing_three_scenarios,EVIDENCE_C,operating_2025,36,14.68,0,0,0,0,0,0,0,0,2.452316076,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,0cd42479992b41230f84f3db7cc3732a886da86c9d137e70e27f17c95e9ea9ef
