region_id,voltage_kv,scheme,status,status_reason,evidence_grade,asset_scope_id,capacity_base_mva,positive_peak_base_mw,expansion_delta_mva,storage_modules,incremental_capex_low_wanyuan,incremental_capex_wanyuan,incremental_capex_high_wanyuan,incremental_eac_low_wanyuan_per_year,incremental_eac_wanyuan_per_year,incremental_eac_high_wanyuan_per_year,clr_after,a_expansion_limit_mva,strict_stock_R_le_2_status,selected_candidate_ids,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,A,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,EVIDENCE_C,historical_2021_reference_static,288.8,105.3,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00001,35,B,infeasible,BDZ-00249:storage_required_but_no_available_connection_bay,EVIDENCE_C,historical_2021_reference_static,288.8,105.3,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00001,35,C0,noncompliant,BDZ-00249:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00261:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00279:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00298:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,historical_2021_reference_static,288.8,105.3,0,0,0,0,0,0,0,0,2.742640076,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00003,35,A,feasible,feasible,EVIDENCE_C,historical_2021_reference_static,326,141.58,0,240,5051.124,5057.788426,6527.916,613.9750967,838.9250393,1429.70996,2.302585111,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00003,35,B,feasible,feasible,EVIDENCE_C,historical_2021_reference_static,326,141.58,0,240,5051.124,5057.788426,6527.916,613.9750967,838.9250393,1429.70996,2.302585111,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00003,35,C0,noncompliant,BDZ-00268:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00294:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,historical_2021_reference_static,326,141.58,0,0,0,0,0,0,0,0,2.302585111,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00004,35,A,infeasible,BDZ-00285:storage_required_but_no_available_connection_bay,EVIDENCE_C,historical_2021_reference_static,243,134.17,0,0,,,,,,,,25.34,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00004,35,B,infeasible,BDZ-00285:storage_required_but_no_available_connection_bay,EVIDENCE_C,historical_2021_reference_static,243,134.17,0,0,,,,,,,,25.34,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00004,35,C0,noncompliant,BDZ-00262:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00263:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00265:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00285:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00287:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00309:empirical_central:storage_power_insufficient_for_reverse_limit;BDZ-00312:empirical_central:storage_power_insufficient_for_reverse_limit,EVIDENCE_C,historical_2021_reference_static,243,134.17,0,0,0,0,0,0,0,0,1.811135127,25.34,stock_within_2.0,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
QX-00005,35,A,infeasible,BDZ-00247:missing_three_scenarios,EVIDENCE_C,historical_2021_reference_static,245,80.76,0,0,,,,,,,,0,infeasible_due_to_inherited_stock,[],county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,cf9f475f92500df91dea7aa47b5e014facf44945d0b16720372da7e002f9b795
