year,action_id,candidate_id,action_type,delta_capacity_mva,storage_modules_delta,capex_wanyuan,eac_wanyuan_per_year,cost_basis,source_ref,region_id,voltage_kv,path_id,rcap,rcap_numeric,scenario_id
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.0,2.0,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.0,2.0,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.1,2.1,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.1,2.1,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.15,2.15,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.15,2.15,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.16,2.16,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.16,2.16,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.17,2.17,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.17,2.17,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.171,2.171,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,962,20251.362952,3625.591154715454,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.171,2.171,discount_rate_high
2025,STORAGE-QX-00001-110-2025,,storage,0.0,138,2905.664006,520.1995413196756,contract_storage_module,model_contract.yaml+储能成本依据,QX-00001,110,PATH_OPT_CLR_LE_2,2.172,2.172,discount_rate_high
2025,EXP-QX-00005-BDZ-00162-01,EXP-QX-00005-BDZ-00162-01,new_third_transformer,50.0,0,1343.0,143.469243,center,SRC03:110千伏变电站1+SRC10,QX-00005,110,PATH_OPT_CLR_LE_2,2.172,2.172,discount_rate_high
2025,STORAGE-QX-00005-110-2025,,storage,0.0,465,9789.635252,1752.6333936964243,contract_storage_module,model_contract.yaml+储能成本依据,QX-00005,110,PATH_OPT_CLR_LE_2,2.172,2.172,discount_rate_high
