time,P,G_i,T2m,WS10m
20080710:1930,0.0,,22.92,0.76
20080710:2030,0.0,,23.15,0.62
20080710:2130,3.81,,23.14,0.48
20080710:2230,36.57,,23.32,0.28
20080710:2330,137.25,,23.86,1.24
20080711:0030,290.51,,24.92,1.66
20080711:0130,384.87,,26.63,1.66
20080711:0230,498.13,,27.8,1.59
20080711:0330,526.5,,28.84,1.38
20080711:0430,595.05,,29.48,1.03
20080711:0530,517.57,,30.14,0.83
20080711:0630,398.79,,30.26,0.9
20080711:0730,278.87,,29.8,0.83
20080711:0830,147.87,,28.48,1.79
20080711:0930,62.62,,27.6,1.24
20080711:1030,12.57,,27.53,0.62
20080711:1130,0.0,,27.15,0.69
20080711:1230,0.0,,25.84,0.83
20080711:1330,0.0,,25.02,0.97
20080711:1430,0.0,,25.32,0.62
20080711:1530,0.0,,24.9,0.48
20080711:1630,0.0,,24.45,0.62
20080711:1730,0.0,,23.99,0.62
20080711:1830,0.0,,23.78,0.48
20080711:1930,0.0,,22.36,1.03
20080711:2030,0.0,,22.0,0.97
20080711:2130,5.99,,21.78,0.83
20080711:2230,52.24,,22.41,0.76
20080711:2330,158.09,,23.74,0.69
20080712:0030,309.8,,25.07,0.9
20080712:0130,431.29,,26.87,2.07
20080712:0230,569.52,,27.78,2.62
20080712:0330,620.34,,28.71,2.97
20080712:0430,562.86,,29.42,3.1
20080712:0530,537.92,,29.67,2.69
20080712:0630,413.57,,29.96,2.28
20080712:0730,353.35,,29.88,2.41
20080712:0830,209.16,,29.68,2.55
20080712:0930,82.53,,28.98,2.83
20080712:1030,18.15,,28.18,2.41
20080712:1130,0.0,,27.22,2.0
20080712:1230,0.0,,25.98,1.72
20080712:1330,0.0,,24.82,1.52
20080712:1430,0.0,,24.0,1.38
20080712:1530,0.0,,23.08,1.31
20080712:1630,0.0,,22.72,1.1
20080712:1730,0.0,,22.37,1.03
20080712:1830,0.0,,21.97,1.1
20080712:1930,0.0,,21.81,1.03
20080712:2030,0.0,,21.69,0.97
20080712:2130,7.46,,21.42,1.03
20080712:2230,52.46,,21.75,0.83
20080712:2330,186.95,,24.12,0.76
20080713:0030,349.72,,25.54,0.97
20080713:0130,492.11,,26.86,0.97
20080713:0230,587.96,,28.09,1.24
20080713:0330,632.88,,29.13,1.86
20080713:0430,627.34,,29.97,2.21
20080713:0530,593.44,,30.57,2.21
20080713:0630,441.28,,30.87,2.28
20080713:0730,352.51,,30.39,2.21
20080713:0830,206.59,,30.29,2.41
20080713:0930,98.83,,29.91,2.28
20080713:1030,21.35,,29.22,2.14
20080713:1130,0.0,,28.0,2.07
20080713:1230,0.0,,26.61,2.34
20080713:1330,0.0,,25.72,2.48
20080713:1430,0.0,,25.0,2.62
20080713:1530,0.0,,24.14,2.34
20080713:1630,0.0,,23.34,1.66
20080713:1730,0.0,,22.59,1.31
20080713:1830,0.0,,21.97,1.38
20080713:1930,0.0,,21.59,1.38
20080713:2030,0.0,,21.58,1.52
20080713:2130,4.5,,21.67,1.59
20080713:2230,43.79,,22.11,1.72
20080713:2330,100.2,,22.97,2.0
20080714:0030,166.01,,23.67,2.62
20080714:0130,225.22,,24.22,2.62
20080714:0230,287.41,,25.02,2.69
20080714:0330,370.42,,25.97,2.76
20080714:0430,504.74,,26.91,2.9
20080714:0530,542.25,,28.13,3.24
20080714:0630,338.54,,29.09,3.86
20080714:0730,192.63,,28.84,3.86
20080714:0830,192.86,,28.11,3.59
20080714:0930,82.1,,27.71,3.31
20080714:1030,17.42,,27.35,2.83
20080714:1130,0.0,,26.67,2.83
20080714:1230,0.0,,25.88,3.31
20080714:1330,0.0,,25.18,3.59
20080714:1430,0.0,,24.62,3.38
20080714:1530,0.0,,24.05,2.83
20080714:1630,0.0,,23.7,2.48
20080714:1730,0.0,,23.52,2.41
20080714:1830,0.0,,23.37,2.41
20080714:1930,0.0,,23.17,2.55
20080714:2030,0.0,,23.09,2.34
20080714:2130,0.0,,23.19,2.21
20080714:2230,6.32,,23.15,1.93
20080714:2330,8.08,,23.17,1.86
20080715:0030,16.74,,23.18,2.0
20080715:0130,32.53,,23.32,2.48
20080715:0230,40.48,,23.47,3.38
20080715:0330,68.58,,23.7,3.03
20080715:0430,90.18,,23.98,2.28
20080715:0530,236.57,,23.88,1.72
20080715:0630,337.42,,24.66,1.72
20080715:0730,284.07,,25.79,1.79
20080715:0830,204.05,,26.12,1.24
20080715:0930,83.07,,26.26,0.97
20080715:1030,18.99,,25.97,1.17
20080715:1130,0.0,,25.11,1.66
20080715:1230,0.0,,24.26,1.66
20080715:1330,0.0,,23.81,1.38
20080715:1430,0.0,,23.36,1.03
20080715:1530,0.0,,22.83,0.97
20080715:1630,0.0,,22.28,0.55
20080715:1730,0.0,,22.23,0.28
20080715:1830,0.0,,21.81,0.14
20080715:1930,0.0,,21.95,0.76
20080715:2030,0.0,,21.98,0.55
20080715:2130,5.6,,21.53,0.48
20080715:2230,52.65,,21.44,0.28
20080715:2330,188.69,,22.71,0.55
20080716:0030,370.23,,24.21,1.1
20080716:0130,514.48,,25.75,1.38
20080716:0230,602.81,,27.01,1.45
20080716:0330,623.08,,28.09,1.52
20080716:0430,658.12,,28.87,1.38
20080716:0530,632.51,,29.63,1.17
20080716:0630,555.21,,30.13,1.03
20080716:0730,425.04,,30.48,1.17
20080716:0830,276.17,,30.55,1.17
20080716:0930,108.93,,30.34,1.24
20080716:1030,21.18,,29.72,1.17
20080716:1130,0.0,,28.42,1.45
20080716:1230,0.0,,26.79,1.59
20080716:1330,0.0,,25.42,1.45
20080716:1430,0.0,,24.65,1.31
20080716:1530,0.0,,24.02,1.38
20080716:1630,0.0,,23.43,1.38
20080716:1730,0.0,,22.72,1.38
20080716:1830,0.0,,22.32,1.38
20080716:1930,0.0,,21.92,1.52
20080716:2030,0.0,,21.84,1.31
20080716:2130,5.71,,21.48,1.24
20080716:2230,52.01,,21.76,1.03
20080716:2330,191.8,,24.22,0.62
20080717:0030,364.76,,26.05,0.83
20080717:0130,508.18,,27.56,1.31
20080717:0230,610.92,,28.78,1.66
20080717:0330,652.47,,29.84,1.86
20080717:0430,637.1,,30.61,1.86
20080717:0530,503.17,,30.95,1.93
20080717:0630,409.85,,30.87,1.66
20080717:0730,192.85,,31.21,0.9
20080717:0830,154.78,,30.59,0.69
20080717:0930,60.17,,29.74,1.86
20080717:1030,16.19,,28.5,1.93
20080717:1130,0.0,,27.5,2.0
20080717:1230,0.0,,26.66,2.28
20080717:1330,0.0,,25.99,2.62
20080717:1430,0.0,,25.44,2.62
20080717:1530,0.0,,25.0,2.07
20080717:1630,0.0,,24.59,2.34
20080717:1730,0.0,,24.24,2.55
20080717:1830,0.0,,24.02,2.76
20080717:1930,0.0,,23.5,3.24
20080717:2030,0.0,,23.14,4.28
20080717:2130,0.0,,22.74,4.76
20080717:2230,7.09,,22.33,4.97
20080717:2330,22.38,,21.79,5.45
20080718:0030,44.21,,21.48,5.93
20080718:0130,50.22,,21.45,4.69
20080718:0230,59.14,,21.88,1.45
20080718:0330,30.6,,22.34,1.59
20080718:0430,26.87,,22.16,2.28
20080718:0530,41.1,,22.02,2.28
20080718:0630,78.53,,22.05,2.28
20080718:0730,36.49,,21.87,2.76
20080718:0830,34.27,,21.81,2.07
20080718:0930,5.6,,21.79,1.86
20080718:1030,0.74,,21.56,1.66
20080718:1130,0.0,,21.3,1.79
20080718:1230,0.0,,21.0,1.93
20080718:1330,0.0,,20.81,2.28
20080718:1430,0.0,,20.68,2.21
20080718:1530,0.0,,20.67,2.07
20080718:1630,0.0,,20.65,2.48
20080718:1730,0.0,,20.62,2.28
20080718:1830,0.0,,20.65,2.14
20080718:1930,0.0,,20.32,2.14
20080718:2030,0.0,,20.34,2.07
20080718:2130,0.0,,20.31,1.59
20080718:2230,14.3,,20.37,1.66
20080718:2330,19.58,,20.54,2.07
20080719:0030,33.26,,20.62,2.69
20080719:0130,118.35,,20.92,3.66
20080719:0230,169.46,,21.6,4.97
20080719:0330,228.36,,22.84,5.24
20080719:0430,211.29,,24.01,4.76
20080719:0530,173.75,,24.81,4.21
20080719:0630,195.85,,25.1,4.07
20080719:0730,155.83,,24.88,4.07
20080719:0830,66.95,,24.33,4.14
20080719:0930,27.73,,23.45,3.93
20080719:1030,8.18,,22.46,3.86
20080719:1130,0.0,,21.83,3.59
20080719:1230,0.0,,21.35,3.17
20080719:1330,0.0,,20.96,2.76
20080719:1430,0.0,,20.7,2.21
20080719:1530,0.0,,20.54,2.0
20080719:1630,0.0,,20.46,1.93
20080719:1730,0.0,,20.28,1.86
20080719:1830,0.0,,20.19,1.93
20080719:1930,0.0,,20.41,2.0
20080719:2030,0.0,,20.45,2.28
20080719:2130,0.84,,20.42,2.28
20080719:2230,20.89,,20.61,2.21
20080719:2330,70.18,,21.15,2.41
20080720:0030,104.24,,21.92,3.45
20080720:0130,94.96,,22.93,3.66
20080720:0230,122.35,,23.02,2.69
20080720:0330,87.22,,23.24,2.55
20080720:0430,180.81,,22.92,2.48
20080720:0530,106.31,,23.32,2.83
20080720:0630,248.45,,23.07,2.69
20080720:0730,219.98,,24.67,4.62
20080720:0830,151.68,,24.72,4.34
20080720:0930,36.3,,24.49,3.93
20080720:1030,12.22,,23.82,2.83
20080720:1130,0.0,,23.27,2.62
20080720:1230,0.0,,22.61,2.21
20080720:1330,0.0,,22.19,1.86
20080720:1430,0.0,,21.75,1.38
20080720:1530,0.0,,21.08,1.45
20080720:1630,0.0,,20.74,1.45
20080720:1730,0.0,,20.67,1.38
20080720:1830,0.0,,20.34,1.45
20080720:1930,0.0,,19.75,0.97
20080720:2030,0.0,,19.72,0.83
20080720:2130,3.58,,19.46,0.69
20080720:2230,53.97,,19.62,0.41
20080720:2330,159.88,,20.71,0.28
20080721:0030,318.63,,22.0,0.41
20080721:0130,478.78,,24.08,0.83
20080721:0230,577.39,,25.59,0.97
20080721:0330,600.6,,26.7,0.97
20080721:0430,602.14,,27.46,1.03
20080721:0530,558.19,,28.05,1.17
20080721:0630,480.8,,28.4,1.31
20080721:0730,364.98,,28.54,1.45
20080721:0830,192.84,,28.58,1.38
20080721:0930,99.02,,28.18,1.17
20080721:1030,26.15,,27.52,0.97
20080721:1130,0.0,,26.11,0.76
20080721:1230,0.0,,25.75,0.48
20080721:1330,0.0,,24.77,0.76
20080721:1430,0.0,,23.1,1.03
20080721:1530,0.0,,22.34,1.17
20080721:1630,0.0,,21.71,1.24
20080721:1730,0.0,,21.42,1.17
20080721:1830,0.0,,21.01,1.24
20080721:1930,0.0,,20.93,1.38
20080721:2030,0.0,,20.78,1.31
20080721:2130,1.23,,20.85,1.24
20080721:2230,8.27,,20.84,1.24
20080721:2330,49.44,,21.53,0.97
20080722:0030,39.56,,23.34,1.17
20080722:0130,34.44,,23.86,1.1
20080722:0230,38.14,,24.01,0.9
20080722:0330,22.02,,24.17,0.97
20080722:0430,41.6,,24.14,1.24
20080722:0530,0.0,,24.24,1.31
20080722:0630,54.96,,23.66,1.17
20080722:0730,35.21,,24.13,1.03
20080722:0830,42.17,,23.57,1.31
20080722:0930,22.43,,22.94,2.07
20080722:1030,2.99,,22.07,2.76
20080722:1130,0.0,,21.29,2.83
20080722:1230,0.0,,20.77,2.9
20080722:1330,0.0,,20.79,3.17
20080722:1430,0.0,,20.83,3.31
20080722:1530,0.0,,20.81,3.45
20080722:1630,0.0,,20.8,3.45
20080722:1730,0.0,,20.8,3.38
20080722:1830,0.0,,20.85,3.45
20080722:1930,0.0,,20.33,2.76
20080722:2030,0.0,,20.15,2.69
20080722:2130,0.0,,20.06,2.69
20080722:2230,0.47,,19.99,2.55
20080722:2330,5.28,,20.09,2.41
20080723:0030,14.04,,20.23,2.69
20080723:0130,28.14,,20.24,3.1
20080723:0230,79.24,,20.37,3.1
20080723:0330,54.8,,20.86,3.1
20080723:0430,22.76,,20.71,4.0
20080723:0530,35.2,,20.35,4.07
20080723:0630,27.05,,20.17,3.86
20080723:0730,17.11,,20.07,3.59
20080723:0830,13.19,,19.92,3.17
20080723:0930,2.58,,19.81,3.24
20080723:1030,0.0,,19.6,3.17
20080723:1130,0.0,,19.51,2.9
20080723:1230,0.0,,19.48,2.48
20080723:1330,0.0,,19.51,2.55
20080723:1430,0.0,,19.5,2.55
20080723:1530,0.0,,19.49,2.34
20080723:1630,0.0,,19.48,2.41
20080723:1730,0.0,,19.46,2.28
20080723:1830,0.0,,19.5,2.21
20080723:1930,0.0,,19.72,2.55
20080723:2030,0.0,,19.72,2.62
20080723:2130,0.0,,19.73,2.55
20080723:2230,9.02,,19.78,2.62
20080723:2330,31.26,,19.98,2.76
20080724:0030,93.49,,20.34,3.24
20080724:0130,90.45,,21.23,4.34
20080724:0230,73.09,,21.47,4.48
20080724:0330,117.87,,21.81,5.17
20080724:0430,257.16,,22.79,5.45
20080724:0530,357.78,,23.91,5.1
20080724:0630,141.21,,24.91,5.1
20080724:0730,244.67,,24.99,4.9
20080724:0830,202.17,,25.92,4.41
20080724:0930,91.68,,26.19,3.59
20080724:1030,17.67,,25.78,2.55
20080724:1130,0.0,,24.64,1.86
20080724:1230,0.0,,23.02,1.59
20080724:1330,0.0,,21.37,1.72
20080724:1430,0.0,,20.21,1.86
20080724:1530,0.0,,19.26,1.72
20080724:1630,0.0,,18.38,1.59
20080724:1730,0.0,,18.05,1.31
20080724:1830,0.0,,18.23,1.1
20080724:1930,0.0,,18.7,0.9
20080724:2030,0.0,,18.96,0.69
20080724:2130,3.7,,18.74,0.62
20080724:2230,56.16,,18.09,0.41
20080724:2330,185.46,,20.42,0.21
20080725:0030,327.96,,22.98,0.28
20080725:0130,514.48,,25.07,0.69
20080725:0230,614.39,,26.83,1.03
20080725:0330,665.98,,28.02,1.03
20080725:0430,662.31,,28.92,0.9
20080725:0530,621.5,,29.53,0.83
20080725:0630,532.64,,29.93,0.76
20080725:0730,415.75,,30.32,0.97
20080725:0830,263.47,,30.27,0.9
20080725:0930,103.91,,30.0,1.03
20080725:1030,20.8,,29.13,1.03
20080725:1130,0.0,,27.62,1.17
20080725:1230,0.0,,25.9,0.97
20080725:1330,0.0,,26.03,0.62
20080725:1430,0.0,,25.17,0.41
20080725:1530,0.0,,24.36,0.62
20080725:1630,0.0,,23.63,0.55
20080725:1730,0.0,,23.12,0.28
20080725:1830,0.0,,22.61,0.41
20080725:1930,0.0,,21.86,0.9
20080725:2030,0.0,,21.59,0.9
20080725:2130,3.78,,20.31,0.97
20080725:2230,55.53,,19.92,0.62
20080725:2330,167.31,,21.9,0.34
20080726:0030,337.11,,24.13,0.14
20080726:0130,496.64,,26.41,0.07
20080726:0230,550.54,,28.02,0.41
20080726:0330,539.69,,28.91,1.03
20080726:0430,575.48,,29.34,1.24
20080726:0530,623.82,,29.78,1.45
20080726:0630,507.2,,30.31,1.66
20080726:0730,368.65,,30.84,1.31
20080726:0830,226.23,,30.79,1.17
20080726:0930,98.38,,30.51,1.03
20080726:1030,19.21,,29.79,0.83
20080726:1130,0.0,,27.99,0.97
20080726:1230,0.0,,26.11,1.45
20080726:1330,0.0,,24.73,1.72
20080726:1430,0.0,,23.77,1.72
20080726:1530,0.0,,22.98,1.45
20080726:1630,0.0,,22.77,1.17
20080726:1730,0.0,,22.22,1.17
20080726:1830,0.0,,21.78,1.17
20080726:1930,0.0,,22.1,0.97
20080726:2030,0.0,,21.4,1.1
20080726:2130,3.33,,20.96,1.17
20080726:2230,46.83,,21.46,0.9
20080726:2330,180.34,,23.33,0.48
20080727:0030,342.67,,25.57,0.62
20080727:0130,476.35,,26.92,0.97
20080727:0230,553.38,,27.99,1.59
20080727:0330,623.62,,28.73,2.0
20080727:0430,609.04,,29.66,2.34
20080727:0530,508.63,,30.28,2.55
20080727:0630,513.5,,30.42,2.28
20080727:0730,392.01,,30.57,1.72
20080727:0830,259.7,,30.55,1.93
20080727:0930,103.07,,30.2,2.14
20080727:1030,19.15,,29.34,1.52
20080727:1130,0.0,,27.88,2.07
20080727:1230,0.0,,26.2,2.48
20080727:1330,0.0,,25.06,2.9
20080727:1430,0.0,,24.15,2.41
20080727:1530,0.0,,23.54,1.79
20080727:1630,0.0,,23.32,1.45
20080727:1730,0.0,,23.15,1.31
20080727:1830,0.0,,23.3,1.31
20080727:1930,0.0,,23.37,2.0
20080727:2030,0.0,,23.24,1.72
20080727:2130,0.0,,23.13,1.72
20080727:2230,9.92,,23.09,2.0
20080727:2330,53.71,,23.24,2.28
20080728:0030,99.88,,23.77,2.62
20080728:0130,100.4,,24.49,2.69
20080728:0230,98.73,,24.82,2.62
20080728:0330,294.76,,24.83,2.41
20080728:0430,314.19,,26.03,2.9
20080728:0530,362.25,,27.37,3.1
20080728:0630,497.87,,28.61,3.1
20080728:0730,392.02,,30.08,3.24
20080728:0830,246.51,,30.31,2.9
20080728:0930,92.84,,30.06,2.69
20080728:1030,15.54,,29.34,2.14
20080728:1130,0.0,,28.24,2.0
20080728:1230,0.0,,27.19,1.93
20080728:1330,0.0,,26.27,2.41
20080728:1430,0.0,,25.77,2.69
20080728:1530,0.0,,25.23,2.48
20080728:1630,0.0,,24.79,2.07
20080728:1730,0.0,,24.7,1.86
20080728:1830,0.0,,24.65,2.0
20080728:1930,0.0,,24.88,2.62
20080728:2030,0.0,,24.83,2.69
20080728:2130,0.41,,24.7,2.69
20080728:2230,34.27,,24.66,2.28
20080728:2330,120.11,,25.02,2.41
20080729:0030,270.59,,25.7,2.41
20080729:0130,445.03,,26.88,2.14
20080729:0230,561.88,,28.3,2.28
20080729:0330,641.04,,29.58,2.9
20080729:0430,653.25,,30.25,3.31
20080729:0530,608.92,,30.59,3.24
20080729:0630,512.46,,30.85,2.97
20080729:0730,316.61,,29.53,3.52
20080729:0830,154.64,,27.71,4.76
20080729:0930,95.28,,26.75,3.72
20080729:1030,16.72,,26.64,3.17
20080729:1130,0.0,,26.15,2.69
20080729:1230,0.0,,25.54,2.83
20080729:1330,0.0,,25.24,2.83
20080729:1430,0.0,,24.93,2.9
20080729:1530,0.0,,24.79,2.97
20080729:1630,0.0,,24.5,2.83
20080729:1730,0.0,,24.41,2.55
20080729:1830,0.0,,24.36,2.55
20080729:1930,0.0,,24.44,3.17
20080729:2030,0.0,,24.6,3.31
20080729:2130,0.5,,24.57,3.17
20080729:2230,24.05,,24.58,3.38
20080729:2330,101.87,,24.9,3.93
20080730:0030,174.84,,25.34,4.41
20080730:0130,233.33,,26.04,5.1
20080730:0230,359.44,,26.34,5.66
20080730:0330,546.38,,27.02,5.66
20080730:0430,477.95,,28.17,5.86
20080730:0530,390.18,,27.67,6.69
20080730:0630,422.32,,26.64,6.97
20080730:0730,276.85,,26.75,5.86
20080730:0830,104.1,,25.81,5.1
20080730:0930,52.15,,25.11,5.45
20080730:1030,13.07,,24.83,5.17
20080730:1130,0.0,,24.52,5.38
20080730:1230,0.0,,24.45,5.59
20080730:1330,0.0,,24.44,5.38
20080730:1430,0.0,,24.38,4.97
20080730:1530,0.0,,24.34,4.69
20080730:1630,0.0,,24.17,4.69
20080730:1730,0.0,,24.24,4.48
20080730:1830,0.0,,24.03,4.48
20080730:1930,0.0,,24.36,4.69
20080730:2030,0.0,,24.39,5.31
20080730:2130,0.0,,24.16,4.69
20080730:2230,7.76,,23.85,4.0
20080730:2330,36.88,,23.91,3.45
20080731:0030,100.96,,24.22,3.31
20080731:0130,191.06,,24.88,4.07
20080731:0230,308.83,,25.68,4.14
20080731:0330,456.01,,26.63,4.14
20080731:0430,386.62,,28.01,3.93
20080731:0530,314.65,,27.69,3.03
20080731:0630,237.86,,27.48,3.24
20080731:0730,196.19,,27.48,2.69
20080731:0830,123.04,,27.46,2.76
20080731:0930,26.15,,27.07,2.41
20080731:1030,3.33,,26.28,2.28
20080731:1130,0.0,,25.6,2.55
20080731:1230,0.0,,24.97,2.76
20080731:1330,0.0,,24.6,2.62
20080731:1430,0.0,,24.4,2.48
20080731:1530,0.0,,24.33,2.07
20080731:1630,0.0,,24.24,1.93
20080731:1730,0.0,,24.06,1.72
20080731:1830,0.0,,24.02,1.38
20080731:1930,0.0,,23.9,2.07
20080731:2030,0.0,,23.85,1.52
20080731:2130,0.0,,23.83,1.45
20080731:2230,7.17,,23.88,1.52
20080731:2330,50.28,,24.17,1.59
20080801:0030,142.35,,24.55,1.66
20080801:0130,200.53,,25.74,1.72
20080801:0230,361.11,,26.62,1.72
20080801:0330,486.92,,27.65,1.72
20080801:0430,386.12,,28.87,1.86
20080801:0530,258.86,,29.77,2.14
20080801:0630,299.93,,29.23,2.07
20080801:0730,257.28,,29.78,1.86
20080801:0830,127.6,,28.48,2.83
20080801:0930,63.58,,27.99,1.79
20080801:1030,11.51,,27.71,1.79
20080801:1130,0.0,,26.81,1.79
20080801:1230,0.0,,26.04,2.07
20080801:1330,0.0,,25.46,1.86
20080801:1430,0.0,,24.86,1.52
20080801:1530,0.0,,24.5,1.52
20080801:1630,0.0,,24.16,1.59
20080801:1730,0.0,,24.01,1.52
20080801:1830,0.0,,23.98,1.66
20080801:1930,0.0,,23.66,1.79
20080801:2030,0.0,,23.49,1.93
20080801:2130,0.0,,23.13,2.14
20080801:2230,31.5,,22.8,2.28
20080801:2330,103.61,,23.08,2.69
20080802:0030,251.15,,23.45,2.97
20080802:0130,384.29,,24.28,3.86
20080802:0230,535.76,,24.98,3.72
20080802:0330,582.68,,26.14,3.52
20080802:0430,637.26,,27.06,3.24
20080802:0530,650.93,,27.82,3.1
20080802:0630,564.75,,28.46,3.17
20080802:0730,445.93,,28.49,3.17
20080802:0830,285.26,,28.56,3.31
20080802:0930,108.16,,28.15,3.1
20080802:1030,14.5,,27.31,2.28
20080802:1130,0.0,,26.0,1.72
20080802:1230,0.0,,24.21,1.52
20080802:1330,0.0,,22.65,1.38
20080802:1430,0.0,,21.87,1.24
20080802:1530,0.0,,21.33,1.17
20080802:1630,0.0,,21.38,0.9
20080802:1730,0.0,,21.04,0.83
20080802:1830,0.0,,20.5,0.83
20080802:1930,0.0,,21.61,0.55
20080802:2030,0.0,,21.54,0.62
20080802:2130,1.96,,21.33,0.76
20080802:2230,47.21,,20.78,0.97
20080802:2330,177.11,,21.86,0.55
20080803:0030,328.94,,24.86,0.48
20080803:0130,469.57,,26.71,0.69
20080803:0230,559.17,,27.87,1.17
20080803:0330,623.81,,28.98,1.93
20080803:0430,666.16,,29.59,2.48
20080803:0530,618.81,,29.98,2.69
20080803:0630,480.52,,30.08,2.69
20080803:0730,384.52,,29.82,2.76
20080803:0830,250.12,,29.47,2.55
20080803:0930,108.81,,28.96,1.79
20080803:1030,18.33,,28.07,1.17
20080803:1130,0.0,,26.32,1.17
20080803:1230,0.0,,24.3,1.45
20080803:1330,0.0,,23.03,1.72
20080803:1430,0.0,,22.37,1.93
20080803:1530,0.0,,21.88,1.86
20080803:1630,0.0,,21.6,1.66
20080803:1730,0.0,,21.46,1.45
20080803:1830,0.0,,21.1,1.45
20080803:1930,0.0,,19.81,1.72
20080803:2030,0.0,,19.44,1.66
20080803:2130,1.6,,19.5,1.66
20080803:2230,46.7,,19.66,1.66
20080803:2330,140.04,,21.47,1.38
20080804:0030,309.54,,24.31,1.52
20080804:0130,472.52,,25.92,2.0
20080804:0230,605.26,,27.19,2.62
20080804:0330,669.32,,28.21,3.24
20080804:0430,691.83,,28.86,3.59
20080804:0530,653.06,,29.25,3.72
20080804:0630,568.19,,29.36,3.52
20080804:0730,409.21,,29.34,3.45
20080804:0830,263.13,,28.97,3.1
20080804:0930,105.95,,28.36,2.48
20080804:1030,16.03,,27.3,2.21
20080804:1130,0.0,,25.55,2.48
20080804:1230,0.0,,24.07,2.48
20080804:1330,0.0,,22.98,2.41
20080804:1430,0.0,,21.92,2.21
20080804:1530,0.0,,20.84,1.93
20080804:1630,0.0,,20.06,1.79
20080804:1730,0.0,,19.58,1.72
20080804:1830,0.0,,19.46,1.59
20080804:1930,0.0,,19.48,1.59
20080804:2030,0.0,,19.39,1.52
20080804:2130,1.37,,19.25,1.52
20080804:2230,40.95,,19.61,1.31
20080804:2330,172.81,,22.06,0.97
20080805:0030,325.37,,24.24,1.17
20080805:0130,431.46,,25.86,1.24
20080805:0230,442.22,,27.53,1.66
20080805:0330,497.62,,28.39,1.79
20080805:0430,552.44,,28.9,2.21
20080805:0530,463.47,,29.3,2.14
20080805:0630,457.02,,29.21,1.93
20080805:0730,320.6,,29.65,1.31
20080805:0830,193.14,,29.59,1.38
20080805:0930,66.75,,29.19,1.86
20080805:1030,10.23,,26.72,1.79
20080805:1130,0.0,,25.88,1.72
20080805:1230,0.0,,24.96,2.0
20080805:1330,0.0,,24.46,1.93
20080805:1430,0.0,,24.05,2.0
20080805:1530,0.0,,23.69,2.0
20080805:1630,0.0,,23.73,2.07
20080805:1730,0.0,,23.64,2.0
20080805:1830,0.0,,23.47,1.79
20080805:1930,0.0,,23.46,1.59
20080805:2030,0.0,,23.26,1.45
20080805:2130,0.3,,23.25,1.31
20080805:2230,32.75,,23.26,1.24
20080805:2330,127.91,,23.76,1.38
20080806:0030,249.26,,24.89,1.52
20080806:0130,426.38,,26.35,1.17
20080806:0230,509.25,,28.17,0.83
20080806:0330,525.35,,29.46,0.62
20080806:0430,542.04,,30.3,1.17
20080806:0530,518.65,,30.92,1.72
20080806:0630,418.16,,31.15,2.07
20080806:0730,334.9,,30.57,1.45
20080806:0830,198.54,,30.48,1.59
20080806:0930,46.9,,28.79,1.66
20080806:1030,12.24,,28.22,1.45
20080806:1130,0.0,,27.58,1.66
20080806:1230,0.0,,26.57,1.86
20080806:1330,0.0,,26.28,2.14
20080806:1430,0.0,,25.77,2.34
20080806:1530,0.0,,25.23,2.14
20080806:1630,0.0,,24.41,1.72
20080806:1730,0.0,,23.71,1.59
20080806:1830,0.0,,22.91,1.45
20080806:1930,0.0,,22.9,1.24
20080806:2030,0.0,,22.45,1.17
20080806:2130,1.0,,22.17,1.03
20080806:2230,40.17,,22.27,0.9
20080806:2330,174.95,,24.02,0.62
20080807:0030,338.79,,25.68,0.62
20080807:0130,491.01,,27.17,0.48
20080807:0230,581.91,,28.66,0.34
20080807:0330,593.29,,29.6,0.69
20080807:0430,524.66,,30.22,0.9
20080807:0530,540.94,,30.45,0.97
20080807:0630,485.36,,30.7,1.1
20080807:0730,394.24,,31.11,1.86
20080807:0830,244.56,,30.96,2.0
20080807:0930,94.2,,30.54,1.93
20080807:1030,12.89,,29.76,1.52
20080807:1130,0.0,,28.52,1.45
20080807:1230,0.0,,26.78,1.59
20080807:1330,0.0,,25.39,1.59
20080807:1430,0.0,,24.36,1.45
20080807:1530,0.0,,23.67,1.45
20080807:1630,0.0,,22.93,1.52
20080807:1730,0.0,,22.32,1.52
20080807:1830,0.0,,21.93,1.45
20080807:1930,0.0,,21.5,1.38
20080807:2030,0.0,,21.48,1.17
20080807:2130,0.91,,21.43,1.03
20080807:2230,40.33,,21.53,0.9
20080807:2330,177.44,,23.21,0.55
20080808:0030,354.98,,25.25,0.83
20080808:0130,501.14,,26.78,1.1
20080808:0230,604.93,,28.02,1.24
20080808:0330,603.73,,29.07,1.1
20080808:0430,547.87,,29.91,0.97
20080808:0530,520.47,,30.4,0.97
20080808:0630,440.64,,30.84,1.1
20080808:0730,362.04,,30.77,1.93
20080808:0830,211.61,,30.78,1.86
20080808:0930,89.59,,30.41,1.79
20080808:1030,11.14,,29.72,1.38
20080808:1130,0.0,,28.38,1.17
20080808:1230,0.0,,26.69,1.52
20080808:1330,0.0,,25.74,2.07
20080808:1430,0.0,,25.03,2.28
20080808:1530,0.0,,24.25,2.07
20080808:1630,0.0,,23.46,1.72
20080808:1730,0.0,,22.8,1.52
20080808:1830,0.0,,22.17,1.45
20080808:1930,0.0,,21.85,1.38
20080808:2030,0.0,,21.49,1.45
20080808:2130,0.89,,21.1,1.38
