time,P,G_i,T2m,WS10m
20070210:0630,674.1,,10.34,2.97
20070210:0730,505.13,,10.31,2.69
20070210:0830,276.68,,10.01,2.41
20070210:0930,51.93,,9.06,1.72
20070210:1030,0.0,,7.29,2.28
20070210:1130,0.0,,5.49,2.28
20070210:1230,0.0,,4.18,2.28
20070210:1330,0.0,,3.17,2.21
20070210:1430,0.0,,2.25,2.07
20070210:1530,0.0,,1.18,1.66
20070210:1630,0.0,,1.36,1.24
20070210:1730,0.0,,2.69,0.69
20070210:1830,0.0,,2.48,0.21
20070210:1930,0.0,,0.48,1.03
20070210:2030,0.0,,-0.45,1.52
20070210:2130,0.0,,-0.93,1.86
20070210:2230,0.0,,-1.49,2.07
20070210:2330,72.87,,-2.09,2.21
20070211:0030,314.69,,-1.12,1.86
20070211:0130,530.16,,3.92,2.0
20070211:0230,682.23,,7.1,2.55
20070211:0330,771.47,,9.3,3.24
20070211:0430,793.23,,10.68,3.24
20070211:0530,750.69,,11.7,3.1
20070211:0630,645.83,,12.39,2.97
20070211:0730,479.66,,12.57,2.55
20070211:0830,259.01,,12.48,2.41
20070211:0930,46.65,,11.58,2.07
20070211:1030,0.0,,9.29,2.62
20070211:1130,0.0,,7.48,2.69
20070211:1230,0.0,,6.37,2.69
20070211:1330,0.0,,5.54,2.62
20070211:1430,0.0,,4.84,2.55
20070211:1530,0.0,,4.28,2.55
20070211:1630,0.0,,3.91,2.48
20070211:1730,0.0,,3.54,2.48
20070211:1830,0.0,,3.33,2.41
20070211:1930,0.0,,3.05,2.41
20070211:2030,0.0,,3.01,2.48
20070211:2130,0.0,,2.96,2.48
20070211:2230,0.0,,2.92,2.41
20070211:2330,64.46,,2.75,2.48
20070212:0030,285.53,,3.68,2.28
20070212:0130,499.56,,6.87,2.48
20070212:0230,643.67,,10.32,2.41
20070212:0330,726.4,,13.18,2.48
20070212:0430,745.64,,15.34,2.55
20070212:0530,706.85,,16.68,2.55
20070212:0630,608.9,,17.41,2.62
20070212:0730,453.42,,17.3,2.28
20070212:0830,244.04,,17.17,2.48
20070212:0930,37.59,,16.06,2.14
20070212:1030,0.0,,13.63,2.69
20070212:1130,0.0,,12.36,2.76
20070212:1230,0.0,,12.23,3.1
20070212:1330,0.0,,11.89,3.03
20070212:1430,0.0,,11.37,2.76
20070212:1530,0.0,,11.08,2.55
20070212:1630,0.0,,10.2,1.86
20070212:1730,0.0,,9.44,1.66
20070212:1830,0.0,,9.23,1.86
20070212:1930,0.0,,9.06,2.07
20070212:2030,0.0,,8.89,2.34
20070212:2130,0.0,,8.73,2.48
20070212:2230,0.0,,8.55,2.41
20070212:2330,7.93,,8.34,2.41
20070213:0030,104.61,,8.32,2.34
20070213:0130,232.22,,9.09,2.14
20070213:0230,309.78,,10.39,2.07
20070213:0330,363.72,,11.82,2.07
20070213:0430,373.34,,13.32,2.0
20070213:0530,320.56,,14.18,2.0
20070213:0630,336.81,,14.9,2.83
20070213:0730,118.39,,14.97,3.1
20070213:0830,41.77,,15.1,2.48
20070213:0930,7.27,,14.58,1.79
20070213:1030,0.0,,13.59,2.28
20070213:1130,0.0,,12.49,2.9
20070213:1230,0.0,,12.22,3.59
20070213:1330,0.0,,11.92,4.07
20070213:1430,0.0,,11.35,4.55
20070213:1530,0.0,,10.72,4.83
20070213:1630,0.0,,9.89,4.97
20070213:1730,0.0,,8.67,5.03
20070213:1830,0.0,,7.44,5.17
20070213:1930,0.0,,6.62,4.76
20070213:2030,0.0,,4.95,4.48
20070213:2130,0.0,,3.5,4.21
20070213:2230,0.0,,2.25,3.86
20070213:2330,82.77,,1.2,3.52
20070214:0030,334.46,,1.21,2.9
20070214:0130,538.99,,2.5,3.72
20070214:0230,700.13,,3.63,3.31
20070214:0330,795.73,,4.83,2.97
20070214:0430,780.23,,5.96,2.69
20070214:0530,794.18,,6.7,2.62
20070214:0630,674.78,,7.42,2.62
20070214:0730,486.94,,7.67,2.62
20070214:0830,247.5,,7.5,2.28
20070214:0930,52.83,,6.83,1.66
20070214:1030,0.0,,5.74,1.24
20070214:1130,0.0,,3.79,1.03
20070214:1230,0.0,,3.24,0.83
20070214:1330,0.0,,2.77,0.9
20070214:1430,0.0,,2.48,0.83
20070214:1530,0.0,,1.9,0.9
20070214:1630,0.0,,-0.51,1.38
20070214:1730,0.0,,-2.54,1.93
20070214:1830,0.0,,-3.15,2.07
20070214:1930,0.0,,-3.33,2.28
20070214:2030,0.0,,-3.37,2.41
20070214:2130,0.0,,-3.19,2.55
20070214:2230,0.0,,-2.89,2.69
20070214:2330,81.53,,-2.65,2.76
20070215:0030,326.84,,-1.13,2.55
20070215:0130,547.74,,2.07,3.17
20070215:0230,685.54,,4.69,3.72
20070215:0330,751.66,,6.73,4.0
20070215:0430,772.76,,8.25,4.0
20070215:0530,706.28,,9.34,3.86
20070215:0630,525.03,,10.0,3.86
20070215:0730,272.96,,9.57,3.93
20070215:0830,72.4,,9.13,3.86
20070215:0930,5.07,,8.4,3.31
20070215:1030,0.0,,7.53,3.31
20070215:1130,0.0,,6.87,3.31
20070215:1230,0.0,,6.5,3.24
20070215:1330,0.0,,6.08,3.03
20070215:1430,0.0,,5.79,2.76
20070215:1530,0.0,,5.51,2.48
20070215:1630,0.0,,5.08,2.28
20070215:1730,0.0,,4.75,2.34
20070215:1830,0.0,,4.18,2.21
20070215:1930,0.0,,3.35,2.14
20070215:2030,0.0,,3.45,2.34
20070215:2130,0.0,,3.28,2.62
20070215:2230,0.0,,3.25,2.83
20070215:2330,3.63,,3.18,2.97
20070216:0030,36.03,,3.36,3.03
20070216:0130,99.11,,4.17,2.97
20070216:0230,124.75,,5.27,3.31
20070216:0330,99.43,,6.16,3.45
20070216:0430,90.22,,6.67,3.52
20070216:0530,56.25,,6.98,3.52
20070216:0630,20.98,,7.05,3.93
20070216:0730,16.27,,6.42,3.17
20070216:0830,7.5,,6.23,3.31
20070216:0930,0.0,,6.13,3.31
20070216:1030,0.0,,5.94,3.38
20070216:1130,0.0,,5.8,3.17
20070216:1230,0.0,,5.7,3.17
20070216:1330,0.0,,5.6,3.17
20070216:1430,0.0,,5.54,3.03
20070216:1530,0.0,,5.54,2.97
20070216:1630,0.0,,5.55,3.03
20070216:1730,0.0,,5.59,3.1
20070216:1830,0.0,,5.63,3.03
20070216:1930,0.0,,5.33,3.31
20070216:2030,0.0,,5.22,3.17
20070216:2130,0.0,,5.12,3.1
20070216:2230,0.0,,4.98,3.03
20070216:2330,0.0,,4.84,2.97
20070217:0030,10.62,,4.76,2.97
20070217:0130,57.42,,4.8,2.9
20070217:0230,80.41,,5.27,3.38
20070217:0330,75.57,,5.8,2.83
20070217:0430,149.9,,6.24,2.76
20070217:0530,101.71,,7.02,2.9
20070217:0630,47.54,,7.48,2.83
20070217:0730,39.47,,6.59,2.21
20070217:0830,9.3,,6.69,2.14
20070217:0930,0.0,,6.44,2.07
20070217:1030,0.0,,6.3,2.14
20070217:1130,0.0,,6.26,2.14
20070217:1230,0.0,,6.22,2.21
20070217:1330,0.0,,6.14,2.14
20070217:1430,0.0,,5.97,1.93
20070217:1530,0.0,,5.78,1.79
20070217:1630,0.0,,5.65,1.72
20070217:1730,0.0,,5.55,1.72
20070217:1830,0.0,,5.45,1.66
20070217:1930,0.0,,5.16,1.45
20070217:2030,0.0,,5.09,1.38
20070217:2130,0.0,,5.03,1.24
20070217:2230,0.0,,4.96,1.03
20070217:2330,18.78,,4.88,0.55
20070218:0030,248.75,,5.17,0.41
20070218:0130,410.3,,7.15,0.83
20070218:0230,531.65,,8.36,1.17
20070218:0330,704.5,,9.3,0.9
20070218:0430,542.72,,10.77,0.21
20070218:0530,420.35,,11.54,0.21
20070218:0630,165.71,,12.04,0.41
20070218:0730,131.42,,11.26,0.97
20070218:0830,113.14,,11.2,1.03
20070218:0930,26.17,,10.89,1.1
20070218:1030,0.0,,9.98,1.72
20070218:1130,0.0,,8.31,2.21
20070218:1230,0.0,,6.73,2.34
20070218:1330,0.0,,5.61,2.34
20070218:1430,0.0,,4.78,2.28
20070218:1530,0.0,,4.05,2.34
20070218:1630,0.0,,3.52,2.41
20070218:1730,0.0,,3.31,2.41
20070218:1830,0.0,,3.13,2.41
20070218:1930,0.0,,2.56,2.21
20070218:2030,0.0,,2.36,2.14
20070218:2130,0.0,,2.18,2.07
20070218:2230,0.0,,1.84,2.0
20070218:2330,82.54,,1.36,2.0
20070219:0030,310.31,,2.38,1.38
20070219:0130,518.63,,6.52,1.52
20070219:0230,668.49,,9.12,1.86
20070219:0330,764.49,,10.78,2.07
20070219:0430,763.87,,11.92,2.21
20070219:0530,744.29,,12.67,2.48
20070219:0630,609.42,,13.23,2.55
20070219:0730,434.57,,13.48,2.34
20070219:0830,211.26,,13.25,2.62
20070219:0930,38.83,,12.48,2.48
20070219:1030,0.0,,10.52,2.69
20070219:1130,0.0,,8.85,2.83
20070219:1230,0.0,,7.78,2.76
20070219:1330,0.0,,7.0,2.62
20070219:1430,0.0,,6.3,2.48
20070219:1530,0.0,,5.78,2.34
20070219:1630,0.0,,5.38,2.28
20070219:1730,0.0,,4.92,2.28
20070219:1830,0.0,,4.57,2.14
20070219:1930,0.0,,4.06,1.86
20070219:2030,0.0,,3.31,1.72
20070219:2130,0.0,,2.67,1.86
20070219:2230,0.0,,2.0,2.0
20070219:2330,83.5,,1.58,2.0
20070220:0030,307.87,,3.19,1.38
20070220:0130,517.73,,8.05,1.66
20070220:0230,668.5,,10.66,2.41
20070220:0330,721.46,,12.17,2.48
20070220:0430,762.72,,13.04,2.21
20070220:0530,723.65,,13.93,2.21
20070220:0630,614.05,,14.45,2.14
20070220:0730,474.59,,14.57,2.14
20070220:0830,269.91,,14.43,2.0
20070220:0930,53.67,,13.81,1.52
20070220:1030,0.0,,12.31,2.14
20070220:1130,0.0,,10.15,2.41
20070220:1230,0.0,,8.59,2.41
20070220:1330,0.0,,7.42,2.41
20070220:1430,0.0,,6.52,2.41
20070220:1530,0.0,,5.77,2.41
20070220:1630,0.0,,5.19,2.41
20070220:1730,0.0,,4.74,2.34
20070220:1830,0.0,,4.3,2.28
20070220:1930,0.0,,3.77,2.07
20070220:2030,0.0,,3.27,2.07
20070220:2130,0.0,,2.79,2.07
20070220:2230,0.0,,2.36,2.14
20070220:2330,88.96,,2.1,2.14
20070221:0030,318.37,,3.63,1.66
20070221:0130,522.86,,8.13,1.79
20070221:0230,666.25,,11.27,2.0
20070221:0330,740.09,,13.63,2.48
20070221:0430,727.94,,15.01,2.76
20070221:0530,623.93,,15.86,2.83
20070221:0630,452.6,,16.27,2.83
20070221:0730,270.43,,15.95,2.48
20070221:0830,104.78,,15.57,2.34
20070221:0930,13.59,,14.48,1.93
20070221:1030,0.0,,12.53,2.55
20070221:1130,0.0,,11.23,2.69
20070221:1230,0.0,,10.33,2.62
20070221:1330,0.0,,9.63,2.55
20070221:1430,0.0,,9.09,2.55
20070221:1530,0.0,,8.64,2.34
20070221:1630,0.0,,8.26,2.21
20070221:1730,0.0,,7.82,2.21
20070221:1830,0.0,,7.48,2.21
20070221:1930,0.0,,7.45,1.79
20070221:2030,0.0,,7.22,1.86
20070221:2130,0.0,,6.87,1.93
20070221:2230,0.0,,6.46,2.07
20070221:2330,86.36,,5.82,2.14
20070222:0030,314.46,,6.64,1.66
20070222:0130,518.26,,10.37,2.07
20070222:0230,663.09,,13.28,2.69
20070222:0330,748.38,,15.53,3.31
20070222:0430,776.53,,17.05,3.93
20070222:0530,737.4,,17.88,4.07
20070222:0630,629.22,,18.21,3.93
20070222:0730,475.0,,18.59,3.03
20070222:0830,274.11,,18.28,2.69
20070222:0930,57.76,,17.13,1.93
20070222:1030,0.0,,14.75,2.62
20070222:1130,0.0,,12.33,2.76
20070222:1230,0.0,,10.93,2.9
20070222:1330,0.0,,9.87,2.9
20070222:1430,0.0,,8.9,2.76
20070222:1530,0.0,,7.99,2.97
20070222:1630,0.0,,7.53,3.86
20070222:1730,0.0,,6.65,4.14
20070222:1830,0.0,,5.82,3.93
20070222:1930,0.0,,5.45,3.72
20070222:2030,0.0,,4.99,3.66
20070222:2130,0.0,,4.76,3.59
20070222:2230,0.0,,4.64,3.72
20070222:2330,71.14,,4.57,3.66
20070223:0030,275.66,,5.32,3.38
20070223:0130,419.39,,7.3,4.28
20070223:0230,626.72,,9.11,4.83
20070223:0330,630.64,,11.21,5.1
20070223:0430,540.79,,12.56,5.24
20070223:0530,548.06,,13.26,5.24
20070223:0630,327.0,,13.82,5.1
20070223:0730,185.14,,13.85,4.48
20070223:0830,75.33,,13.47,4.07
20070223:0930,12.37,,12.69,3.59
20070223:1030,0.0,,11.61,3.79
20070223:1130,0.0,,10.93,4.07
20070223:1230,0.0,,10.36,4.34
20070223:1330,0.0,,9.89,4.48
20070223:1430,0.0,,9.34,4.48
20070223:1530,0.0,,8.71,4.28
20070223:1630,0.0,,8.11,4.0
20070223:1730,0.0,,7.71,3.72
20070223:1830,0.0,,7.32,3.52
20070223:1930,0.0,,6.84,3.38
20070223:2030,0.0,,6.5,3.24
20070223:2130,0.0,,6.4,3.17
20070223:2230,0.0,,6.07,3.03
20070223:2330,27.96,,5.92,2.9
20070224:0030,112.41,,6.25,2.83
20070224:0130,236.81,,7.15,3.59
20070224:0230,344.45,,8.25,3.93
20070224:0330,389.39,,9.4,3.72
20070224:0430,478.99,,10.39,3.24
20070224:0530,388.72,,11.39,2.97
20070224:0630,375.93,,11.82,2.9
20070224:0730,314.04,,10.65,2.69
20070224:0830,183.34,,10.59,2.76
20070224:0930,56.73,,10.17,2.55
20070224:1030,0.0,,8.89,1.93
20070224:1130,0.0,,7.51,2.0
20070224:1230,0.0,,6.74,1.72
20070224:1330,0.0,,5.78,1.72
20070224:1430,0.0,,5.11,1.79
20070224:1530,0.0,,4.08,1.93
20070224:1630,0.0,,3.27,2.0
20070224:1730,0.0,,2.75,2.07
20070224:1830,0.0,,2.39,2.14
20070224:1930,0.0,,2.05,2.0
20070224:2030,0.0,,1.62,1.86
20070224:2130,0.0,,1.16,1.86
20070224:2230,0.0,,0.75,1.93
20070224:2330,98.76,,0.4,1.86
20070225:0030,331.39,,2.3,1.24
20070225:0130,538.6,,6.46,1.45
20070225:0230,684.57,,9.12,1.72
20070225:0330,772.92,,11.11,2.14
20070225:0430,795.65,,12.65,2.34
20070225:0530,756.66,,13.76,2.55
20070225:0630,656.41,,14.48,2.69
20070225:0730,494.59,,14.46,3.24
20070225:0830,284.49,,14.29,3.31
20070225:0930,66.77,,13.55,2.9
20070225:1030,0.0,,11.4,2.69
20070225:1130,0.0,,9.46,2.97
20070225:1230,0.0,,8.42,3.1
20070225:1330,0.0,,7.62,3.1
20070225:1430,0.0,,6.95,3.03
20070225:1530,0.0,,6.4,2.97
20070225:1630,0.0,,5.9,2.9
20070225:1730,0.0,,5.32,2.83
20070225:1830,0.0,,4.7,2.76
20070225:1930,0.0,,4.38,2.69
20070225:2030,0.0,,4.05,2.69
20070225:2130,0.0,,3.82,2.76
20070225:2230,0.0,,3.57,2.69
20070225:2330,103.74,,3.28,2.62
20070226:0030,340.43,,4.63,2.41
20070226:0130,552.99,,7.5,3.03
20070226:0230,701.76,,10.01,3.31
20070226:0330,789.69,,12.05,3.86
20070226:0430,795.17,,13.36,4.07
20070226:0530,768.51,,14.22,4.07
20070226:0630,667.53,,14.78,3.93
20070226:0730,503.45,,14.96,3.79
20070226:0830,288.77,,14.68,3.52
20070226:0930,68.96,,13.91,2.9
20070226:1030,0.0,,11.69,2.69
20070226:1130,0.0,,9.81,2.83
20070226:1230,0.0,,8.79,2.83
20070226:1330,0.0,,8.05,2.83
20070226:1430,0.0,,7.55,2.9
20070226:1530,0.0,,7.43,2.83
20070226:1630,0.0,,7.12,2.69
20070226:1730,0.0,,6.72,2.48
20070226:1830,0.0,,6.35,2.55
20070226:1930,0.0,,6.26,2.62
20070226:2030,0.0,,6.09,2.76
20070226:2130,0.0,,5.91,2.83
20070226:2230,0.0,,5.77,2.9
20070226:2330,81.74,,5.82,2.97
20070227:0030,211.42,,7.18,2.97
20070227:0130,399.5,,9.03,3.66
20070227:0230,508.95,,10.87,3.86
20070227:0330,585.98,,12.59,4.48
20070227:0430,463.4,,13.69,5.1
20070227:0530,349.13,,14.01,5.1
20070227:0630,245.45,,14.27,5.24
20070227:0730,264.41,,14.09,5.1
20070227:0830,113.05,,14.32,4.83
20070227:0930,26.79,,14.02,3.72
20070227:1030,0.0,,12.9,3.31
20070227:1130,0.0,,11.48,3.31
20070227:1230,0.0,,10.31,3.79
20070227:1330,0.0,,9.53,4.41
20070227:1430,0.0,,8.9,4.55
20070227:1530,0.0,,8.31,4.34
20070227:1630,0.0,,7.79,4.14
20070227:1730,0.0,,7.3,4.48
20070227:1830,0.0,,6.97,4.34
20070227:1930,0.0,,6.61,4.0
20070227:2030,0.0,,6.44,4.0
20070227:2130,0.0,,6.39,4.41
20070227:2230,0.0,,6.41,4.69
20070227:2330,16.45,,6.34,4.48
20070228:0030,76.81,,6.57,4.21
20070228:0130,139.41,,6.97,4.41
20070228:0230,223.45,,7.93,5.03
20070228:0330,161.51,,9.07,5.45
20070228:0430,188.79,,9.52,5.17
20070228:0530,207.83,,10.57,5.52
20070228:0630,76.85,,11.51,6.0
20070228:0730,26.1,,11.41,4.62
20070228:0830,5.27,,10.28,4.76
20070228:0930,0.0,,9.87,4.83
20070228:1030,0.0,,9.59,4.83
20070228:1130,0.0,,9.4,4.55
20070228:1230,0.0,,9.35,4.34
20070228:1330,0.0,,9.44,4.0
20070228:1430,0.0,,9.65,3.93
20070228:1530,0.0,,9.89,3.86
20070228:1630,0.0,,10.01,3.72
20070228:1730,0.0,,10.01,3.72
20070228:1830,0.0,,9.92,3.59
20070228:1930,0.0,,9.71,2.9
20070228:2030,0.0,,9.61,2.69
20070228:2130,0.0,,9.52,2.69
20070228:2230,0.0,,9.44,2.41
20070228:2330,1.61,,9.47,1.93
20070301:0030,16.33,,9.62,1.52
20070301:0130,26.87,,10.08,1.72
20070301:0230,68.71,,10.59,1.24
20070301:0330,113.17,,11.38,0.48
20070301:0430,104.71,,12.05,0.55
20070301:0530,125.68,,12.5,1.24
20070301:0630,165.19,,12.9,1.66
20070301:0730,60.23,,13.32,1.24
20070301:0830,35.23,,13.18,1.38
20070301:0930,3.27,,12.92,1.38
20070301:1030,0.0,,12.29,1.45
20070301:1130,0.0,,11.65,1.66
20070301:1230,0.0,,11.28,1.86
20070301:1330,0.0,,10.92,2.07
20070301:1430,0.0,,10.58,2.07
20070301:1530,0.0,,10.3,2.07
20070301:1630,0.0,,10.09,1.93
20070301:1730,0.0,,9.96,1.86
20070301:1830,0.0,,9.8,1.72
20070301:1930,0.0,,9.44,1.59
20070301:2030,0.0,,9.26,1.66
20070301:2130,0.0,,9.15,1.72
20070301:2230,0.0,,9.06,1.79
20070301:2330,0.55,,8.98,1.79
20070302:0030,2.38,,9.03,1.79
20070302:0130,13.35,,9.15,1.93
20070302:0230,24.09,,9.43,1.79
20070302:0330,54.8,,9.82,2.0
20070302:0430,54.84,,10.36,2.14
20070302:0530,52.88,,10.76,2.48
20070302:0630,72.47,,11.09,3.03
20070302:0730,113.93,,10.73,3.66
20070302:0830,53.59,,11.05,3.86
20070302:0930,7.76,,10.92,3.59
20070302:1030,0.0,,10.44,3.1
20070302:1130,0.0,,9.87,3.1
20070302:1230,0.0,,9.61,3.31
20070302:1330,0.0,,9.49,3.38
20070302:1430,0.0,,9.38,3.38
20070302:1530,0.0,,9.32,3.66
20070302:1630,0.0,,9.29,3.66
20070302:1730,0.0,,9.17,3.86
20070302:1830,0.0,,9.17,4.0
20070302:1930,0.0,,8.56,4.34
20070302:2030,0.0,,8.27,4.55
20070302:2130,0.0,,8.18,4.83
20070302:2230,0.0,,8.17,4.62
20070302:2330,0.0,,8.19,4.62
20070303:0030,7.72,,8.19,4.97
20070303:0130,14.69,,8.31,5.31
20070303:0230,25.41,,8.34,5.45
20070303:0330,22.24,,8.39,5.31
20070303:0430,48.98,,8.33,5.1
20070303:0530,47.89,,8.54,5.24
20070303:0630,33.03,,8.78,5.38
20070303:0730,26.48,,9.25,5.24
20070303:0830,9.84,,9.38,4.83
20070303:0930,0.0,,9.6,5.52
20070303:1030,0.0,,9.89,5.38
20070303:1130,0.0,,10.18,5.45
20070303:1230,0.0,,10.65,5.52
20070303:1330,0.0,,11.58,5.17
20070303:1430,0.0,,12.51,1.38
20070303:1530,0.0,,11.88,2.41
20070303:1630,0.0,,10.06,3.79
20070303:1730,0.0,,8.74,4.28
20070303:1830,0.0,,7.85,5.1
20070303:1930,0.0,,6.5,5.66
20070303:2030,0.0,,5.17,5.59
20070303:2130,0.0,,4.13,5.38
20070303:2230,0.0,,3.46,5.59
20070303:2330,14.1,,3.1,5.93
20070304:0030,56.97,,3.19,6.28
20070304:0130,115.21,,3.66,6.69
20070304:0230,252.57,,4.11,6.97
20070304:0330,334.26,,4.99,7.24
20070304:0430,402.83,,5.77,7.59
20070304:0530,351.71,,6.49,7.72
20070304:0630,190.93,,6.75,7.66
20070304:0730,180.4,,6.51,7.24
20070304:0830,108.17,,6.56,7.03
20070304:0930,32.26,,6.42,6.62
20070304:1030,0.0,,5.95,5.86
20070304:1130,0.0,,5.28,5.52
20070304:1230,0.0,,4.67,5.79
20070304:1330,0.0,,3.89,5.79
20070304:1430,0.0,,2.95,5.17
20070304:1530,0.0,,2.17,4.41
20070304:1630,0.0,,1.38,3.79
20070304:1730,0.0,,0.8,3.24
20070304:1830,0.0,,0.36,2.9
20070304:1930,0.0,,0.13,2.69
20070304:2030,0.0,,-0.24,2.69
20070304:2130,0.0,,-0.42,2.9
20070304:2230,0.0,,-0.42,3.31
20070304:2330,127.8,,-0.5,3.86
20070305:0030,387.83,,0.19,5.03
20070305:0130,633.09,,0.65,5.52
20070305:0230,773.58,,1.46,5.17
20070305:0330,876.72,,2.47,4.9
20070305:0430,905.18,,3.44,4.97
20070305:0530,858.32,,4.2,5.17
20070305:0630,746.99,,4.6,5.38
20070305:0730,556.34,,4.23,5.52
20070305:0830,286.43,,3.85,5.24
20070305:0930,56.19,,3.05,4.69
20070305:1030,0.0,,2.08,3.52
20070305:1130,0.0,,1.08,3.24
20070305:1230,0.0,,0.26,3.24
20070305:1330,0.0,,-0.3,3.24
20070305:1430,0.0,,-0.98,3.24
20070305:1530,0.0,,-1.58,3.24
20070305:1630,0.0,,-2.24,3.03
20070305:1730,0.0,,-3.13,2.48
20070305:1830,0.0,,-3.95,2.07
20070305:1930,0.0,,-4.99,2.07
20070305:2030,0.0,,-5.48,2.0
20070305:2130,0.0,,-5.87,1.93
20070305:2230,0.0,,-6.24,1.72
20070305:2330,145.78,,-6.54,1.52
20070306:0030,405.11,,-4.02,1.31
20070306:0130,625.42,,-2.5,1.52
20070306:0230,769.09,,-1.14,1.1
20070306:0330,843.22,,0.25,0.83
20070306:0430,866.54,,1.62,1.17
20070306:0530,821.05,,2.79,1.45
20070306:0630,699.37,,3.58,1.66
20070306:0730,522.64,,3.71,1.24
20070306:0830,309.31,,3.72,1.24
20070306:0930,77.95,,3.38,1.1
20070306:1030,0.0,,2.73,0.69
20070306:1130,0.0,,1.92,0.41
20070306:1230,0.0,,1.22,0.55
20070306:1330,0.0,,-0.16,0.97
20070306:1430,0.0,,-2.67,1.59
20070306:1530,0.0,,-4.0,2.0
20070306:1630,0.0,,-4.33,2.07
20070306:1730,0.0,,-4.46,2.07
20070306:1830,0.0,,-4.56,2.0
20070306:1930,0.0,,-4.56,1.72
20070306:2030,0.0,,-4.7,1.66
20070306:2130,0.0,,-4.86,1.66
20070306:2230,0.0,,-5.09,1.79
20070306:2330,137.92,,-4.99,1.72
20070307:0030,382.87,,-1.15,1.31
20070307:0130,591.39,,2.4,1.79
20070307:0230,736.33,,4.16,1.86
20070307:0330,811.23,,5.66,1.59
20070307:0430,825.04,,6.87,1.38
20070307:0530,783.71,,7.85,1.38
20070307:0630,608.72,,8.76,1.66
20070307:0730,362.4,,8.48,1.45
20070307:0830,160.81,,8.39,1.52
20070307:0930,34.23,,8.11,1.31
20070307:1030,0.0,,7.45,1.38
20070307:1130,0.0,,5.98,1.86
20070307:1230,0.0,,4.67,1.93
20070307:1330,0.0,,3.26,1.79
20070307:1430,0.0,,1.61,1.52
20070307:1530,0.0,,1.36,1.17
20070307:1630,0.0,,2.08,0.76
20070307:1730,0.0,,1.55,0.28
20070307:1830,0.0,,1.11,0.55
20070307:1930,0.0,,0.85,0.28
20070307:2030,0.0,,0.54,0.34
20070307:2130,0.0,,0.26,0.69
20070307:2230,0.0,,-1.27,1.17
20070307:2330,102.15,,-1.81,1.31
20070308:0030,315.45,,0.88,0.76
20070308:0130,465.67,,5.12,0.97
20070308:0230,585.63,,7.36,1.59
20070308:0330,602.1,,8.69,2.07
20070308:0430,568.82,,9.57,2.41
20070308:0530,507.09,,10.04,2.55
20070308:0630,437.13,,10.42,2.76
20070308:0730,341.56,,9.98,2.48
20070308:0830,193.19,,9.97,2.41
20070308:0930,48.37,,9.6,2.28
20070308:1030,0.0,,8.3,2.07
20070308:1130,0.0,,6.74,2.34
20070308:1230,0.0,,5.56,2.55
20070308:1330,0.0,,4.61,2.69
20070308:1430,0.0,,3.65,2.55
20070308:1530,0.0,,2.78,2.34
20070308:1630,0.0,,2.02,2.41
20070308:1730,0.0,,1.61,2.41
20070308:1830,0.0,,1.22,2.34
20070308:1930,0.0,,0.59,2.28
20070308:2030,0.0,,0.14,2.28
20070308:2130,0.0,,-0.31,2.28
20070308:2230,0.0,,-0.68,2.21
20070308:2330,139.29,,-0.85,2.14
20070309:0030,379.88,,2.21,1.72
20070309:0130,583.06,,6.49,2.28
20070309:0230,727.39,,9.17,2.9
20070309:0330,808.04,,11.02,3.1
20070309:0430,825.65,,12.33,3.1
20070309:0530,784.1,,13.28,3.1
20070309:0630,673.08,,13.86,3.1
20070309:0730,442.83,,13.87,2.97
20070309:0830,228.97,,13.56,2.9
20070309:0930,61.58,,12.84,2.69
20070309:1030,0.0,,11.03,2.76
20070309:1130,0.0,,9.01,2.76
20070309:1230,0.0,,7.61,2.62
20070309:1330,0.0,,6.5,2.41
20070309:1430,0.0,,5.58,2.21
20070309:1530,0.0,,4.73,1.93
20070309:1630,0.0,,3.75,1.52
20070309:1730,0.0,,3.2,1.52
20070309:1830,0.0,,2.81,1.66
20070309:1930,0.0,,1.79,1.72
20070309:2030,0.0,,1.4,2.0
20070309:2130,0.0,,1.76,2.28
20070309:2230,0.0,,3.11,2.62
20070309:2330,104.17,,4.52,3.86
20070310:0030,303.49,,6.68,5.24
20070310:0130,568.02,,7.41,7.17
20070310:0230,736.3,,7.72,7.24
20070310:0330,826.02,,8.04,6.9
20070310:0430,838.85,,8.44,6.55
20070310:0530,817.89,,8.68,6.21
20070310:0630,720.02,,8.78,5.79
20070310:0730,527.23,,8.71,5.03
20070310:0830,302.85,,8.23,4.62
20070310:0930,70.42,,7.43,3.79
20070310:1030,0.0,,5.93,2.83
20070310:1130,0.0,,4.05,2.69
20070310:1230,0.0,,2.89,2.62
20070310:1330,0.0,,1.96,2.41
20070310:1430,0.0,,1.14,2.28
20070310:1530,0.0,,0.29,2.0
20070310:1630,0.0,,-0.91,1.59
20070310:1730,0.0,,0.03,1.03
20070310:1830,0.0,,0.28,0.55
20070310:1930,0.0,,-0.68,0.28
20070310:2030,0.0,,-1.08,0.62
20070310:2130,0.0,,-2.98,1.24
20070310:2230,0.0,,-4.8,1.86
20070310:2330,158.25,,-4.79,1.93
20070311:0030,411.32,,-0.32,1.59
20070311:0130,621.76,,3.3,2.07
20070311:0230,766.45,,5.53,2.34
20070311:0330,807.23,,6.97,1.86
20070311:0430,811.28,,8.08,1.72
20070311:0530,751.27,,8.89,1.86
