time,P,G_i,T2m,WS10m
20120110:2130,0.0,,-2.22,2.62
20120110:2230,0.0,,-2.91,2.48
20120110:2330,2.8,,-3.44,2.34
20120111:0030,271.48,,-3.48,2.07
20120111:0130,506.26,,-1.38,2.28
20120111:0230,665.37,,0.32,2.97
20120111:0330,750.84,,1.57,2.83
20120111:0430,765.96,,2.6,2.48
20120111:0530,716.98,,3.34,2.28
20120111:0630,603.01,,3.78,2.34
20120111:0730,420.55,,3.8,2.07
20120111:0830,182.86,,3.4,1.86
20120111:0930,0.0,,2.42,1.59
20120111:1030,0.0,,0.87,2.07
20120111:1130,0.0,,-0.59,2.0
20120111:1230,0.0,,-1.73,2.14
20120111:1330,0.0,,-2.58,2.14
20120111:1430,0.0,,-3.08,2.21
20120111:1530,0.0,,-3.33,2.14
20120111:1630,0.0,,-3.49,2.14
20120111:1730,0.0,,-3.68,2.07
20120111:1830,0.0,,-3.98,2.14
20120111:1930,0.0,,-3.96,2.14
20120111:2030,0.0,,-4.24,2.14
20120111:2130,0.0,,-4.38,2.21
20120111:2230,0.0,,-4.43,2.28
20120111:2330,2.74,,-4.43,2.28
20120112:0030,257.07,,-3.92,2.14
20120112:0130,431.74,,-1.51,2.48
20120112:0230,598.84,,0.94,2.76
20120112:0330,723.09,,2.98,2.9
20120112:0430,729.1,,4.58,2.97
20120112:0530,688.95,,5.68,2.9
20120112:0630,518.66,,6.36,2.76
20120112:0730,310.85,,6.59,2.55
20120112:0830,130.43,,6.43,2.34
20120112:0930,0.0,,5.43,1.72
20120112:1030,0.0,,3.82,2.14
20120112:1130,0.0,,2.15,2.21
20120112:1230,0.0,,0.88,2.28
20120112:1330,0.0,,-0.27,2.14
20120112:1430,0.0,,-1.24,2.07
20120112:1530,0.0,,-1.94,2.0
20120112:1630,0.0,,-2.4,1.86
20120112:1730,0.0,,-2.64,1.79
20120112:1830,0.0,,-2.7,1.66
20120112:1930,0.0,,-1.35,0.41
20120112:2030,0.0,,-1.69,0.69
20120112:2130,0.0,,-3.02,1.03
20120112:2230,0.0,,-3.95,1.38
20120112:2330,2.82,,-4.42,1.52
20120113:0030,254.88,,-3.83,1.31
20120113:0130,472.33,,0.29,1.03
20120113:0230,619.27,,3.35,1.17
20120113:0330,669.65,,5.26,1.52
20120113:0430,696.05,,6.34,1.59
20120113:0530,645.19,,7.04,1.24
20120113:0630,514.81,,7.44,0.97
20120113:0730,313.71,,7.3,1.24
20120113:0830,121.36,,6.98,1.45
20120113:0930,0.0,,5.85,1.86
20120113:1030,0.0,,3.77,2.34
20120113:1130,0.0,,2.44,2.28
20120113:1230,0.0,,1.71,2.21
20120113:1330,0.0,,1.21,2.14
20120113:1430,0.0,,0.65,2.21
20120113:1530,0.0,,0.15,2.21
20120113:1630,0.0,,-0.35,2.21
20120113:1730,0.0,,-0.93,2.21
20120113:1830,0.0,,-1.54,2.21
20120113:1930,0.0,,-1.06,2.21
20120113:2030,0.0,,-1.55,2.28
20120113:2130,0.0,,-2.01,2.14
20120113:2230,0.0,,-2.09,2.07
20120113:2330,2.83,,-2.16,2.0
20120114:0030,187.72,,-2.02,1.93
20120114:0130,357.67,,0.63,1.93
20120114:0230,462.35,,2.97,2.07
20120114:0330,567.18,,4.8,2.14
20120114:0430,636.82,,6.27,2.0
20120114:0530,439.19,,7.34,1.66
20120114:0630,211.54,,7.61,1.52
20120114:0730,140.83,,6.31,1.79
20120114:0830,20.91,,6.08,1.79
20120114:0930,0.0,,5.25,1.59
20120114:1030,0.0,,4.18,1.93
20120114:1130,0.0,,3.81,1.86
20120114:1230,0.0,,3.33,1.79
20120114:1330,0.0,,2.91,1.79
20120114:1430,0.0,,2.77,1.86
20120114:1530,0.0,,2.42,1.93
20120114:1630,0.0,,1.57,1.86
20120114:1730,0.0,,1.47,1.79
20120114:1830,0.0,,1.55,1.93
20120114:1930,0.0,,1.1,1.79
20120114:2030,0.0,,0.79,1.66
20120114:2130,0.0,,0.49,1.59
20120114:2230,0.0,,0.47,1.45
20120114:2330,0.28,,0.73,1.45
20120115:0030,50.46,,0.95,1.59
20120115:0130,233.58,,2.27,1.72
20120115:0230,446.38,,4.13,2.07
20120115:0330,560.1,,5.71,2.34
20120115:0430,415.76,,6.78,2.62
20120115:0530,347.1,,6.95,2.48
20120115:0630,269.12,,7.08,2.34
20120115:0730,113.95,,6.87,2.69
20120115:0830,33.3,,6.68,2.41
20120115:0930,0.0,,5.97,1.66
20120115:1030,0.0,,4.95,1.72
20120115:1130,0.0,,4.01,1.72
20120115:1230,0.0,,3.18,1.66
20120115:1330,0.0,,2.46,1.66
20120115:1430,0.0,,1.84,1.79
20120115:1530,0.0,,1.34,2.07
20120115:1630,0.0,,0.81,2.28
20120115:1730,0.0,,0.78,2.28
20120115:1830,0.0,,0.32,2.21
20120115:1930,0.0,,-0.68,2.14
20120115:2030,0.0,,-1.04,2.0
20120115:2130,0.0,,-1.5,2.0
20120115:2230,0.0,,-1.68,2.0
20120115:2330,3.09,,-1.82,2.0
20120116:0030,170.2,,-1.44,1.79
20120116:0130,312.82,,1.18,1.72
20120116:0230,410.43,,3.64,2.14
20120116:0330,444.12,,5.54,2.41
20120116:0430,393.97,,6.65,2.48
20120116:0530,317.19,,7.13,2.14
20120116:0630,145.69,,7.5,1.86
20120116:0730,74.71,,7.39,1.86
20120116:0830,41.39,,7.18,1.59
20120116:0930,0.0,,6.63,1.24
20120116:1030,0.0,,5.9,1.45
20120116:1130,0.0,,5.12,1.45
20120116:1230,0.0,,4.48,1.31
20120116:1330,0.0,,3.76,1.31
20120116:1430,0.0,,3.38,1.38
20120116:1530,0.0,,3.1,1.45
20120116:1630,0.0,,2.94,1.59
20120116:1730,0.0,,2.93,1.66
20120116:1830,0.0,,2.82,1.72
20120116:1930,0.0,,3.0,1.79
20120116:2030,0.0,,2.97,1.86
20120116:2130,0.0,,3.01,1.93
20120116:2230,0.0,,3.03,1.93
20120116:2330,0.0,,3.03,1.93
20120117:0030,21.87,,3.05,1.93
20120117:0130,51.4,,3.64,1.93
20120117:0230,86.88,,4.29,2.07
20120117:0330,136.35,,4.86,1.86
20120117:0430,127.11,,5.7,1.59
20120117:0530,133.13,,6.2,1.38
20120117:0630,134.01,,6.61,1.45
20120117:0730,90.14,,7.66,1.93
20120117:0830,32.74,,7.46,1.93
20120117:0930,0.0,,7.04,2.0
20120117:1030,0.0,,6.11,2.0
20120117:1130,0.0,,5.67,2.0
20120117:1230,0.0,,5.4,1.79
20120117:1330,0.0,,5.06,1.79
20120117:1430,0.0,,4.77,1.79
20120117:1530,0.0,,4.56,1.93
20120117:1630,0.0,,4.46,2.14
20120117:1730,0.0,,4.2,2.21
20120117:1830,0.0,,4.05,2.21
20120117:1930,0.0,,3.42,2.48
20120117:2030,0.0,,3.19,2.55
20120117:2130,0.0,,2.96,2.48
20120117:2230,0.0,,2.84,2.41
20120117:2330,0.0,,2.63,2.34
20120118:0030,16.02,,2.62,2.28
20120118:0130,97.94,,2.86,2.34
20120118:0230,145.23,,3.75,3.1
20120118:0330,235.17,,4.8,3.24
20120118:0430,219.73,,5.82,3.66
20120118:0530,236.02,,6.25,3.59
20120118:0630,143.19,,6.82,3.66
20120118:0730,102.0,,6.67,3.1
20120118:0830,50.6,,6.47,2.76
20120118:0930,0.0,,6.05,2.07
20120118:1030,0.0,,4.91,2.0
20120118:1130,0.0,,4.32,2.07
20120118:1230,0.0,,3.55,2.21
20120118:1330,0.0,,2.61,2.34
20120118:1430,0.0,,1.74,2.55
20120118:1530,0.0,,1.16,2.48
20120118:1630,0.0,,0.57,2.41
20120118:1730,0.0,,0.16,2.21
20120118:1830,0.0,,-0.2,2.14
20120118:1930,0.0,,-0.32,2.0
20120118:2030,0.0,,-0.74,2.07
20120118:2130,0.0,,-1.06,2.07
20120118:2230,0.0,,-1.21,2.07
20120118:2330,3.55,,-1.39,2.07
20120119:0030,187.92,,-1.05,1.93
20120119:0130,339.62,,1.58,2.0
20120119:0230,393.4,,3.85,2.21
20120119:0330,519.1,,5.66,2.34
20120119:0430,563.6,,6.95,2.62
20120119:0530,341.76,,7.77,2.55
20120119:0630,234.01,,7.97,2.41
20120119:0730,197.91,,7.61,2.62
20120119:0830,62.43,,7.37,2.48
20120119:0930,0.0,,6.64,1.93
20120119:1030,0.0,,5.52,2.0
20120119:1130,0.0,,4.64,2.21
20120119:1230,0.0,,4.42,2.34
20120119:1330,0.0,,3.75,2.34
20120119:1430,0.0,,3.22,2.34
20120119:1530,0.0,,2.73,2.41
20120119:1630,0.0,,2.15,2.34
20120119:1730,0.0,,1.44,2.28
20120119:1830,0.0,,0.58,2.34
20120119:1930,0.0,,-0.11,2.55
20120119:2030,0.0,,-0.53,2.41
20120119:2130,0.0,,-1.0,2.28
20120119:2230,0.0,,-1.43,2.21
20120119:2330,2.9,,-1.87,2.07
20120120:0030,245.73,,-2.03,2.0
20120120:0130,464.28,,0.07,2.28
20120120:0230,628.15,,1.94,3.03
20120120:0330,712.52,,3.47,3.1
20120120:0430,760.28,,4.8,3.31
20120120:0530,704.59,,5.8,3.79
20120120:0630,489.04,,6.28,3.38
20120120:0730,267.48,,6.38,3.31
20120120:0830,66.95,,6.11,3.45
20120120:0930,0.0,,5.41,2.83
20120120:1030,0.0,,4.32,2.69
20120120:1130,0.0,,3.61,3.31
20120120:1230,0.0,,2.8,4.28
20120120:1330,0.0,,1.59,4.69
20120120:1430,0.0,,0.5,4.62
20120120:1530,0.0,,-0.36,4.07
20120120:1630,0.0,,-1.18,3.52
20120120:1730,0.0,,-1.75,3.31
20120120:1830,0.0,,-2.02,3.31
20120120:1930,0.0,,-2.86,3.24
20120120:2030,0.0,,-3.25,3.17
20120120:2130,0.0,,-3.6,3.1
20120120:2230,0.0,,-3.85,3.1
20120120:2330,3.5,,-4.02,3.17
20120121:0030,271.98,,-3.8,2.9
20120121:0130,491.28,,-2.59,4.14
20120121:0230,648.59,,-1.35,4.14
20120121:0330,746.26,,-0.1,3.86
20120121:0430,740.38,,0.93,3.79
20120121:0530,640.49,,1.69,4.14
20120121:0630,337.36,,2.05,4.55
20120121:0730,164.46,,1.86,4.48
20120121:0830,44.4,,1.48,4.07
20120121:0930,0.0,,0.82,3.45
20120121:1030,0.0,,0.01,3.1
20120121:1130,0.0,,-0.61,3.31
20120121:1230,0.0,,-1.19,3.45
20120121:1330,0.0,,-1.8,3.45
20120121:1430,0.0,,-2.32,3.24
20120121:1530,0.0,,-2.71,3.03
20120121:1630,0.0,,-3.05,2.76
20120121:1730,0.0,,-3.35,2.62
20120121:1830,0.0,,-3.53,2.62
20120121:1930,0.0,,-4.89,2.28
20120121:2030,0.0,,-5.37,2.41
20120121:2130,0.0,,-5.7,2.55
20120121:2230,0.0,,-6.0,2.41
20120121:2330,5.18,,-6.3,2.41
20120122:0030,197.44,,-5.99,2.07
20120122:0130,407.96,,-4.92,3.1
20120122:0230,524.4,,-3.88,2.9
20120122:0330,650.55,,-2.92,2.34
20120122:0430,738.63,,-2.05,2.07
20120122:0530,718.5,,-1.23,2.0
20120122:0630,642.19,,-0.68,2.07
20120122:0730,466.91,,-0.68,1.79
20120122:0830,227.05,,-0.91,1.45
20120122:0930,0.0,,-1.59,1.1
20120122:1030,0.0,,-2.69,1.31
20120122:1130,0.0,,-4.22,1.17
20120122:1230,0.0,,-4.68,1.03
20120122:1330,0.0,,-4.32,0.83
20120122:1430,0.0,,-4.31,0.41
20120122:1530,0.0,,-4.5,0.55
20120122:1630,0.0,,-4.73,0.48
20120122:1730,0.0,,-4.92,0.41
20120122:1830,0.0,,-5.12,0.34
20120122:1930,0.0,,-5.59,0.48
20120122:2030,0.0,,-5.72,0.34
20120122:2130,0.0,,-5.89,0.28
20120122:2230,0.0,,-6.59,0.76
20120122:2330,4.67,,-7.46,1.17
20120123:0030,292.75,,-6.88,1.03
20120123:0130,518.44,,-3.25,1.03
20120123:0230,672.88,,-1.49,1.17
20120123:0330,762.73,,-0.31,1.38
20120123:0430,783.88,,0.67,1.66
20120123:0530,733.24,,1.38,1.86
20120123:0630,632.61,,1.76,1.79
20120123:0730,458.12,,1.23,1.24
20120123:0830,222.45,,0.98,1.31
20120123:0930,0.0,,0.3,0.97
20120123:1030,0.0,,-1.14,0.62
20120123:1130,0.0,,-2.01,0.83
20120123:1230,0.0,,-3.98,1.31
20120123:1330,0.0,,-4.75,1.38
20120123:1430,0.0,,-5.01,1.45
20120123:1530,0.0,,-4.9,1.52
20120123:1630,0.0,,-4.82,1.45
20120123:1730,0.0,,-4.73,1.59
20120123:1830,0.0,,-4.69,1.66
20120123:1930,0.0,,-5.02,1.17
20120123:2030,0.0,,-5.4,1.45
20120123:2130,0.0,,-5.93,1.52
20120123:2230,0.0,,-5.94,1.31
20120123:2330,5.69,,-6.04,1.24
20120124:0030,132.93,,-5.06,0.76
20120124:0130,352.3,,-2.43,0.69
20120124:0230,531.37,,-0.1,0.97
20120124:0330,649.34,,1.32,1.38
20120124:0430,729.8,,2.24,1.59
20120124:0530,738.22,,2.96,1.93
20120124:0630,552.86,,3.42,2.34
20120124:0730,423.64,,2.98,2.97
20120124:0830,217.19,,2.55,2.76
20120124:0930,0.0,,1.26,1.93
20120124:1030,0.0,,-0.55,2.48
20120124:1130,0.0,,-2.28,2.34
20120124:1230,0.0,,-3.34,2.34
20120124:1330,0.0,,-4.06,2.28
20120124:1430,0.0,,-4.63,2.21
20120124:1530,0.0,,-5.16,1.86
20120124:1630,0.0,,-5.89,1.59
20120124:1730,0.0,,-6.27,1.24
20120124:1830,0.0,,-6.08,1.03
20120124:1930,0.0,,-5.34,0.14
20120124:2030,0.0,,-5.48,0.55
20120124:2130,0.0,,-6.58,0.97
20120124:2230,0.0,,-7.56,1.38
20120124:2330,4.61,,-7.66,1.79
20120125:0030,303.51,,-6.77,1.52
20120125:0130,534.47,,-2.62,1.79
20120125:0230,697.64,,0.11,2.55
20120125:0330,795.17,,1.94,3.45
20120125:0430,821.87,,3.18,3.86
20120125:0530,778.59,,4.03,3.93
20120125:0630,665.64,,4.52,3.72
20120125:0730,486.54,,4.6,3.66
20120125:0830,244.2,,4.06,3.17
20120125:0930,0.0,,2.28,2.41
20120125:1030,0.0,,-0.18,2.69
20120125:1130,0.0,,-1.61,2.55
20120125:1230,0.0,,-2.52,2.48
20120125:1330,0.0,,-3.11,2.41
20120125:1430,0.0,,-3.54,2.34
20120125:1530,0.0,,-3.86,2.34
20120125:1630,0.0,,-4.08,2.34
20120125:1730,0.0,,-4.28,2.21
20120125:1830,0.0,,-4.52,2.07
20120125:1930,0.0,,-4.76,2.14
20120125:2030,0.0,,-4.74,2.28
20120125:2130,0.0,,-4.56,2.41
20120125:2230,0.0,,-4.39,2.41
20120125:2330,61.03,,-4.36,2.41
20120126:0030,290.09,,-3.66,2.28
20120126:0130,518.79,,-0.56,2.41
20120126:0230,675.29,,2.47,2.76
20120126:0330,762.74,,4.83,3.24
20120126:0430,785.04,,6.29,3.59
20120126:0530,741.62,,7.12,3.59
20120126:0630,636.92,,7.42,3.52
20120126:0730,464.02,,7.06,3.31
20120126:0830,230.32,,6.6,2.9
20120126:0930,0.91,,4.86,2.34
20120126:1030,0.0,,2.44,2.69
20120126:1130,0.0,,0.69,2.62
20120126:1230,0.0,,-0.39,2.55
20120126:1330,0.0,,-1.1,2.48
20120126:1430,0.0,,-1.64,2.34
20120126:1530,0.0,,-2.15,2.21
20120126:1630,0.0,,-2.65,2.07
20120126:1730,0.0,,-3.13,1.93
20120126:1830,0.0,,-3.3,1.79
20120126:1930,0.0,,-3.87,1.79
20120126:2030,0.0,,-4.18,1.66
20120126:2130,0.0,,-4.38,1.59
20120126:2230,0.0,,-4.72,1.59
20120126:2330,54.93,,-5.0,1.52
20120127:0030,281.97,,-4.08,1.03
20120127:0130,504.47,,0.09,0.69
20120127:0230,650.7,,3.5,0.69
20120127:0330,731.78,,5.9,0.9
20120127:0430,759.57,,7.19,1.45
20120127:0530,723.48,,7.97,2.21
20120127:0630,633.04,,8.32,2.83
20120127:0730,460.89,,8.42,2.9
20120127:0830,232.56,,8.0,2.76
20120127:0930,1.17,,6.42,2.28
20120127:1030,0.0,,3.79,2.76
20120127:1130,0.0,,2.15,2.76
20120127:1230,0.0,,2.03,2.83
20120127:1330,0.0,,1.64,2.97
20120127:1430,0.0,,1.3,2.83
20120127:1530,0.0,,0.78,2.69
20120127:1630,0.0,,0.32,2.55
20120127:1730,0.0,,0.03,2.34
20120127:1830,0.0,,-0.31,2.34
20120127:1930,0.0,,-0.91,2.41
20120127:2030,0.0,,-1.03,2.34
20120127:2130,0.0,,-0.92,2.28
20120127:2230,0.0,,-0.51,2.14
20120127:2330,10.24,,-0.13,2.07
20120128:0030,80.48,,0.65,1.86
20120128:0130,111.62,,1.94,1.93
20120128:0230,141.6,,3.16,2.14
20120128:0330,119.97,,3.97,2.07
20120128:0430,104.52,,4.38,1.79
20120128:0530,72.95,,4.65,1.59
20120128:0630,45.53,,4.8,1.45
20120128:0730,36.94,,4.66,1.72
20120128:0830,24.79,,4.67,1.38
20120128:0930,0.0,,4.48,1.24
20120128:1030,0.0,,3.74,1.79
20120128:1130,0.0,,2.95,1.86
20120128:1230,0.0,,2.35,1.93
20120128:1330,0.0,,2.28,1.93
20120128:1430,0.0,,2.01,2.07
20120128:1530,0.0,,1.88,2.07
20120128:1630,0.0,,1.83,2.0
20120128:1730,0.0,,1.29,1.93
20120128:1830,0.0,,0.64,1.86
20120128:1930,0.0,,0.08,1.59
20120128:2030,0.0,,-0.17,1.52
20120128:2130,0.0,,-0.59,1.59
20120128:2230,0.0,,-0.72,1.45
20120128:2330,17.2,,-0.82,1.38
20120129:0030,105.33,,-0.71,1.1
20120129:0130,166.27,,1.29,1.17
20120129:0230,244.76,,3.05,1.38
20120129:0330,351.77,,4.46,1.45
20120129:0430,335.09,,5.71,1.52
20120129:0530,364.24,,6.56,1.79
20120129:0630,335.58,,7.04,1.72
20120129:0730,133.24,,7.74,1.79
20120129:0830,69.11,,7.38,1.66
20120129:0930,0.0,,6.61,1.52
20120129:1030,0.0,,5.37,1.93
20120129:1130,0.0,,4.65,1.93
20120129:1230,0.0,,3.85,2.14
20120129:1330,0.0,,3.05,2.21
20120129:1430,0.0,,2.66,2.07
20120129:1530,0.0,,2.37,1.93
20120129:1630,0.0,,2.14,1.79
20120129:1730,0.0,,2.03,1.59
20120129:1830,0.0,,1.98,1.59
20120129:1930,0.0,,0.73,1.59
20120129:2030,0.0,,0.32,1.59
20120129:2130,0.0,,0.06,1.59
20120129:2230,0.0,,-0.02,1.52
20120129:2330,21.75,,-0.39,1.52
20120130:0030,86.28,,0.01,0.9
20120130:0130,187.49,,1.8,0.55
20120130:0230,296.93,,3.42,0.76
20120130:0330,372.27,,4.72,1.17
20120130:0430,362.99,,6.22,2.21
20120130:0530,447.55,,6.91,2.55
20120130:0630,309.68,,7.52,2.48
20120130:0730,159.33,,7.19,2.21
20120130:0830,45.02,,7.05,2.0
20120130:0930,0.0,,6.49,1.52
20120130:1030,0.0,,5.62,1.66
20120130:1130,0.0,,4.92,1.59
20120130:1230,0.0,,4.06,1.79
20120130:1330,0.0,,3.41,1.79
20120130:1430,0.0,,2.75,2.0
20120130:1530,0.0,,2.43,2.0
20120130:1630,0.0,,2.32,2.0
20120130:1730,0.0,,2.01,2.14
20120130:1830,0.0,,2.07,2.14
20120130:1930,0.0,,1.12,2.55
20120130:2030,0.0,,0.64,2.76
20120130:2130,0.0,,0.12,2.83
20120130:2230,0.0,,-0.31,2.9
20120130:2330,54.5,,-0.58,3.03
20120131:0030,270.3,,-0.11,3.24
20120131:0130,504.57,,2.14,3.66
20120131:0230,664.7,,4.69,4.69
20120131:0330,763.0,,6.7,5.52
20120131:0430,788.38,,8.27,5.66
20120131:0530,744.76,,9.54,5.59
20120131:0630,634.18,,10.47,5.24
20120131:0730,464.14,,10.84,4.62
20120131:0830,230.48,,10.86,3.86
20120131:0930,2.44,,9.85,2.48
20120131:1030,0.0,,7.92,2.21
20120131:1130,0.0,,6.36,1.59
20120131:1230,0.0,,5.13,1.17
20120131:1330,0.0,,5.6,0.62
20120131:1430,0.0,,3.49,2.34
20120131:1530,0.0,,3.46,3.52
20120131:1630,0.0,,2.91,5.03
20120131:1730,0.0,,1.53,5.1
20120131:1830,0.0,,0.58,4.62
20120131:1930,0.0,,0.25,4.69
20120131:2030,0.0,,-0.13,4.83
20120131:2130,0.0,,-0.82,4.9
20120131:2230,0.0,,-1.31,4.83
20120131:2330,8.15,,-1.67,4.62
20120201:0030,59.85,,-1.8,4.62
20120201:0130,236.85,,-1.66,4.55
20120201:0230,376.5,,-0.99,4.48
20120201:0330,570.98,,-0.26,4.21
20120201:0430,619.44,,0.73,3.93
20120201:0530,716.86,,1.65,3.72
20120201:0630,528.79,,2.51,3.45
20120201:0730,404.19,,2.53,3.31
20120201:0830,222.01,,2.5,3.24
20120201:0930,3.31,,1.89,2.62
20120201:1030,0.0,,0.54,2.14
20120201:1130,0.0,,-0.09,2.14
20120201:1230,0.0,,-0.64,2.28
20120201:1330,0.0,,-1.42,2.34
20120201:1430,0.0,,-2.12,2.48
20120201:1530,0.0,,-3.05,2.55
20120201:1630,0.0,,-3.66,2.69
20120201:1730,0.0,,-4.2,2.76
20120201:1830,0.0,,-4.75,2.76
20120201:1930,0.0,,-4.99,2.69
20120201:2030,0.0,,-5.47,2.62
20120201:2130,0.0,,-5.93,2.55
20120201:2230,0.0,,-6.34,2.34
20120201:2330,66.94,,-6.67,2.14
20120202:0030,313.25,,-6.2,1.72
20120202:0130,552.38,,-4.37,2.55
20120202:0230,717.96,,-2.87,2.62
20120202:0330,807.2,,-1.58,2.34
20120202:0430,825.81,,-0.74,1.93
20120202:0530,781.26,,0.0,1.72
20120202:0630,666.24,,0.47,1.72
20120202:0730,453.63,,0.62,1.38
20120202:0830,203.89,,0.4,0.9
20120202:0930,4.98,,-0.14,0.62
20120202:1030,0.0,,-0.99,1.17
20120202:1130,0.0,,-2.48,1.52
20120202:1230,0.0,,-3.42,1.66
20120202:1330,0.0,,-3.88,1.72
20120202:1430,0.0,,-4.09,1.72
20120202:1530,0.0,,-4.43,1.86
20120202:1630,0.0,,-4.54,1.93
20120202:1730,0.0,,-4.66,2.0
20120202:1830,0.0,,-4.81,2.07
20120202:1930,0.0,,-4.81,2.0
20120202:2030,0.0,,-4.96,2.07
20120202:2130,0.0,,-5.03,2.21
20120202:2230,0.0,,-5.11,2.34
20120202:2330,50.55,,-5.15,2.48
20120203:0030,300.28,,-4.35,2.28
20120203:0130,537.4,,-1.94,2.97
20120203:0230,702.43,,0.3,3.52
20120203:0330,796.61,,2.03,3.86
20120203:0430,818.73,,3.33,3.72
20120203:0530,774.11,,4.33,3.59
20120203:0630,664.77,,4.91,3.38
20120203:0730,489.24,,5.41,3.31
20120203:0830,254.73,,5.38,3.03
20120203:0930,3.6,,4.55,2.14
20120203:1030,0.0,,2.5,2.48
20120203:1130,0.0,,0.73,2.34
20120203:1230,0.0,,-0.46,2.28
20120203:1330,0.0,,-1.56,2.07
20120203:1430,0.0,,-2.57,2.0
20120203:1530,0.0,,-3.19,2.14
20120203:1630,0.0,,-3.56,2.07
20120203:1730,0.0,,-3.68,2.07
20120203:1830,0.0,,-3.38,2.0
20120203:1930,0.0,,-3.5,1.86
20120203:2030,0.0,,-3.82,1.79
20120203:2130,0.0,,-4.2,1.86
20120203:2230,0.0,,-4.08,1.79
20120203:2330,22.57,,-3.74,1.93
20120204:0030,131.14,,-2.29,1.93
20120204:0130,310.39,,0.39,2.21
20120204:0230,453.39,,3.03,2.48
20120204:0330,661.56,,5.09,2.9
20120204:0430,766.29,,6.41,3.72
20120204:0530,756.45,,7.16,3.86
20120204:0630,222.16,,7.66,3.66
20120204:0730,83.92,,6.79,3.1
20120204:0830,20.45,,6.25,2.83
20120204:0930,1.25,,5.23,2.48
20120204:1030,0.0,,4.33,1.93
20120204:1130,0.0,,3.5,1.86
20120204:1230,0.0,,3.01,1.86
20120204:1330,0.0,,2.68,2.0
20120204:1430,0.0,,2.4,2.07
20120204:1530,0.0,,1.07,2.34
20120204:1630,0.0,,0.08,2.48
20120204:1730,0.0,,-0.69,2.48
20120204:1830,0.0,,-1.24,2.41
20120204:1930,0.0,,-1.54,2.21
20120204:2030,0.0,,-2.09,2.14
20120204:2130,0.0,,-2.41,2.0
20120204:2230,0.0,,-2.61,1.86
20120204:2330,27.69,,-2.55,1.66
20120205:0030,223.89,,-1.98,1.31
20120205:0130,406.87,,1.39,1.45
20120205:0230,446.44,,4.06,1.72
20120205:0330,489.5,,5.88,2.0
20120205:0430,490.04,,7.19,2.21
20120205:0530,374.94,,8.09,2.21
20120205:0630,364.88,,8.42,2.07
20120205:0730,257.9,,8.65,1.66
20120205:0830,148.04,,8.67,1.72
20120205:0930,6.52,,8.08,1.24
20120205:1030,0.0,,6.52,1.72
20120205:1130,0.0,,4.35,2.34
20120205:1230,0.0,,2.93,2.21
20120205:1330,0.0,,2.09,2.21
20120205:1430,0.0,,2.2,2.0
20120205:1530,0.0,,2.27,1.79
20120205:1630,0.0,,1.85,1.72
20120205:1730,0.0,,1.8,1.52
20120205:1830,0.0,,1.81,1.31
20120205:1930,0.0,,1.75,1.52
20120205:2030,0.0,,1.96,1.45
20120205:2130,0.0,,1.73,1.24
20120205:2230,0.0,,1.07,1.52
20120205:2330,40.33,,0.37,1.66
20120206:0030,244.26,,0.22,0.97
20120206:0130,423.21,,3.51,0.76
20120206:0230,562.13,,6.07,1.79
20120206:0330,563.57,,7.97,2.97
20120206:0430,508.8,,9.09,4.21
20120206:0530,383.35,,9.66,5.03
20120206:0630,438.08,,9.16,5.72
20120206:0730,316.85,,9.34,5.31
20120206:0830,165.53,,8.64,5.38
20120206:0930,6.22,,7.42,5.31
20120206:1030,0.0,,5.63,5.59
20120206:1130,0.0,,3.96,5.66
20120206:1230,0.0,,2.55,5.31
20120206:1330,0.0,,1.31,5.1
20120206:1430,0.0,,0.3,5.03
20120206:1530,0.0,,-0.81,4.69
20120206:1630,0.0,,-1.81,4.41
20120206:1730,0.0,,-2.67,4.28
20120206:1830,0.0,,-3.42,4.28
20120206:1930,0.0,,-3.67,3.52
20120206:2030,0.0,,-4.38,3.17
20120206:2130,0.0,,-4.94,2.97
20120206:2230,0.0,,-5.39,2.9
20120206:2330,69.73,,-5.78,2.76
20120207:0030,321.5,,-5.44,2.34
20120207:0130,569.28,,-4.24,3.59
20120207:0230,740.12,,-3.32,3.86
20120207:0330,845.15,,-2.31,4.14
20120207:0430,874.63,,-1.41,4.48
20120207:0530,834.7,,-0.78,4.69
20120207:0630,719.95,,-0.42,4.76
20120207:0730,535.01,,0.01,4.34
20120207:0830,288.41,,-0.3,3.86
20120207:0930,54.14,,-1.0,3.17
20120207:1030,0.0,,-2.65,2.34
20120207:1130,0.0,,-3.9,2.14
20120207:1230,0.0,,-4.63,1.93
20120207:1330,0.0,,-5.36,1.59
20120207:1430,0.0,,-6.11,1.38
20120207:1530,0.0,,-5.92,1.17
20120207:1630,0.0,,-4.78,0.62
20120207:1730,0.0,,-4.69,0.62
20120207:1830,0.0,,-5.87,1.03
20120207:1930,0.0,,-7.03,1.45
20120207:2030,0.0,,-7.08,1.38
20120207:2130,0.0,,-7.21,1.59
20120207:2230,0.0,,-7.13,1.86
20120207:2330,71.97,,-6.88,2.07
20120208:0030,323.44,,-5.5,1.86
20120208:0130,556.72,,-2.24,2.28
20120208:0230,728.53,,0.03,3.1
20120208:0330,825.16,,1.56,3.31
20120208:0430,776.33,,2.57,2.97
20120208:0530,694.38,,3.19,3.1
20120208:0630,508.58,,3.44,3.38
20120208:0730,274.2,,3.3,3.31
20120208:0830,121.59,,2.72,2.97
