region_id,voltage_kv,station_id,issue,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00005,110,BDZ-00056,missing_static_extrema_no_empirical_scenario,transformer_hourly_2025.csv.gz+station_static_load.csv+station_pv_snapshot.csv+county_clr_reference.csv,电网建模数据_Agent整合版_V1.2,match same-voltage QX-00005 station-day shapes and piecewise-scale to exact target static positive/reverse peaks,real_2025_empirical_duration,conditional_mapping_for_empirical_shape_only_not_measured_target_timeseries,fbaef4360844b9c0f5d537c8b1a1eb34b180b32f666258dcd6ee2272be49e5aa
QX-00007,35,BDZ-00270,missing_equipment_feature_no_empirical_scenario,transformer_hourly_2025.csv.gz+station_static_load.csv+station_pv_snapshot.csv+county_clr_reference.csv,电网建模数据_Agent整合版_V1.2,match same-voltage QX-00005 station-day shapes and piecewise-scale to exact target static positive/reverse peaks,real_2025_empirical_duration,conditional_mapping_for_empirical_shape_only_not_measured_target_timeseries,fbaef4360844b9c0f5d537c8b1a1eb34b180b32f666258dcd6ee2272be49e5aa
QX-00007,110,BDZ-00142,missing_equipment_feature_no_empirical_scenario,transformer_hourly_2025.csv.gz+station_static_load.csv+station_pv_snapshot.csv+county_clr_reference.csv,电网建模数据_Agent整合版_V1.2,match same-voltage QX-00005 station-day shapes and piecewise-scale to exact target static positive/reverse peaks,real_2025_empirical_duration,conditional_mapping_for_empirical_shape_only_not_measured_target_timeseries,fbaef4360844b9c0f5d537c8b1a1eb34b180b32f666258dcd6ee2272be49e5aa
QX-00009,110,BDZ-00014,missing_static_extrema_no_empirical_scenario,transformer_hourly_2025.csv.gz+station_static_load.csv+station_pv_snapshot.csv+county_clr_reference.csv,电网建模数据_Agent整合版_V1.2,match same-voltage QX-00005 station-day shapes and piecewise-scale to exact target static positive/reverse peaks,real_2025_empirical_duration,conditional_mapping_for_empirical_shape_only_not_measured_target_timeseries,fbaef4360844b9c0f5d537c8b1a1eb34b180b32f666258dcd6ee2272be49e5aa
QX-00010,110,BDZ-00161,missing_equipment_feature_no_empirical_scenario,transformer_hourly_2025.csv.gz+station_static_load.csv+station_pv_snapshot.csv+county_clr_reference.csv,电网建模数据_Agent整合版_V1.2,match same-voltage QX-00005 station-day shapes and piecewise-scale to exact target static positive/reverse peaks,real_2025_empirical_duration,conditional_mapping_for_empirical_shape_only_not_measured_target_timeseries,fbaef4360844b9c0f5d537c8b1a1eb34b180b32f666258dcd6ee2272be49e5aa
