region_id,voltage_kv,history_years,history_clr_min,history_clr_max,history_model_clr_min,history_model_clr_max,current_recommended_scheme_code,current_recommended_clr,final_recommendation_interval_low,final_recommendation_interval_high,interpretation,evidence_grade,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,2021-2025,2.17,2.95,2.174958356059333,2.9543509083768917,NOT_IDENTIFIABLE,,2.17,2.95,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00003,35,2021-2025,2.3,3.15,2.302585110891369,3.1470148407175955,SCHEME_B,2.4202596569963135,2.3,3.15,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00004,35,2021-2025,1.81,2.72,1.8111351270775884,2.715655380681712,NOT_IDENTIFIABLE,,1.81,2.72,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00005,35,2021-2025,1.86,3.03,1.86251269895022,3.033680039623576,NOT_IDENTIFIABLE,,1.86,3.03,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00007,35,2021-2025,1.73,5.08,1.7267961763798951,5.083020243491192,NOT_IDENTIFIABLE,,1.73,5.08,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00008,35,2021-2025,1.73,3.29,1.7281828852517944,3.2850390651640584,NOT_IDENTIFIABLE,,1.73,3.29,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00009,35,2021-2025,2.43,3.08,2.4320087781174076,3.0820224719101126,SCHEME_B,3.0820224719101126,2.43,3.0820224719101126,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
QX-00010,35,2021-2025,1.99,3.51,1.993763999337203,3.5126188637292683,SCHEME_B,2.909090909090909,1.99,3.51,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,2504198a7819aedf600707ac452b2ab7230e9e9e4db46253c561737839e639b8
