region_id,voltage_kv,history_years,history_clr_min,history_clr_max,history_model_clr_min,history_model_clr_max,current_recommended_scheme_code,current_recommended_clr,final_recommendation_interval_low,final_recommendation_interval_high,interpretation,evidence_grade,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,110,2021-2025,2.57,2.89,2.5654232524084932,2.886863020102852,SCHEME_B,2.708658525387935,2.57,2.89,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_B,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00003,110,2021-2025,2.63,3.32,2.6331639375117635,3.3189099766976464,SCHEME_B,3.08756349231703,2.63,3.32,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_B,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00004,110,2021-2025,2.91,3.3,2.9123739206994026,3.301381093523365,SCHEME_B,3.301381093523365,2.91,3.301381093523365,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_B,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00005,110,2021-2025,2.24,2.83,2.2369177688326625,2.8256833089775677,SCHEME_B,2.2891944168539915,2.24,2.83,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00007,110,2021-2025,2.15,2.54,2.1475820302530746,2.535529202998302,SCHEME_B,2.4208212870056642,2.15,2.54,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_B,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00008,110,2021-2025,2.25,2.56,2.2521348021641354,2.559189263858753,NOT_IDENTIFIABLE,,2.25,2.56,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00009,110,2021-2025,2.31,2.58,2.3076544788413784,2.5827945853395007,NOT_IDENTIFIABLE,,2.31,2.58,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
QX-00010,110,2021-2025,2.69,3.4,2.693527098556286,3.3985111284580087,NOT_IDENTIFIABLE,,2.69,3.4,五年官方静态容载比参考区间与2025当前成本最小可行方案的包络，不是未来阈值或历史回测,EVIDENCE_C,历史年份资产/时序/候选缺口按年度矩阵标记；2025推荐点沿用正式运行质量门禁,annual_solution_modes.csv + 2025 county matrix,xuzhou-clr-project-output-v1,min/max of 2021-2025 official static CLR and current cost recommendation,final_recommendation_interval_2021_2025,historical_reference_plus_current_recommendation,cdda88a8daa7dd7f95187a6121980d78f45e287481147acbfe0d787ef02c2d1d
