transformer_uid,region_id,voltage_kv,station_id,unit_id,capacity_mva,annual_max_net_load_mw,annual_max_timestamp,annual_min_net_load_mw,annual_min_timestamp,net_load_interpretation,asset_scope_id,source_row,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00007|110|BDZ-00110|#1,QX-00007,110,BDZ-00110,#1,100,17.08,2025-08-15 17:00:00,1.85,2025-04-10 03:25:00,net_load_no_pv_resubtraction,operating_2025,138,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00110|#3,QX-00007,110,BDZ-00110,#3,100,18.77,2025-07-16 14:55:00,1.77,2025-10-17 05:00:00,net_load_no_pv_resubtraction,operating_2025,137,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00114|#1,QX-00007,110,BDZ-00114,#1,63,44.63,2025-07-03 19:40:00,0,2025-12-01 18:05:00,net_load_no_pv_resubtraction,operating_2025,187,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00114|#2,QX-00007,110,BDZ-00114,#2,50,48.72,2025-07-16 09:15:00,-10.75,2025-04-13 11:55:00,net_load_no_pv_resubtraction,operating_2025,186,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00114|#3,QX-00007,110,BDZ-00114,#3,63,19.87,2025-08-22 13:50:00,-5.11,2025-05-01 12:40:00,net_load_no_pv_resubtraction,operating_2025,188,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00115|#1,QX-00007,110,BDZ-00115,#1,50,37.27,2025-07-03 22:10:00,-0.74,2025-05-03 13:00:00,net_load_no_pv_resubtraction,operating_2025,176,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00115|#2,QX-00007,110,BDZ-00115,#2,50,27.03,2025-08-28 20:20:00,0,2025-08-25 10:35:00,net_load_no_pv_resubtraction,operating_2025,175,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00137|#1,QX-00007,110,BDZ-00137,#1,50,45.57,2025-08-06 11:10:00,4.75,2025-05-01 12:23:00,net_load_no_pv_resubtraction,operating_2025,133,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00137|#3,QX-00007,110,BDZ-00137,#3,50,41.04,2025-08-21 17:21:00,0.9,2025-04-13 12:21:00,net_load_no_pv_resubtraction,operating_2025,134,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00139|#1,QX-00007,110,BDZ-00139,#1,50,45.32,2025-08-21 20:40:00,5.65,2025-05-03 12:50:00,net_load_no_pv_resubtraction,operating_2025,191,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00139|#2,QX-00007,110,BDZ-00139,#2,50,37.84,2025-07-22 12:35:00,5.7,2025-04-12 13:25:00,net_load_no_pv_resubtraction,operating_2025,192,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00148|#1,QX-00007,110,BDZ-00148,#1,80,52.44,2025-08-22 12:25:00,7.65,2025-10-18 04:20:00,net_load_no_pv_resubtraction,operating_2025,142,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00148|#2,QX-00007,110,BDZ-00148,#2,80,36.71,2025-08-21 12:50:00,0,2025-03-20 16:15:00,net_load_no_pv_resubtraction,operating_2025,141,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00151|#1,QX-00007,110,BDZ-00151,#1,63,49.75,2025-08-21 21:25:00,3.92,2025-10-31 22:26:00,net_load_no_pv_resubtraction,operating_2025,203,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00151|#2,QX-00007,110,BDZ-00151,#2,80,61.24,2025-08-21 20:58:00,0,2025-10-31 22:59:00,net_load_no_pv_resubtraction,operating_2025,204,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00154|#1,QX-00007,110,BDZ-00154,#1,50,7.22,2025-07-04 21:31:00,-1.91,2025-04-20 17:25:00,net_load_no_pv_resubtraction,operating_2025,190,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00154|#3,QX-00007,110,BDZ-00154,#3,63,10.78,2025-03-16 20:31:00,1.44,2025-06-02 09:51:00,net_load_no_pv_resubtraction,operating_2025,189,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00155|#2,QX-00007,110,BDZ-00155,#2,50,23.6,2025-08-21 21:30:00,3.08,2025-10-11 03:50:00,net_load_no_pv_resubtraction,operating_2025,144,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00155|#3,QX-00007,110,BDZ-00155,#3,50,27.57,2025-07-04 19:11:00,0,2025-03-02 10:31:00,net_load_no_pv_resubtraction,operating_2025,143,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00156|#1,QX-00007,110,BDZ-00156,#1,63,37.02,2025-08-21 20:45:00,4.82,2025-04-22 04:35:00,net_load_no_pv_resubtraction,operating_2025,161,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00156|#2,QX-00007,110,BDZ-00156,#2,63,44.15,2025-07-07 12:35:00,5.9,2025-03-25 03:55:00,net_load_no_pv_resubtraction,operating_2025,162,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00175|#1,QX-00007,110,BDZ-00175,#1,100,21.3,2025-08-29 12:30:00,0,2025-06-24 19:25:00,net_load_no_pv_resubtraction,operating_2025,185,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00007|110|BDZ-00175|#3,QX-00007,110,BDZ-00175,#3,50,22.24,2025-06-24 19:23:00,0.65,2025-05-03 13:30:00,net_load_no_pv_resubtraction,operating_2025,184,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00257|#1,QX-00008,35,BDZ-00257,#1,10,5.05,2025-01-16 22:45:00,-0.36,2025-05-12 10:15:00,net_load_no_pv_resubtraction,operating_2025,490,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00257|#2,QX-00008,35,BDZ-00257,#2,6.3,4.24,2025-04-09 07:50:00,-0.23,2025-05-12 10:15:00,net_load_no_pv_resubtraction,operating_2025,489,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00269|#1,QX-00008,35,BDZ-00269,#1,20,13,2025-08-21 19:40:00,-2.54,2025-09-21 13:05:00,net_load_no_pv_resubtraction,operating_2025,479,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00269|#2,QX-00008,35,BDZ-00269,#2,20,9.81,2025-08-14 04:05:00,-5.78,2025-04-12 12:45:00,net_load_no_pv_resubtraction,operating_2025,480,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00292|#1,QX-00008,35,BDZ-00292,#1,10,6.92,2025-07-04 23:25:00,-0.01,2025-03-25 11:50:00,net_load_no_pv_resubtraction,operating_2025,485,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00292|#2,QX-00008,35,BDZ-00292,#2,10,8.25,2025-04-29 06:35:00,-0.56,2025-10-19 12:20:00,net_load_no_pv_resubtraction,operating_2025,486,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00293|#1,QX-00008,35,BDZ-00293,#1,20,16.03,2025-07-05 21:05:00,-10.12,2025-09-30 12:35:00,net_load_no_pv_resubtraction,operating_2025,487,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00293|#2,QX-00008,35,BDZ-00293,#2,20,11.51,2025-07-05 20:45:00,-10.7,2025-10-29 12:20:00,net_load_no_pv_resubtraction,operating_2025,488,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00301|#1,QX-00008,35,BDZ-00301,#1,8,6.1,2025-06-13 04:55:00,-6.1,2025-06-12 12:55:00,net_load_no_pv_resubtraction,operating_2025,483,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00301|#2,QX-00008,35,BDZ-00301,#2,20,11.22,2025-08-21 21:05:00,-12.67,2025-07-05 22:15:00,net_load_no_pv_resubtraction,operating_2025,484,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00320|#1,QX-00008,35,BDZ-00320,#1,10,6.21,2025-01-28 20:45:00,-5.01,2025-08-11 12:00:00,net_load_no_pv_resubtraction,operating_2025,482,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|35|BDZ-00320|#2,QX-00008,35,BDZ-00320,#2,10,7.76,2025-01-27 21:05:00,-6.37,2025-09-17 10:55:00,net_load_no_pv_resubtraction,operating_2025,481,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00003|#1,QX-00008,110,BDZ-00003,#1,50,11.3,2025-08-30 21:41:00,-5.74,2025-08-31 12:13:00,net_load_no_pv_resubtraction,operating_2025,298,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00003|#2,QX-00008,110,BDZ-00003,#2,50,11.69,2025-11-30 02:06:00,-15.82,2025-09-21 13:22:00,net_load_no_pv_resubtraction,operating_2025,297,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00030|#1,QX-00008,110,BDZ-00030,#1,50,39.49,2025-02-08 20:30:00,-2.49,2025-04-14 13:00:00,net_load_no_pv_resubtraction,operating_2025,308,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00030|#2,QX-00008,110,BDZ-00030,#2,50,26.8,2025-07-14 22:09:00,-3.52,2025-10-29 12:15:00,net_load_no_pv_resubtraction,operating_2025,307,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00038|#2,QX-00008,110,BDZ-00038,#2,50,23.22,2025-10-13 11:25:00,-7.07,2025-10-01 11:15:00,net_load_no_pv_resubtraction,operating_2025,323,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00038|#3,QX-00008,110,BDZ-00038,#3,50,24.46,2025-08-07 10:40:00,-10.57,2025-05-01 12:30:00,net_load_no_pv_resubtraction,operating_2025,324,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00043|#1,QX-00008,110,BDZ-00043,#1,31.5,23.03,2025-01-27 20:45:00,-28.49,2025-09-09 12:15:00,net_load_no_pv_resubtraction,operating_2025,293,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00043|#2,QX-00008,110,BDZ-00043,#2,31.5,21.19,2025-08-21 20:15:00,-20.06,2025-09-21 12:30:00,net_load_no_pv_resubtraction,operating_2025,294,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00045|#1,QX-00008,110,BDZ-00045,#1,50,31.42,2025-07-05 21:15:00,-43.35,2025-10-29 12:15:00,net_load_no_pv_resubtraction,operating_2025,300,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00045|#2,QX-00008,110,BDZ-00045,#2,50,16.63,2025-08-06 20:15:00,-9.61,2025-05-06 12:25:00,net_load_no_pv_resubtraction,operating_2025,299,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00063|#1,QX-00008,110,BDZ-00063,#1,50,16.86,2025-08-27 16:57:00,-17.71,2025-11-11 11:42:00,net_load_no_pv_resubtraction,operating_2025,317,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00063|#2,QX-00008,110,BDZ-00063,#2,50,12.81,2025-08-27 19:30:00,-17.97,2025-08-20 14:02:00,net_load_no_pv_resubtraction,operating_2025,318,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00066|#1,QX-00008,110,BDZ-00066,#1,50,0,2025-05-13 14:41:00,-2.33,2025-09-07 16:16:00,net_load_no_pv_resubtraction,operating_2025,321,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00066|#2,QX-00008,110,BDZ-00066,#2,50,0,2025-05-13 14:41:00,-0.76,2025-10-06 12:10:00,net_load_no_pv_resubtraction,operating_2025,322,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00067|#1,QX-00008,110,BDZ-00067,#1,50,15.84,2025-08-03 20:19:00,-14.48,2025-05-06 12:59:00,net_load_no_pv_resubtraction,operating_2025,303,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00067|#2,QX-00008,110,BDZ-00067,#2,50,15.93,2025-08-04 20:26:00,-3.59,2025-08-04 10:38:00,net_load_no_pv_resubtraction,operating_2025,304,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00070|#1,QX-00008,110,BDZ-00070,#1,50,46.62,2025-03-16 21:05:00,0,2025-09-18 12:40:00,net_load_no_pv_resubtraction,operating_2025,320,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00070|#2,QX-00008,110,BDZ-00070,#2,50,43.98,2025-08-21 22:25:00,0,2025-09-21 12:30:00,net_load_no_pv_resubtraction,operating_2025,319,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00073|#1,QX-00008,110,BDZ-00073,#1,50,19.77,2025-03-07 20:15:00,-6.11,2025-11-22 12:05:00,net_load_no_pv_resubtraction,operating_2025,290,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00073|#2,QX-00008,110,BDZ-00073,#2,50,24.35,2025-07-05 21:55:00,-16.07,2025-10-09 12:05:00,net_load_no_pv_resubtraction,operating_2025,289,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00081|#1,QX-00008,110,BDZ-00081,#1,31.5,12.6,2025-07-05 21:25:00,-5.04,2025-09-21 10:15:00,net_load_no_pv_resubtraction,operating_2025,325,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00081|#2,QX-00008,110,BDZ-00081,#2,31.5,21.44,2025-01-28 21:45:00,-29.93,2025-03-16 13:05:00,net_load_no_pv_resubtraction,operating_2025,326,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00100|#1,QX-00008,110,BDZ-00100,#1,50,31.41,2025-05-16 22:25:00,0,2025-01-16 16:40:00,net_load_no_pv_resubtraction,operating_2025,316,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00100|#2,QX-00008,110,BDZ-00100,#2,80,54.3,2025-07-05 22:00:00,0,2025-05-16 23:10:00,net_load_no_pv_resubtraction,operating_2025,315,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00104|#1,QX-00008,110,BDZ-00104,#1,31.5,24.43,2025-02-11 16:15:00,-0.97,2025-10-06 13:05:00,net_load_no_pv_resubtraction,operating_2025,310,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00104|#2,QX-00008,110,BDZ-00104,#2,50,26.17,2025-12-22 10:35:00,-0.98,2025-05-03 12:25:00,net_load_no_pv_resubtraction,operating_2025,309,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00107|#1,QX-00008,110,BDZ-00107,#1,50,25.27,2025-07-20 20:25:00,3.35,2025-05-09 03:37:00,net_load_no_pv_resubtraction,operating_2025,301,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00107|#2,QX-00008,110,BDZ-00107,#2,50,22.63,2025-07-08 20:11:00,1.51,2025-04-12 13:55:00,net_load_no_pv_resubtraction,operating_2025,302,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00121|#1,QX-00008,110,BDZ-00121,#1,50,27.94,2025-11-19 17:50:00,-15.04,2025-11-19 12:15:00,net_load_no_pv_resubtraction,operating_2025,292,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00121|#2,QX-00008,110,BDZ-00121,#2,40,32.63,2025-08-28 20:50:00,-31.99,2025-05-10 13:00:00,net_load_no_pv_resubtraction,operating_2025,291,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00125|#1,QX-00008,110,BDZ-00125,#1,80,65.86,2025-07-07 12:30:00,11.06,2025-10-07 04:05:00,net_load_no_pv_resubtraction,operating_2025,313,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00125|#2,QX-00008,110,BDZ-00125,#2,80,56.96,2025-07-07 12:30:00,8.46,2025-10-25 01:50:00,net_load_no_pv_resubtraction,operating_2025,314,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00138|#1,QX-00008,110,BDZ-00138,#1,50,34.42,2025-07-05 22:05:00,-0.37,2025-03-17 12:45:00,net_load_no_pv_resubtraction,operating_2025,311,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00138|#2,QX-00008,110,BDZ-00138,#2,50,33.12,2025-08-21 20:52:00,0,2025-08-06 20:22:00,net_load_no_pv_resubtraction,operating_2025,312,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
