year,region_id,voltage_kv,official_capacity_mva,official_positive_peak_mw,official_clr,source_row,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256,device_table_capacity_mva,device_table_transformer_count,operating_2025_capacity_mva,operating_2025_transformer_count,capacity_difference_mva,reconciliation_status
2024,QX-00003,35,302,111.634771,2.71,16,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,302,20,302,20,0,historical_device_scope_not_closed
2024,QX-00003,110,966.5,291.210068,3.32,14,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,985,20,985,20,18.5,historical_device_scope_not_closed
2024,QX-00004,35,250,99.858544,2.5,41,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,250,18,250,18,0,historical_device_scope_not_closed
2024,QX-00004,110,1994,633.321947,3.15,39,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,2107,40,2107,40,113,historical_device_scope_not_closed
2024,QX-00005,35,263,128.361542,2.05,21,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,275,16,275,16,12,historical_device_scope_not_closed
2024,QX-00005,110,2169.5,862.661537,2.51,19,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,2239.5,42,2239.5,42,70,historical_device_scope_not_closed
2024,QX-00007,35,36,13.057754,2.76,11,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,36,2,36,2,0,historical_device_scope_not_closed
2024,QX-00007,110,3675,1449.401567,2.54,9,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,3714,61,3714,61,39,historical_device_scope_not_closed
2024,QX-00008,35,190.6,81.637692,2.33,46,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,164.3,12,164.3,12,-26.3,historical_device_scope_not_closed
2024,QX-00008,110,1709,689.65649,2.48,44,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,1857.5,38,1857.5,38,148.5,historical_device_scope_not_closed
