time,P,G_i,T2m,WS10m
20141022:0530,644.72,,21.59,3.79
20141022:0630,495.87,,21.85,3.59
20141022:0730,293.17,,21.84,3.72
20141022:0830,82.44,,21.45,3.31
20141022:0930,0.0,,20.47,2.34
20141022:1030,0.0,,19.17,2.28
20141022:1130,0.0,,18.26,2.07
20141022:1230,0.0,,17.56,1.79
20141022:1330,0.0,,16.87,1.79
20141022:1430,0.0,,16.28,2.0
20141022:1530,0.0,,15.9,2.07
20141022:1630,0.0,,15.43,2.0
20141022:1730,0.0,,14.92,1.86
20141022:1830,0.0,,14.28,1.72
20141022:1930,0.0,,13.82,1.52
20141022:2030,0.0,,13.69,1.24
20141022:2130,0.0,,13.45,1.17
20141022:2230,38.28,,13.01,1.24
20141022:2330,220.38,,13.66,1.03
20141023:0030,436.26,,16.75,0.83
20141023:0130,578.35,,18.84,1.17
20141023:0230,667.13,,19.94,1.24
20141023:0330,692.79,,20.86,1.31
20141023:0430,695.82,,21.53,1.45
20141023:0530,627.82,,22.03,1.72
20141023:0630,509.89,,22.16,2.0
20141023:0730,323.46,,22.13,2.41
20141023:0830,107.12,,21.38,2.69
20141023:0930,0.0,,19.97,2.62
20141023:1030,0.0,,18.42,2.97
20141023:1130,0.0,,17.6,3.1
20141023:1230,0.0,,17.11,3.03
20141023:1330,0.0,,16.75,2.97
20141023:1430,0.0,,16.49,2.97
20141023:1530,0.0,,16.25,2.97
20141023:1630,0.0,,16.02,2.9
20141023:1730,0.0,,15.78,2.76
20141023:1830,0.0,,15.52,2.62
20141023:1930,0.0,,15.56,2.62
20141023:2030,0.0,,15.33,2.48
20141023:2130,0.0,,15.06,2.41
20141023:2230,40.04,,14.83,2.34
20141023:2330,243.03,,15.08,2.0
20141024:0030,455.63,,17.13,2.07
20141024:0130,612.0,,19.14,2.41
20141024:0230,706.48,,20.61,2.41
20141024:0330,743.42,,21.77,2.48
20141024:0430,722.62,,22.59,2.48
20141024:0530,648.12,,23.02,2.55
20141024:0630,516.44,,23.07,2.76
20141024:0730,324.7,,23.1,2.97
20141024:0830,106.34,,22.16,2.97
20141024:0930,0.0,,20.51,3.24
20141024:1030,0.0,,19.09,3.38
20141024:1130,0.0,,18.42,3.45
20141024:1230,0.0,,18.06,3.59
20141024:1330,0.0,,17.78,3.45
20141024:1430,0.0,,17.48,3.31
20141024:1530,0.0,,17.18,3.17
20141024:1630,0.0,,16.85,3.03
20141024:1730,0.0,,16.57,2.97
20141024:1830,0.0,,16.3,2.83
20141024:1930,0.0,,16.25,2.69
20141024:2030,0.0,,16.05,2.55
20141024:2130,0.0,,15.82,2.48
20141024:2230,37.91,,15.6,2.41
20141024:2330,235.02,,15.93,2.21
20141025:0030,444.16,,18.11,2.21
20141025:0130,596.56,,20.19,2.34
20141025:0230,688.29,,21.86,2.34
20141025:0330,718.98,,23.18,2.14
20141025:0430,695.4,,24.12,2.07
20141025:0530,616.1,,24.65,1.93
20141025:0630,483.08,,24.74,2.0
20141025:0730,299.17,,24.56,2.48
20141025:0830,93.47,,23.59,2.9
20141025:0930,0.0,,21.87,3.17
20141025:1030,0.0,,20.42,3.24
20141025:1130,0.0,,19.69,3.31
20141025:1230,0.0,,19.28,3.31
20141025:1330,0.0,,19.01,3.24
20141025:1430,0.0,,18.73,3.17
20141025:1530,0.0,,18.46,2.97
20141025:1630,0.0,,18.14,2.62
20141025:1730,0.0,,17.81,2.34
20141025:1830,0.0,,17.45,2.07
20141025:1930,0.0,,16.98,1.79
20141025:2030,0.0,,16.52,1.72
20141025:2130,0.0,,15.9,1.59
20141025:2230,34.74,,15.22,1.38
20141025:2330,222.42,,15.61,1.03
20141026:0030,421.12,,18.89,0.83
20141026:0130,566.19,,21.21,0.9
20141026:0230,651.54,,23.31,0.9
20141026:0330,681.9,,25.04,0.9
20141026:0430,663.05,,26.21,0.97
20141026:0530,595.7,,26.83,1.31
20141026:0630,435.65,,27.0,1.59
20141026:0730,272.89,,26.77,1.86
20141026:0830,84.86,,26.01,1.45
20141026:0930,0.0,,24.44,1.45
20141026:1030,0.0,,22.52,1.66
20141026:1130,0.0,,20.97,1.86
20141026:1230,0.0,,19.64,2.0
20141026:1330,0.0,,18.89,2.28
20141026:1430,0.0,,18.31,2.34
20141026:1530,0.0,,17.92,2.28
20141026:1630,0.0,,17.65,2.14
20141026:1730,0.0,,17.4,2.14
20141026:1830,0.0,,17.18,2.21
20141026:1930,0.0,,17.17,2.28
20141026:2030,0.0,,16.91,2.34
20141026:2130,0.0,,16.64,2.34
20141026:2230,26.14,,16.46,2.55
20141026:2330,149.37,,16.83,2.97
20141027:0030,303.41,,17.96,4.83
20141027:0130,364.64,,19.43,4.83
20141027:0230,374.37,,20.34,4.69
20141027:0330,423.47,,20.87,4.48
20141027:0430,426.8,,21.27,4.34
20141027:0530,460.54,,21.48,4.34
20141027:0630,348.75,,21.58,4.28
20141027:0730,211.15,,20.94,3.86
20141027:0830,58.09,,20.38,3.86
20141027:0930,0.0,,19.34,3.79
20141027:1030,0.0,,18.31,4.07
20141027:1130,0.0,,17.12,3.93
20141027:1230,0.0,,16.19,3.66
20141027:1330,0.0,,15.42,3.31
20141027:1430,0.0,,14.78,3.1
20141027:1530,0.0,,14.41,3.03
20141027:1630,0.0,,14.13,2.9
20141027:1730,0.0,,13.87,2.62
20141027:1830,0.0,,13.56,2.28
20141027:1930,0.0,,13.52,2.14
20141027:2030,0.0,,13.41,2.0
20141027:2130,0.0,,13.23,2.0
20141027:2230,18.67,,13.3,2.07
20141027:2330,146.89,,14.02,2.14
20141028:0030,352.32,,15.49,2.48
20141028:0130,430.19,,17.26,3.24
20141028:0230,474.53,,18.52,3.93
20141028:0330,604.04,,19.38,3.79
20141028:0430,604.03,,20.16,3.86
20141028:0530,550.32,,20.49,3.93
20141028:0630,450.25,,20.48,4.28
20141028:0730,202.14,,20.03,4.14
20141028:0830,39.39,,19.28,4.14
20141028:0930,0.0,,18.42,3.59
20141028:1030,0.0,,17.73,3.52
20141028:1130,0.0,,17.5,3.38
20141028:1230,0.0,,17.34,3.31
20141028:1330,0.0,,17.24,3.1
20141028:1430,0.0,,17.21,2.83
20141028:1530,0.0,,17.21,2.62
20141028:1630,0.0,,17.25,2.55
20141028:1730,0.0,,17.29,2.41
20141028:1830,0.0,,17.38,2.41
20141028:1930,0.0,,17.8,3.17
20141028:2030,0.0,,17.96,3.24
20141028:2130,0.0,,18.03,3.17
20141028:2230,0.0,,18.15,2.9
20141028:2330,7.33,,18.21,2.41
20141029:0030,67.97,,18.39,2.07
20141029:0130,153.02,,19.1,2.9
20141029:0230,126.21,,20.07,4.14
20141029:0330,123.55,,20.35,4.34
20141029:0430,68.48,,20.47,4.14
20141029:0530,81.29,,20.31,3.72
20141029:0630,44.64,,20.38,3.79
20141029:0730,10.65,,20.4,3.17
20141029:0830,1.94,,19.98,3.31
20141029:0930,0.0,,19.57,3.52
20141029:1030,0.0,,19.2,3.66
20141029:1130,0.0,,19.05,3.72
20141029:1230,0.0,,19.05,3.72
20141029:1330,0.0,,19.01,3.59
20141029:1430,0.0,,18.77,3.31
20141029:1530,0.0,,18.64,3.03
20141029:1630,0.0,,18.48,2.9
20141029:1730,0.0,,18.23,3.1
20141029:1830,0.0,,18.29,2.9
20141029:1930,0.0,,18.58,2.97
20141029:2030,0.0,,18.6,2.69
20141029:2130,0.0,,18.39,2.83
20141029:2230,0.52,,18.19,2.76
20141029:2330,15.37,,18.1,2.62
20141030:0030,41.0,,18.24,2.28
20141030:0130,47.48,,18.63,2.07
20141030:0230,46.51,,18.9,2.0
20141030:0330,73.72,,19.04,2.07
20141030:0430,92.33,,19.33,1.86
20141030:0530,102.95,,19.7,1.79
20141030:0630,142.41,,20.02,1.66
20141030:0730,71.38,,21.11,1.17
20141030:0830,13.52,,21.29,0.69
20141030:0930,0.0,,20.75,1.38
20141030:1030,0.0,,19.88,1.72
20141030:1130,0.0,,19.46,1.59
20141030:1230,0.0,,19.21,1.45
20141030:1330,0.0,,19.18,1.52
20141030:1430,0.0,,19.27,1.59
20141030:1530,0.0,,19.28,1.45
20141030:1630,0.0,,19.33,1.66
20141030:1730,0.0,,19.12,0.9
20141030:1830,0.0,,19.16,0.48
20141030:1930,0.0,,18.39,1.45
20141030:2030,0.0,,18.25,1.45
20141030:2130,0.0,,18.2,1.31
20141030:2230,0.0,,18.06,1.38
20141030:2330,9.84,,18.02,1.24
20141031:0030,35.54,,18.17,0.97
20141031:0130,46.58,,18.42,1.59
20141031:0230,275.24,,18.56,1.59
20141031:0330,293.43,,20.0,1.59
20141031:0430,134.99,,20.99,1.72
20141031:0530,90.59,,21.13,2.28
20141031:0630,157.79,,20.89,2.55
20141031:0730,40.58,,21.95,2.62
20141031:0830,7.03,,21.27,2.76
20141031:0930,0.0,,20.6,2.97
20141031:1030,0.0,,19.94,3.1
20141031:1130,0.0,,19.52,3.17
20141031:1230,0.0,,19.04,2.9
20141031:1330,0.0,,18.75,2.48
20141031:1430,0.0,,18.38,2.34
20141031:1530,0.0,,18.12,2.41
20141031:1630,0.0,,17.81,2.41
20141031:1730,0.0,,17.68,2.34
20141031:1830,0.0,,17.59,2.48
20141031:1930,0.0,,17.24,2.62
20141031:2030,0.0,,17.18,2.41
20141031:2130,0.0,,17.17,2.28
20141031:2230,4.07,,17.13,2.34
20141031:2330,56.65,,17.32,2.55
20141101:0030,134.58,,17.93,4.0
20141101:0130,319.74,,18.46,3.79
20141101:0230,282.67,,19.48,3.72
20141101:0330,266.59,,20.03,3.59
20141101:0430,223.66,,20.32,3.52
20141101:0530,163.16,,20.47,3.66
20141101:0630,135.3,,20.27,3.45
20141101:0730,70.55,,20.15,2.97
20141101:0830,19.48,,19.76,2.48
20141101:0930,0.0,,19.3,2.21
20141101:1030,0.0,,18.95,2.21
20141101:1130,0.0,,18.83,2.48
20141101:1230,0.0,,18.67,2.62
20141101:1330,0.0,,18.45,2.69
20141101:1430,0.0,,18.24,2.69
20141101:1530,0.0,,18.07,2.76
20141101:1630,0.0,,17.91,3.03
20141101:1730,0.0,,17.73,3.38
20141101:1830,0.0,,17.57,3.93
20141101:1930,0.0,,17.2,4.48
20141101:2030,0.0,,17.02,4.62
20141101:2130,0.0,,16.73,4.76
20141101:2230,13.37,,16.25,5.03
20141101:2330,53.38,,15.86,4.76
20141102:0030,94.21,,15.88,5.17
20141102:0130,332.86,,16.15,5.03
20141102:0230,635.7,,16.81,5.03
20141102:0330,619.44,,17.65,5.24
20141102:0430,590.41,,17.99,5.24
20141102:0530,571.16,,18.13,5.24
20141102:0630,454.74,,18.23,5.38
20141102:0730,291.63,,17.94,5.59
20141102:0830,83.97,,17.38,4.76
20141102:0930,0.0,,16.33,3.93
20141102:1030,0.0,,15.37,3.38
20141102:1130,0.0,,14.64,3.38
20141102:1230,0.0,,14.16,3.52
20141102:1330,0.0,,13.75,3.79
20141102:1430,0.0,,13.32,4.07
20141102:1530,0.0,,12.86,4.21
20141102:1630,0.0,,12.27,4.28
20141102:1730,0.0,,11.6,4.07
20141102:1830,0.0,,10.91,3.79
20141102:1930,0.0,,10.6,3.24
20141102:2030,0.0,,10.08,2.97
20141102:2130,0.0,,9.64,2.9
20141102:2230,36.13,,9.28,2.76
20141102:2330,240.76,,9.23,2.76
20141103:0030,466.05,,10.61,2.76
20141103:0130,631.16,,12.36,3.24
20141103:0230,730.07,,13.72,3.38
20141103:0330,762.33,,14.64,2.97
20141103:0430,732.65,,15.21,2.48
20141103:0530,644.68,,15.55,2.34
20141103:0630,513.21,,15.67,2.41
20141103:0730,312.56,,15.51,2.62
20141103:0830,90.04,,14.96,2.41
20141103:0930,0.0,,13.84,2.14
20141103:1030,0.0,,12.75,2.21
20141103:1130,0.0,,11.92,2.21
20141103:1230,0.0,,11.18,2.0
20141103:1330,0.0,,10.17,1.72
20141103:1430,0.0,,9.38,1.52
20141103:1530,0.0,,8.79,1.59
20141103:1630,0.0,,8.4,1.79
20141103:1730,0.0,,8.35,1.93
20141103:1830,0.0,,8.23,1.93
20141103:1930,0.0,,8.16,1.66
20141103:2030,0.0,,8.04,1.66
20141103:2130,0.0,,8.11,1.52
20141103:2230,32.33,,8.23,1.38
20141103:2330,225.95,,8.96,1.1
20141104:0030,436.87,,11.78,0.62
20141104:0130,588.25,,14.43,0.69
20141104:0230,684.16,,15.69,0.97
20141104:0330,728.62,,16.61,1.66
20141104:0430,707.64,,17.17,1.93
20141104:0530,626.56,,17.53,2.07
20141104:0630,497.81,,17.59,2.21
20141104:0730,300.12,,17.65,2.62
20141104:0830,84.33,,17.03,2.55
20141104:0930,0.0,,15.68,2.69
20141104:1030,0.0,,14.59,2.9
20141104:1130,0.0,,14.05,2.97
20141104:1230,0.0,,13.74,2.97
20141104:1330,0.0,,13.57,3.03
20141104:1430,0.0,,13.44,3.03
20141104:1530,0.0,,13.32,2.97
20141104:1630,0.0,,13.18,2.9
20141104:1730,0.0,,13.01,2.83
20141104:1830,0.0,,12.82,2.69
20141104:1930,0.0,,12.7,2.62
20141104:2030,0.0,,12.5,2.48
20141104:2130,0.0,,12.22,2.34
20141104:2230,31.01,,11.91,2.21
20141104:2330,219.49,,11.84,2.0
20141105:0030,433.33,,14.04,1.45
20141105:0130,589.83,,16.48,1.86
20141105:0230,689.88,,17.96,2.41
20141105:0330,727.42,,19.02,2.69
20141105:0430,702.98,,19.71,2.62
20141105:0530,621.26,,20.11,2.55
20141105:0630,461.78,,20.26,2.34
20141105:0730,278.5,,20.31,2.07
20141105:0830,58.95,,19.78,1.38
20141105:0930,0.0,,18.28,2.14
20141105:1030,0.0,,17.13,2.41
20141105:1130,0.0,,16.53,2.34
20141105:1230,0.0,,16.4,2.28
20141105:1330,0.0,,16.25,1.86
20141105:1430,0.0,,16.1,1.45
20141105:1530,0.0,,15.89,1.66
20141105:1630,0.0,,15.57,2.28
20141105:1730,0.0,,15.18,2.9
20141105:1830,0.0,,14.75,3.45
20141105:1930,0.0,,14.89,3.66
20141105:2030,0.0,,14.73,3.72
20141105:2130,0.0,,14.61,3.66
20141105:2230,0.0,,14.51,3.66
20141105:2330,22.27,,14.46,3.52
20141106:0030,31.53,,14.65,3.24
20141106:0130,163.0,,14.92,2.69
20141106:0230,366.08,,15.75,2.9
20141106:0330,546.92,,16.97,3.1
20141106:0430,669.71,,18.12,3.17
20141106:0530,593.92,,19.02,3.24
20141106:0630,460.54,,19.39,3.31
20141106:0730,234.32,,19.57,3.17
20141106:0830,66.31,,19.04,2.28
20141106:0930,0.0,,17.63,2.14
20141106:1030,0.0,,16.19,2.28
20141106:1130,0.0,,15.25,2.34
20141106:1230,0.0,,14.63,2.62
20141106:1330,0.0,,14.23,2.9
20141106:1430,0.0,,13.82,2.9
20141106:1530,0.0,,13.4,2.69
20141106:1630,0.0,,13.01,2.69
20141106:1730,0.0,,12.79,2.83
20141106:1830,0.0,,12.68,2.9
20141106:1930,0.0,,12.63,2.69
20141106:2030,0.0,,12.55,2.97
20141106:2130,0.0,,12.41,3.31
20141106:2230,5.17,,12.38,3.59
20141106:2330,97.57,,12.86,3.66
20141107:0030,264.23,,13.78,3.52
20141107:0130,350.98,,15.09,4.21
20141107:0230,439.49,,16.1,4.34
20141107:0330,412.4,,16.83,4.07
20141107:0430,425.98,,17.12,3.72
20141107:0530,309.46,,17.39,3.45
20141107:0630,196.43,,17.28,3.38
20141107:0730,74.45,,17.57,3.52
20141107:0830,11.44,,16.9,3.45
20141107:0930,0.0,,16.17,3.59
20141107:1030,0.0,,15.6,3.66
20141107:1130,0.0,,15.17,3.79
20141107:1230,0.0,,14.78,3.79
20141107:1330,0.0,,14.47,3.72
20141107:1430,0.0,,14.15,3.45
20141107:1530,0.0,,13.72,3.31
20141107:1630,0.0,,13.12,3.45
20141107:1730,0.0,,12.85,3.66
20141107:1830,0.0,,12.71,3.72
20141107:1930,0.0,,12.26,4.14
20141107:2030,0.0,,12.16,4.41
20141107:2130,0.0,,12.12,4.41
20141107:2230,0.0,,12.13,4.34
20141107:2330,8.43,,12.17,4.21
20141108:0030,17.05,,12.29,4.41
20141108:0130,29.01,,12.42,4.41
20141108:0230,56.59,,12.57,4.21
20141108:0330,64.03,,12.85,3.86
20141108:0430,46.84,,13.08,3.72
20141108:0530,44.69,,13.18,3.66
20141108:0630,8.99,,13.39,3.66
20141108:0730,5.52,,13.08,3.52
20141108:0830,0.0,,12.91,3.59
20141108:0930,0.0,,12.68,3.52
20141108:1030,0.0,,12.5,3.59
20141108:1130,0.0,,12.41,3.52
20141108:1230,0.0,,12.37,3.45
20141108:1330,0.0,,12.52,3.31
20141108:1430,0.0,,12.61,3.1
20141108:1530,0.0,,12.61,2.97
20141108:1630,0.0,,12.59,2.83
20141108:1730,0.0,,12.57,2.76
20141108:1830,0.0,,12.53,2.83
20141108:1930,0.0,,12.29,2.76
20141108:2030,0.0,,12.23,2.69
20141108:2130,0.0,,12.25,2.62
20141108:2230,0.0,,12.26,2.48
20141108:2330,45.05,,12.34,2.48
20141109:0030,59.48,,12.7,2.62
20141109:0130,109.99,,13.08,2.76
20141109:0230,206.35,,13.73,2.83
20141109:0330,226.31,,14.61,2.9
20141109:0430,251.6,,15.32,2.97
20141109:0530,253.96,,15.78,2.76
20141109:0630,134.57,,16.06,2.69
20141109:0730,48.79,,16.24,2.41
20141109:0830,16.22,,15.94,2.07
20141109:0930,0.0,,15.41,2.21
20141109:1030,0.0,,14.9,2.48
20141109:1130,0.0,,14.51,2.48
20141109:1230,0.0,,14.18,2.55
20141109:1330,0.0,,14.07,2.55
20141109:1430,0.0,,13.77,2.28
20141109:1530,0.0,,13.4,2.28
20141109:1630,0.0,,12.93,2.41
20141109:1730,0.0,,12.61,2.48
20141109:1830,0.0,,12.55,2.62
20141109:1930,0.0,,12.75,2.55
20141109:2030,0.0,,12.69,2.55
20141109:2130,0.0,,12.63,2.69
20141109:2230,0.0,,12.66,2.83
20141109:2330,56.02,,12.55,2.83
20141110:0030,160.34,,13.07,2.76
20141110:0130,335.26,,14.11,3.1
20141110:0230,404.98,,15.47,3.24
20141110:0330,346.05,,16.38,2.69
20141110:0430,242.81,,16.81,2.14
20141110:0530,196.45,,16.89,1.86
20141110:0630,137.03,,16.94,1.79
20141110:0730,33.61,,16.67,1.72
20141110:0830,7.99,,16.24,1.17
20141110:0930,0.0,,15.8,1.31
20141110:1030,0.0,,15.3,1.45
20141110:1130,0.0,,14.9,1.59
20141110:1230,0.0,,14.63,1.86
20141110:1330,0.0,,14.2,2.21
20141110:1430,0.0,,13.51,2.28
20141110:1530,0.0,,13.13,2.07
20141110:1630,0.0,,13.18,1.93
20141110:1730,0.0,,13.22,1.79
20141110:1830,0.0,,13.28,1.59
20141110:1930,0.0,,12.63,1.72
20141110:2030,0.0,,12.77,1.72
20141110:2130,0.0,,12.8,1.66
20141110:2230,0.12,,12.8,1.45
20141110:2330,47.63,,12.84,1.31
20141111:0030,152.63,,13.5,1.1
20141111:0130,221.99,,14.54,1.03
20141111:0230,499.04,,15.42,0.9
20141111:0330,589.68,,16.57,0.55
20141111:0430,446.84,,17.29,0.76
20141111:0530,274.55,,17.4,1.03
20141111:0630,235.35,,17.29,0.83
20141111:0730,49.77,,17.83,1.31
20141111:0830,6.32,,17.3,0.97
20141111:0930,0.0,,16.63,0.83
20141111:1030,0.0,,16.04,0.83
20141111:1130,0.0,,15.72,1.03
20141111:1230,0.0,,15.45,1.31
20141111:1330,0.0,,15.28,1.66
20141111:1430,0.0,,15.28,2.14
20141111:1530,0.0,,15.26,2.76
20141111:1630,0.0,,15.04,3.03
20141111:1730,0.0,,14.89,3.24
20141111:1830,0.0,,14.29,3.24
20141111:1930,0.0,,13.62,3.03
20141111:2030,0.0,,13.1,2.83
20141111:2130,0.0,,12.51,2.83
20141111:2230,2.7,,12.07,2.76
20141111:2330,189.45,,11.99,2.69
20141112:0030,403.51,,13.28,2.83
20141112:0130,571.62,,14.74,3.45
20141112:0230,672.18,,15.82,3.66
20141112:0330,657.35,,16.66,3.24
20141112:0430,603.28,,17.2,2.97
20141112:0530,571.03,,17.56,3.1
20141112:0630,377.03,,17.58,3.31
20141112:0730,215.65,,17.28,3.45
20141112:0830,49.74,,16.57,2.9
20141112:0930,0.0,,15.38,2.69
20141112:1030,0.0,,14.55,2.62
20141112:1130,0.0,,13.79,2.76
20141112:1230,0.0,,13.1,2.9
20141112:1330,0.0,,12.51,2.97
20141112:1430,0.0,,12.0,2.83
20141112:1530,0.0,,11.36,2.55
20141112:1630,0.0,,10.73,2.34
20141112:1730,0.0,,10.3,2.34
20141112:1830,0.0,,10.14,2.55
20141112:1930,0.0,,10.73,2.69
20141112:2030,0.0,,10.57,2.83
20141112:2130,0.0,,10.23,2.9
20141112:2230,2.89,,9.99,2.9
20141112:2330,80.87,,9.82,2.62
20141113:0030,347.83,,10.17,2.55
20141113:0130,574.2,,11.24,2.76
20141113:0230,693.66,,12.27,2.41
20141113:0330,738.19,,13.02,1.86
20141113:0430,715.64,,13.6,1.72
20141113:0530,637.34,,13.92,1.86
20141113:0630,496.63,,14.01,2.0
20141113:0730,293.57,,13.86,2.28
20141113:0830,71.42,,13.32,2.0
20141113:0930,0.0,,12.15,1.93
20141113:1030,0.0,,11.01,2.07
20141113:1130,0.0,,10.05,2.07
20141113:1230,0.0,,9.11,2.0
20141113:1330,0.0,,8.14,1.93
20141113:1430,0.0,,7.4,2.07
20141113:1530,0.0,,6.87,2.14
20141113:1630,0.0,,6.5,2.14
20141113:1730,0.0,,6.16,2.14
20141113:1830,0.0,,5.83,2.0
20141113:1930,0.0,,5.9,1.79
20141113:2030,0.0,,5.83,1.72
20141113:2130,0.0,,5.97,1.59
20141113:2230,2.3,,6.15,1.45
20141113:2330,213.93,,6.36,1.31
20141114:0030,435.15,,8.65,0.76
20141114:0130,589.93,,12.53,1.1
20141114:0230,691.35,,13.81,1.72
20141114:0330,729.34,,14.55,1.79
20141114:0430,707.88,,15.07,1.79
20141114:0530,627.08,,15.35,1.79
20141114:0630,487.74,,15.42,2.0
20141114:0730,286.13,,15.16,2.07
20141114:0830,68.38,,14.49,2.21
20141114:0930,0.0,,13.01,2.76
20141114:1030,0.0,,11.85,3.03
20141114:1130,0.0,,11.24,3.17
20141114:1230,0.0,,10.83,3.17
20141114:1330,0.0,,10.54,3.1
20141114:1430,0.0,,10.25,2.83
20141114:1530,0.0,,9.98,2.55
20141114:1630,0.0,,9.74,2.55
20141114:1730,0.0,,9.59,2.48
20141114:1830,0.0,,9.46,2.41
20141114:1930,0.0,,9.33,2.34
20141114:2030,0.0,,9.11,2.28
20141114:2130,0.0,,8.9,2.41
20141114:2230,1.81,,8.97,2.62
20141114:2330,184.68,,9.42,2.62
20141115:0030,401.84,,11.6,2.62
20141115:0130,573.61,,14.22,3.45
20141115:0230,637.82,,15.82,4.76
20141115:0330,594.3,,16.55,4.83
20141115:0430,575.72,,16.99,4.83
20141115:0530,377.97,,17.25,4.9
20141115:0630,227.1,,17.15,4.48
20141115:0730,39.78,,16.96,3.45
20141115:0830,8.8,,15.51,3.03
20141115:0930,0.0,,14.54,3.45
20141115:1030,0.0,,14.03,3.03
20141115:1130,0.0,,13.89,2.48
20141115:1230,0.0,,13.83,2.07
20141115:1330,0.0,,13.71,1.86
20141115:1430,0.0,,13.19,1.86
20141115:1530,0.0,,12.99,1.86
20141115:1630,0.0,,12.91,1.86
20141115:1730,0.0,,12.93,2.14
20141115:1830,0.0,,13.01,2.21
20141115:1930,0.0,,12.9,1.86
20141115:2030,0.0,,12.8,1.45
20141115:2130,0.0,,12.74,1.31
20141115:2230,0.0,,12.65,1.45
20141115:2330,5.91,,12.59,1.66
20141116:0030,26.01,,12.71,1.66
20141116:0130,56.27,,13.07,1.79
20141116:0230,96.82,,13.55,2.0
20141116:0330,169.83,,14.07,2.28
20141116:0430,226.73,,14.65,2.76
20141116:0530,214.7,,15.25,3.31
20141116:0630,111.64,,15.47,3.45
20141116:0730,49.27,,15.34,3.1
20141116:0830,10.37,,15.05,2.28
20141116:0930,0.0,,14.6,1.93
20141116:1030,0.0,,14.1,1.86
20141116:1130,0.0,,13.8,1.79
20141116:1230,0.0,,13.37,1.86
20141116:1330,0.0,,12.76,1.93
20141116:1430,0.0,,12.07,2.07
20141116:1530,0.0,,11.71,2.07
20141116:1630,0.0,,11.46,2.14
20141116:1730,0.0,,11.15,2.28
20141116:1830,0.0,,10.8,2.48
20141116:1930,0.0,,11.04,2.9
20141116:2030,0.0,,10.41,3.03
20141116:2130,0.0,,9.78,3.24
20141116:2230,1.37,,9.25,3.31
20141116:2330,189.62,,8.95,3.31
20141117:0030,412.43,,9.8,3.38
20141117:0130,586.49,,11.21,3.79
20141117:0230,687.1,,12.57,3.93
20141117:0330,732.67,,13.57,4.21
20141117:0430,715.85,,14.09,4.48
20141117:0530,637.5,,14.33,4.55
20141117:0630,489.57,,14.35,4.48
20141117:0730,275.02,,14.12,4.28
20141117:0830,56.19,,13.56,3.45
20141117:0930,0.0,,12.42,3.1
20141117:1030,0.0,,11.55,3.17
20141117:1130,0.0,,10.92,3.38
20141117:1230,0.0,,10.31,3.31
20141117:1330,0.0,,9.72,3.03
20141117:1430,0.0,,9.17,3.03
20141117:1530,0.0,,8.72,3.1
20141117:1630,0.0,,8.36,3.24
20141117:1730,0.0,,8.07,3.31
20141117:1830,0.0,,7.83,3.38
20141117:1930,0.0,,7.98,3.38
20141117:2030,0.0,,7.77,3.31
20141117:2130,0.0,,7.54,3.24
20141117:2230,1.2,,7.3,3.17
20141117:2330,191.19,,7.3,3.03
20141118:0030,415.96,,8.65,2.97
20141118:0130,565.88,,10.72,3.31
20141118:0230,683.01,,12.41,3.45
20141118:0330,683.28,,13.54,3.31
20141118:0430,637.02,,14.14,2.97
20141118:0530,525.1,,14.48,2.76
20141118:0630,355.07,,14.5,2.69
20141118:0730,178.33,,14.63,2.62
20141118:0830,43.54,,14.14,2.21
20141118:0930,0.0,,13.05,2.14
20141118:1030,0.0,,11.94,2.28
20141118:1130,0.0,,11.26,2.41
20141118:1230,0.0,,10.83,2.55
20141118:1330,0.0,,10.39,2.69
20141118:1430,0.0,,9.77,2.83
20141118:1530,0.0,,9.52,2.76
20141118:1630,0.0,,8.95,2.69
20141118:1730,0.0,,8.53,2.69
20141118:1830,0.0,,8.27,2.62
20141118:1930,0.0,,8.19,2.55
20141118:2030,0.0,,8.02,2.62
20141118:2130,0.0,,7.92,2.62
20141118:2230,0.0,,7.87,2.69
20141118:2330,176.21,,8.08,2.62
20141119:0030,401.01,,9.83,2.21
20141119:0130,550.78,,12.5,2.48
20141119:0230,631.62,,14.38,3.03
20141119:0330,582.4,,15.45,3.45
20141119:0430,294.32,,15.83,3.59
20141119:0530,348.36,,15.55,3.45
20141119:0630,187.41,,15.49,3.38
20141119:0730,114.98,,15.45,3.38
20141119:0830,17.38,,14.83,3.24
20141119:0930,0.0,,14.08,3.45
20141119:1030,0.0,,13.52,3.66
20141119:1130,0.0,,13.03,3.38
20141119:1230,0.0,,12.48,3.17
20141119:1330,0.0,,12.38,3.31
20141119:1430,0.0,,12.35,3.38
20141119:1530,0.0,,11.98,3.17
20141119:1630,0.0,,11.7,2.83
20141119:1730,0.0,,11.37,2.62
20141119:1830,0.0,,11.09,2.55
20141119:1930,0.0,,11.07,2.41
20141119:2030,0.0,,10.8,2.34
20141119:2130,0.0,,10.5,2.28
20141119:2230,0.0,,10.24,2.28
20141119:2330,176.95,,10.09,2.14
20141120:0030,395.01,,11.57,1.66
20141120:0130,557.53,,14.3,1.93
20141120:0230,659.81,,16.02,2.41
20141120:0330,698.64,,17.21,2.41
20141120:0430,675.85,,18.01,2.14
20141120:0530,595.95,,18.47,2.0
20141120:0630,446.14,,18.59,2.14
20141120:0730,218.75,,18.21,2.48
