time,P,G_i,T2m,WS10m
20080523:2330,9.12,,20.69,2.62
20080524:0030,21.58,,20.52,2.28
20080524:0130,84.87,,20.52,2.28
20080524:0230,95.87,,20.72,2.83
20080524:0330,213.92,,20.68,2.83
20080524:0430,322.34,,21.26,3.31
20080524:0530,474.46,,21.93,3.45
20080524:0630,479.61,,23.11,3.03
20080524:0730,331.21,,25.01,3.86
20080524:0830,170.31,,24.23,4.0
20080524:0930,45.33,,23.25,3.93
20080524:1030,3.79,,22.33,3.52
20080524:1130,0.0,,21.49,2.62
20080524:1230,0.0,,21.09,2.28
20080524:1330,0.0,,20.73,2.14
20080524:1430,0.0,,20.4,2.0
20080524:1530,0.0,,20.09,2.0
20080524:1630,0.0,,19.82,1.86
20080524:1730,0.0,,19.58,1.59
20080524:1830,0.0,,19.36,1.59
20080524:1930,0.0,,19.54,1.66
20080524:2030,0.0,,19.42,1.66
20080524:2130,9.11,,19.28,1.79
20080524:2230,73.86,,19.9,1.79
20080524:2330,232.55,,21.42,1.93
20080525:0030,355.62,,23.15,2.34
20080525:0130,509.06,,24.32,2.69
20080525:0230,640.93,,25.49,3.03
20080525:0330,694.23,,26.47,3.31
20080525:0430,663.77,,27.13,3.38
20080525:0530,626.81,,27.44,3.38
20080525:0630,451.75,,27.65,3.17
20080525:0730,333.7,,28.13,3.03
20080525:0830,199.69,,27.61,3.24
20080525:0930,48.52,,26.66,3.38
20080525:1030,4.13,,25.1,3.45
20080525:1130,0.0,,23.47,3.59
20080525:1230,0.0,,22.52,3.59
20080525:1330,0.0,,21.95,3.31
20080525:1430,0.0,,21.55,3.17
20080525:1530,0.0,,21.17,3.1
20080525:1630,0.0,,20.88,2.97
20080525:1730,0.0,,20.58,2.83
20080525:1830,0.0,,20.39,2.76
20080525:1930,0.0,,20.52,2.83
20080525:2030,0.0,,20.38,2.9
20080525:2130,13.37,,20.17,2.9
20080525:2230,79.42,,20.56,2.76
20080525:2330,251.57,,21.94,3.31
20080526:0030,427.18,,23.48,3.52
20080526:0130,566.04,,24.87,3.72
20080526:0230,652.66,,26.0,4.07
20080526:0330,653.34,,26.76,4.41
20080526:0430,662.8,,27.03,4.62
20080526:0530,579.25,,27.21,4.76
20080526:0630,524.02,,26.85,5.03
20080526:0730,384.47,,27.04,5.17
20080526:0830,192.69,,26.3,5.45
20080526:0930,48.64,,25.29,5.31
20080526:1030,5.09,,24.32,4.76
20080526:1130,0.0,,23.54,4.83
20080526:1230,0.0,,23.17,4.48
20080526:1330,0.0,,23.02,4.21
20080526:1430,0.0,,22.97,3.93
20080526:1530,0.0,,22.96,3.59
20080526:1630,0.0,,22.85,3.17
20080526:1730,0.0,,22.65,2.97
20080526:1830,0.0,,22.43,2.83
20080526:1930,0.0,,22.6,3.1
20080526:2030,0.0,,22.61,3.1
20080526:2130,13.75,,22.49,2.9
20080526:2230,86.11,,22.96,2.62
20080526:2330,206.95,,24.25,2.97
20080527:0030,335.33,,25.73,2.97
20080527:0130,427.46,,27.22,2.83
20080527:0230,504.86,,28.63,2.76
20080527:0330,569.08,,30.01,2.62
20080527:0430,578.98,,31.19,2.34
20080527:0530,513.61,,32.03,2.0
20080527:0630,317.62,,32.37,2.07
20080527:0730,166.03,,31.15,1.72
20080527:0830,79.35,,30.18,2.0
20080527:0930,30.76,,29.18,2.83
20080527:1030,1.43,,27.98,2.83
20080527:1130,0.0,,27.19,2.62
20080527:1230,0.0,,26.68,1.86
20080527:1330,0.0,,25.76,1.38
20080527:1430,0.0,,24.71,1.24
20080527:1530,0.0,,24.44,1.17
20080527:1630,0.0,,24.59,1.66
20080527:1730,0.0,,24.55,1.72
20080527:1830,0.0,,24.58,1.86
20080527:1930,0.0,,23.4,0.9
20080527:2030,0.0,,23.31,0.97
20080527:2130,2.71,,23.36,1.38
20080527:2230,12.34,,23.57,1.45
20080527:2330,20.97,,24.04,1.79
20080528:0030,27.4,,24.38,1.86
20080528:0130,44.7,,24.51,2.28
20080528:0230,63.29,,24.54,2.55
20080528:0330,102.17,,24.61,1.52
20080528:0430,134.15,,24.98,1.45
20080528:0530,88.58,,25.38,1.45
20080528:0630,84.76,,25.33,1.52
20080528:0730,51.2,,24.27,2.62
20080528:0830,38.88,,23.94,2.83
20080528:0930,9.12,,23.67,3.17
20080528:1030,1.14,,23.26,3.38
20080528:1130,0.0,,22.97,3.1
20080528:1230,0.0,,22.71,2.83
20080528:1330,0.0,,22.41,2.48
20080528:1430,0.0,,22.12,2.07
20080528:1530,0.0,,21.85,2.0
20080528:1630,0.0,,21.59,2.07
20080528:1730,0.0,,21.36,2.07
20080528:1830,0.0,,21.14,2.21
20080528:1930,0.0,,20.98,2.34
20080528:2030,0.0,,20.77,2.69
20080528:2130,4.98,,20.54,2.55
20080528:2230,38.24,,20.46,2.14
20080528:2330,106.96,,20.58,1.86
20080529:0030,242.94,,21.04,1.86
20080529:0130,349.44,,22.24,1.52
20080529:0230,309.42,,23.57,1.31
20080529:0330,393.58,,24.39,1.31
20080529:0430,396.18,,25.3,1.38
20080529:0530,367.15,,25.94,1.59
20080529:0630,354.46,,26.35,1.93
20080529:0730,291.74,,26.09,2.97
20080529:0830,175.65,,25.58,3.17
20080529:0930,57.73,,24.81,3.17
20080529:1030,4.62,,23.77,3.03
20080529:1130,0.0,,22.6,2.97
20080529:1230,0.0,,21.71,2.83
20080529:1330,0.0,,21.27,2.69
20080529:1430,0.0,,20.84,2.48
20080529:1530,0.0,,20.51,2.28
20080529:1630,0.0,,20.22,1.79
20080529:1730,0.0,,19.85,1.17
20080529:1830,0.0,,19.41,1.45
20080529:1930,0.0,,19.42,1.79
20080529:2030,0.0,,19.35,1.59
20080529:2130,10.09,,19.19,1.17
20080529:2230,69.88,,19.62,1.1
20080529:2330,162.59,,21.13,1.38
20080530:0030,265.7,,22.19,2.0
20080530:0130,353.75,,23.25,2.21
20080530:0230,456.05,,23.92,2.41
20080530:0330,462.23,,24.62,2.83
20080530:0430,497.03,,25.05,2.9
20080530:0530,380.66,,25.54,2.97
20080530:0630,136.07,,25.46,3.31
20080530:0730,120.99,,23.48,3.1
20080530:0830,104.09,,22.98,2.76
20080530:0930,42.38,,22.62,2.48
20080530:1030,3.67,,22.05,2.14
20080530:1130,0.0,,21.25,2.0
20080530:1230,0.0,,20.56,1.86
20080530:1330,0.0,,19.92,1.86
20080530:1430,0.0,,18.94,2.0
20080530:1530,0.0,,18.02,2.0
20080530:1630,0.0,,16.82,1.86
20080530:1730,0.0,,15.6,1.66
20080530:1830,0.0,,15.16,1.52
20080530:1930,0.0,,14.81,1.59
20080530:2030,0.0,,15.09,1.38
20080530:2130,12.17,,16.34,1.03
20080530:2230,82.86,,17.08,0.55
20080530:2330,270.61,,18.84,0.55
20080531:0030,448.94,,20.77,1.1
20080531:0130,586.34,,22.18,1.38
20080531:0230,680.71,,23.5,1.79
20080531:0330,722.29,,24.46,2.28
20080531:0430,720.78,,25.04,2.62
20080531:0530,664.21,,25.36,2.76
20080531:0630,567.99,,25.47,3.1
20080531:0730,415.7,,25.53,3.66
20080531:0830,229.48,,24.87,4.0
20080531:0930,63.4,,23.84,3.93
20080531:1030,9.18,,22.43,4.14
20080531:1130,0.0,,21.07,4.28
20080531:1230,0.0,,20.4,4.48
20080531:1330,0.0,,20.1,4.48
20080531:1430,0.0,,19.83,4.34
20080531:1530,0.0,,19.5,4.07
20080531:1630,0.0,,19.15,3.72
20080531:1730,0.0,,19.02,3.52
20080531:1830,0.0,,18.87,3.31
20080531:1930,0.0,,19.18,3.38
20080531:2030,0.0,,18.98,3.31
20080531:2130,10.42,,18.78,3.24
20080531:2230,64.21,,18.75,3.24
20080531:2330,194.01,,19.39,3.17
20080601:0030,280.18,,20.63,3.52
20080601:0130,410.74,,21.76,3.31
20080601:0230,363.16,,23.1,3.38
20080601:0330,449.83,,23.4,2.83
20080601:0430,513.68,,24.01,2.83
20080601:0530,212.45,,25.01,2.14
20080601:0630,235.35,,24.62,2.69
20080601:0730,249.32,,25.74,2.76
20080601:0830,65.66,,25.96,2.97
20080601:0930,24.39,,24.87,2.21
20080601:1030,0.9,,23.92,2.48
20080601:1130,0.0,,23.07,3.17
20080601:1230,0.0,,22.39,3.17
20080601:1330,0.0,,21.72,2.9
20080601:1430,0.0,,21.15,2.69
20080601:1530,0.0,,20.67,2.62
20080601:1630,0.0,,20.21,2.41
20080601:1730,0.0,,19.91,2.07
20080601:1830,0.0,,19.6,2.0
20080601:1930,0.0,,19.57,2.34
20080601:2030,0.0,,19.22,2.0
20080601:2130,12.67,,18.71,1.79
20080601:2230,80.54,,18.77,1.24
20080601:2330,255.09,,21.03,1.52
20080602:0030,430.75,,22.44,1.93
20080602:0130,567.36,,23.82,2.14
20080602:0230,659.54,,25.06,2.48
20080602:0330,699.42,,26.09,2.34
20080602:0430,671.54,,26.94,1.59
20080602:0530,582.86,,27.57,1.38
20080602:0630,439.01,,27.75,1.86
20080602:0730,353.42,,27.97,2.07
20080602:0830,190.32,,27.39,2.76
20080602:0930,49.99,,26.2,2.9
20080602:1030,6.2,,24.87,2.9
20080602:1130,0.0,,23.32,3.38
20080602:1230,0.0,,22.33,3.31
20080602:1330,0.0,,21.73,2.97
20080602:1430,0.0,,21.22,2.69
20080602:1530,0.0,,20.82,2.55
20080602:1630,0.0,,20.51,2.41
20080602:1730,0.0,,20.1,2.28
20080602:1830,0.0,,19.77,2.21
20080602:1930,0.0,,19.76,1.86
20080602:2030,0.0,,19.46,1.79
20080602:2130,12.91,,19.25,1.93
20080602:2230,78.74,,19.7,2.0
20080602:2330,249.47,,21.17,2.48
20080603:0030,414.44,,22.66,2.69
20080603:0130,561.76,,24.0,2.83
20080603:0230,660.26,,25.21,2.83
20080603:0330,664.7,,26.25,2.62
20080603:0430,662.51,,26.84,2.69
20080603:0530,621.27,,27.25,3.03
20080603:0630,545.46,,27.33,3.59
20080603:0730,346.01,,27.64,4.0
20080603:0830,207.21,,26.43,4.76
20080603:0930,53.93,,25.32,4.76
20080603:1030,6.83,,24.19,4.48
20080603:1130,0.0,,22.96,4.41
20080603:1230,0.0,,22.32,4.48
20080603:1330,0.0,,22.12,4.48
20080603:1430,0.0,,22.01,4.48
20080603:1530,0.0,,21.9,4.41
20080603:1630,0.0,,21.81,4.0
20080603:1730,0.0,,21.67,3.45
20080603:1830,0.0,,21.53,3.1
20080603:1930,0.0,,21.79,2.21
20080603:2030,0.0,,21.6,2.34
20080603:2130,11.4,,21.66,2.48
20080603:2230,77.09,,21.97,2.62
20080603:2330,257.76,,23.13,3.38
20080604:0030,441.65,,23.96,4.55
20080604:0130,570.44,,24.75,4.97
20080604:0230,672.35,,25.36,5.31
20080604:0330,727.4,,25.89,5.45
20080604:0430,724.21,,26.52,5.38
20080604:0530,673.02,,27.17,5.45
20080604:0630,563.86,,27.44,5.72
20080604:0730,422.39,,26.36,6.34
20080604:0830,225.77,,25.8,5.93
20080604:0930,55.08,,25.21,5.31
20080604:1030,7.25,,24.42,4.28
20080604:1130,0.0,,23.31,3.45
20080604:1230,0.0,,22.25,2.62
20080604:1330,0.0,,21.27,2.0
20080604:1430,0.0,,20.31,1.79
20080604:1530,0.0,,19.09,1.38
20080604:1630,0.0,,19.07,1.03
20080604:1730,0.0,,17.88,1.31
20080604:1830,0.0,,16.99,1.52
20080604:1930,0.0,,17.2,1.31
20080604:2030,0.0,,16.58,1.45
20080604:2130,12.57,,16.1,1.52
20080604:2230,79.5,,16.99,1.31
20080604:2330,254.24,,20.67,1.31
20080605:0030,432.89,,22.23,1.79
20080605:0130,563.85,,23.42,1.79
20080605:0230,652.39,,24.45,1.72
20080605:0330,687.24,,25.41,1.59
20080605:0430,687.4,,26.22,1.38
20080605:0530,630.85,,26.84,1.1
20080605:0630,517.17,,27.21,0.76
20080605:0730,376.99,,27.22,0.48
20080605:0830,211.1,,27.04,0.83
20080605:0930,70.27,,26.26,1.66
20080605:1030,12.05,,24.96,2.14
20080605:1130,0.0,,23.43,2.62
20080605:1230,0.0,,22.34,3.17
20080605:1330,0.0,,21.59,3.38
20080605:1430,0.0,,21.23,3.38
20080605:1530,0.0,,20.97,3.45
20080605:1630,0.0,,20.77,3.45
20080605:1730,0.0,,20.55,3.38
20080605:1830,0.0,,20.35,3.38
20080605:1930,0.0,,20.32,3.45
20080605:2030,0.0,,20.29,3.52
20080605:2130,13.02,,20.34,3.59
20080605:2230,77.09,,21.0,3.38
20080605:2330,242.25,,22.3,4.07
20080606:0030,409.12,,23.87,4.48
20080606:0130,520.98,,25.12,4.83
20080606:0230,611.85,,26.28,4.76
20080606:0330,631.56,,27.24,4.62
20080606:0430,631.85,,27.87,4.62
20080606:0530,583.71,,28.13,4.76
20080606:0630,510.16,,28.13,4.83
20080606:0730,364.31,,27.6,5.45
20080606:0830,207.66,,26.88,5.59
20080606:0930,54.71,,26.2,5.45
20080606:1030,7.16,,25.3,4.83
20080606:1130,0.0,,24.33,4.55
20080606:1230,0.0,,23.87,4.14
20080606:1330,0.0,,23.63,3.79
20080606:1430,0.0,,23.47,3.52
20080606:1530,0.0,,23.28,3.1
20080606:1630,0.0,,23.06,2.69
20080606:1730,0.0,,22.83,2.62
20080606:1830,0.0,,22.67,2.55
20080606:1930,0.0,,22.38,2.14
20080606:2030,0.0,,22.24,2.0
20080606:2130,11.79,,22.07,1.66
20080606:2230,73.08,,22.28,0.97
20080606:2330,236.83,,25.19,0.9
20080607:0030,393.24,,27.09,1.17
20080607:0130,508.23,,28.98,1.38
20080607:0230,603.55,,30.57,1.17
20080607:0330,630.58,,31.84,0.83
20080607:0430,563.59,,32.67,0.55
20080607:0530,475.65,,32.81,0.34
20080607:0630,315.69,,32.62,0.69
20080607:0730,267.46,,30.13,1.45
20080607:0830,126.98,,28.59,1.45
20080607:0930,42.77,,26.27,2.83
20080607:1030,2.41,,24.79,2.14
20080607:1130,0.0,,24.13,1.45
20080607:1230,0.0,,23.99,1.79
20080607:1330,0.0,,24.0,2.34
20080607:1430,0.0,,24.09,2.83
20080607:1530,0.0,,24.11,2.62
20080607:1630,0.0,,24.14,2.0
20080607:1730,0.0,,23.9,1.66
20080607:1830,0.0,,23.59,1.24
20080607:1930,0.0,,22.43,1.86
20080607:2030,0.0,,22.16,1.66
20080607:2130,5.4,,21.89,0.9
20080607:2230,53.6,,22.07,0.76
20080607:2330,104.45,,23.1,1.31
20080608:0030,228.68,,23.67,1.93
20080608:0130,371.09,,25.09,2.14
20080608:0230,322.52,,26.57,1.86
20080608:0330,248.59,,27.17,1.59
20080608:0430,258.24,,27.15,1.66
20080608:0530,245.3,,27.38,1.72
20080608:0630,249.78,,27.49,1.52
20080608:0730,171.51,,27.33,1.03
20080608:0830,85.48,,27.25,1.1
20080608:0930,48.09,,26.83,1.66
20080608:1030,6.41,,26.3,1.72
20080608:1130,0.0,,25.52,2.07
20080608:1230,0.0,,24.92,2.41
20080608:1330,0.0,,24.54,2.28
20080608:1430,0.0,,24.22,2.14
20080608:1530,0.0,,23.92,2.0
20080608:1630,0.0,,23.66,1.86
20080608:1730,0.0,,23.42,1.79
20080608:1830,0.0,,23.23,1.79
20080608:1930,0.0,,22.97,1.79
20080608:2030,0.0,,22.82,1.79
20080608:2130,1.98,,22.7,1.79
20080608:2230,13.26,,22.75,1.66
20080608:2330,21.84,,22.91,1.93
20080609:0030,54.79,,22.89,2.62
20080609:0130,54.44,,23.15,2.83
20080609:0230,98.36,,23.25,3.45
20080609:0330,52.94,,23.48,3.03
20080609:0430,49.7,,23.25,2.83
20080609:0530,42.45,,23.14,2.9
20080609:0630,48.21,,23.04,2.62
20080609:0730,25.17,,23.25,3.03
20080609:0830,13.36,,22.91,3.45
20080609:0930,7.57,,22.71,3.79
20080609:1030,0.0,,22.58,3.79
20080609:1130,0.0,,22.48,3.72
20080609:1230,0.0,,22.42,3.86
20080609:1330,0.0,,22.44,3.59
20080609:1430,0.0,,22.48,3.66
20080609:1530,0.0,,22.54,3.31
20080609:1630,0.0,,22.57,3.03
20080609:1730,0.0,,22.6,2.48
20080609:1830,0.0,,22.66,2.07
20080609:1930,0.0,,22.5,1.72
20080609:2030,0.0,,22.5,1.59
20080609:2130,3.8,,22.48,1.52
20080609:2230,33.37,,22.61,1.17
20080609:2330,47.26,,23.18,1.03
20080610:0030,65.29,,23.5,1.1
20080610:0130,82.83,,23.77,1.31
20080610:0230,118.72,,24.05,1.72
20080610:0330,86.19,,24.39,2.14
20080610:0430,137.67,,24.38,2.41
20080610:0530,222.13,,24.65,2.9
20080610:0630,33.91,,25.02,3.45
20080610:0730,21.18,,23.49,3.17
20080610:0830,9.36,,23.12,3.31
20080610:0930,8.95,,22.96,3.59
20080610:1030,0.0,,23.08,3.31
20080610:1130,0.0,,23.36,2.55
20080610:1230,0.0,,23.63,2.28
20080610:1330,0.0,,23.8,1.86
20080610:1430,0.0,,23.68,1.79
20080610:1530,0.0,,23.41,1.86
20080610:1630,0.0,,23.01,2.0
20080610:1730,0.0,,22.63,1.45
20080610:1830,0.0,,22.36,1.38
20080610:1930,0.0,,21.16,2.97
20080610:2030,0.0,,20.86,3.38
20080610:2130,0.0,,20.61,4.14
20080610:2230,5.35,,20.37,4.62
20080610:2330,33.21,,20.17,4.62
20080611:0030,50.35,,20.16,3.79
20080611:0130,144.58,,20.27,3.52
20080611:0230,307.73,,20.78,4.14
20080611:0330,390.45,,22.07,4.34
20080611:0430,429.95,,23.73,4.21
20080611:0530,474.83,,24.82,4.34
20080611:0630,372.07,,25.69,4.55
20080611:0730,339.36,,25.94,2.76
20080611:0830,213.69,,26.16,2.55
20080611:0930,66.32,,25.83,2.28
20080611:1030,10.34,,24.91,2.0
20080611:1130,0.0,,23.7,2.07
20080611:1230,0.0,,22.66,2.0
20080611:1330,0.0,,21.92,1.93
20080611:1430,0.0,,21.31,2.0
20080611:1530,0.0,,20.86,1.93
20080611:1630,0.0,,20.44,1.86
20080611:1730,0.0,,20.13,1.79
20080611:1830,0.0,,19.8,1.79
20080611:1930,0.0,,19.98,2.14
20080611:2030,0.0,,19.94,2.28
20080611:2130,16.57,,19.88,2.41
20080611:2230,82.27,,20.34,2.41
20080611:2330,231.09,,21.54,3.17
20080612:0030,399.46,,22.71,3.59
20080612:0130,539.28,,23.94,3.93
20080612:0230,627.17,,24.9,4.0
20080612:0330,700.34,,25.71,3.86
20080612:0430,682.43,,26.44,3.79
20080612:0530,635.95,,26.84,3.79
20080612:0630,509.34,,27.01,3.86
20080612:0730,365.69,,26.88,3.79
20080612:0830,204.34,,26.26,4.0
20080612:0930,74.03,,25.27,3.93
20080612:1030,10.16,,24.23,4.0
20080612:1130,0.0,,23.17,4.14
20080612:1230,0.0,,22.49,4.07
20080612:1330,0.0,,22.04,3.93
20080612:1430,0.0,,21.71,3.79
20080612:1530,0.0,,21.38,3.72
20080612:1630,0.0,,21.1,3.86
20080612:1730,0.0,,20.96,4.0
20080612:1830,0.0,,20.87,4.14
20080612:1930,0.0,,20.95,4.21
20080612:2030,0.0,,20.96,4.21
20080612:2130,13.75,,20.94,4.21
20080612:2230,81.43,,21.19,4.28
20080612:2330,161.25,,21.89,4.76
20080613:0030,251.81,,22.52,5.45
20080613:0130,244.43,,23.18,5.93
20080613:0230,222.92,,23.44,5.86
20080613:0330,229.12,,23.44,5.31
20080613:0430,193.42,,23.36,4.83
20080613:0530,128.84,,23.21,4.83
20080613:0630,98.63,,22.69,4.69
20080613:0730,47.08,,22.88,4.07
20080613:0830,34.48,,22.51,4.07
20080613:0930,20.48,,22.3,4.21
20080613:1030,0.69,,22.17,4.34
20080613:1130,0.0,,22.04,4.41
20080613:1230,0.0,,21.96,4.41
20080613:1330,0.0,,21.79,4.28
20080613:1430,0.0,,21.73,4.48
20080613:1530,0.0,,21.73,4.9
20080613:1630,0.0,,21.84,4.9
20080613:1730,0.0,,22.01,4.83
20080613:1830,0.0,,22.18,5.03
20080613:1930,0.0,,22.23,5.24
20080613:2030,0.0,,22.3,5.24
20080613:2130,0.0,,22.35,5.1
20080613:2230,4.63,,22.52,5.1
20080613:2330,37.17,,22.67,4.83
20080614:0030,71.44,,22.87,4.07
20080614:0130,95.83,,23.13,2.97
20080614:0230,319.72,,23.59,2.0
20080614:0330,428.18,,25.19,3.24
20080614:0430,497.93,,26.91,3.59
20080614:0530,470.79,,27.63,2.97
20080614:0630,362.7,,27.81,2.97
20080614:0730,320.16,,27.74,3.1
20080614:0830,171.04,,27.89,2.9
20080614:0930,53.86,,27.32,2.62
20080614:1030,6.97,,26.45,2.48
20080614:1130,0.0,,25.19,2.62
20080614:1230,0.0,,24.02,2.76
20080614:1330,0.0,,23.11,2.83
20080614:1430,0.0,,22.35,2.62
20080614:1530,0.0,,21.89,2.97
20080614:1630,0.0,,21.57,3.1
20080614:1730,0.0,,21.42,2.97
20080614:1830,0.0,,21.34,2.97
20080614:1930,0.0,,21.53,2.41
20080614:2030,0.0,,21.36,2.28
20080614:2130,5.43,,21.25,2.28
20080614:2230,37.25,,21.33,2.62
20080614:2330,116.3,,21.58,2.83
20080615:0030,192.76,,22.08,3.1
20080615:0130,252.4,,22.76,3.24
20080615:0230,337.71,,23.63,3.52
20080615:0330,325.77,,24.43,3.93
20080615:0430,281.15,,24.79,4.28
20080615:0530,240.22,,24.73,4.48
20080615:0630,237.87,,24.55,4.28
20080615:0730,188.41,,25.29,2.48
20080615:0830,163.52,,25.32,2.83
20080615:0930,69.76,,25.15,2.9
20080615:1030,11.25,,24.56,2.28
20080615:1130,0.0,,23.68,1.79
20080615:1230,0.0,,22.88,1.72
20080615:1330,0.0,,22.28,1.59
20080615:1430,0.0,,21.83,1.45
20080615:1530,0.0,,21.52,1.38
20080615:1630,0.0,,21.2,1.52
20080615:1730,0.0,,21.04,1.45
20080615:1830,0.0,,20.8,1.38
20080615:1930,0.0,,20.73,0.97
20080615:2030,0.0,,20.46,0.9
20080615:2130,9.4,,20.44,1.17
20080615:2230,55.77,,21.35,1.52
20080615:2330,123.44,,22.55,1.79
20080616:0030,222.71,,23.67,1.86
20080616:0130,223.38,,24.79,1.93
20080616:0230,350.05,,25.29,1.79
20080616:0330,290.25,,26.09,1.93
20080616:0430,467.24,,26.35,2.28
20080616:0530,458.66,,26.91,2.76
20080616:0630,359.93,,27.08,3.03
20080616:0730,299.48,,26.85,3.03
20080616:0830,161.99,,26.73,3.31
20080616:0930,42.67,,25.98,3.52
20080616:1030,5.46,,25.11,3.59
20080616:1130,0.0,,24.27,3.59
20080616:1230,0.0,,23.73,3.45
20080616:1330,0.0,,23.38,3.17
20080616:1430,0.0,,23.23,3.1
20080616:1530,0.0,,23.14,2.9
20080616:1630,0.0,,23.22,2.97
20080616:1730,0.0,,23.25,2.83
20080616:1830,0.0,,23.24,2.48
20080616:1930,0.0,,23.22,2.41
20080616:2030,0.0,,23.19,2.34
20080616:2130,4.16,,23.15,2.14
20080616:2230,38.11,,23.29,2.0
20080616:2330,69.36,,23.8,2.76
20080617:0030,81.4,,24.31,2.48
20080617:0130,78.64,,24.65,2.28
20080617:0230,157.48,,24.84,2.14
20080617:0330,271.07,,25.46,2.9
20080617:0430,278.11,,26.46,3.38
20080617:0530,307.05,,27.63,3.59
20080617:0630,280.87,,28.42,4.14
20080617:0730,150.69,,27.75,4.28
20080617:0830,77.45,,27.34,4.41
20080617:0930,23.6,,26.35,4.83
20080617:1030,1.96,,25.68,4.76
20080617:1130,0.0,,25.36,4.41
20080617:1230,0.0,,25.18,4.76
20080617:1330,0.0,,24.71,4.97
20080617:1430,0.0,,24.4,4.69
20080617:1530,0.0,,24.46,4.48
20080617:1630,0.0,,24.49,4.41
20080617:1730,0.0,,24.64,4.34
20080617:1830,0.0,,24.73,4.28
20080617:1930,0.0,,23.67,2.0
20080617:2030,0.0,,23.38,1.52
20080617:2130,0.0,,23.09,1.52
20080617:2230,3.09,,22.8,2.21
20080617:2330,12.65,,22.25,3.17
20080618:0030,27.49,,21.8,2.97
20080618:0130,38.31,,21.67,2.48
20080618:0230,29.17,,21.75,1.93
20080618:0330,51.13,,21.76,1.79
20080618:0430,60.46,,21.88,1.31
20080618:0530,159.71,,21.96,1.03
20080618:0630,73.65,,22.48,0.9
20080618:0730,151.89,,22.16,0.62
20080618:0830,50.56,,22.66,1.03
20080618:0930,25.9,,22.55,1.17
20080618:1030,5.49,,22.37,1.45
20080618:1130,0.0,,22.23,1.38
20080618:1230,0.0,,22.04,1.45
20080618:1330,0.0,,21.96,1.31
20080618:1430,0.0,,21.82,1.38
20080618:1530,0.0,,21.79,1.17
20080618:1630,0.0,,21.71,1.17
20080618:1730,0.0,,21.6,0.97
20080618:1830,0.0,,21.45,1.24
20080618:1930,0.0,,21.57,1.17
20080618:2030,0.0,,21.75,1.17
20080618:2130,1.52,,21.9,1.24
20080618:2230,28.33,,22.21,1.31
20080618:2330,74.13,,22.84,1.38
20080619:0030,98.11,,23.79,1.79
20080619:0130,178.22,,24.54,2.0
20080619:0230,284.16,,25.82,2.34
20080619:0330,286.53,,27.24,2.76
20080619:0430,210.62,,28.14,3.1
20080619:0530,178.91,,28.36,3.24
20080619:0630,218.6,,28.43,3.17
20080619:0730,259.67,,29.26,3.03
20080619:0830,188.45,,29.78,3.24
20080619:0930,53.97,,29.91,2.69
20080619:1030,7.07,,29.11,2.34
20080619:1130,0.0,,28.12,2.21
20080619:1230,0.0,,27.32,2.14
20080619:1330,0.0,,26.85,2.07
20080619:1430,0.0,,26.4,2.07
20080619:1530,0.0,,26.13,1.93
20080619:1630,0.0,,25.79,1.79
20080619:1730,0.0,,25.52,1.79
20080619:1830,0.0,,25.41,2.0
20080619:1930,0.0,,25.35,1.93
20080619:2030,0.0,,25.33,2.07
20080619:2130,12.39,,25.17,2.14
20080619:2230,63.97,,25.54,2.07
20080619:2330,164.18,,26.65,1.86
20080620:0030,246.14,,27.86,2.07
20080620:0130,310.04,,28.92,2.41
20080620:0230,435.46,,29.87,2.83
20080620:0330,396.65,,30.75,2.97
20080620:0430,367.38,,30.51,2.48
20080620:0530,363.71,,30.86,2.28
20080620:0630,455.04,,31.4,2.41
20080620:0730,316.76,,32.02,2.69
20080620:0830,186.75,,31.84,2.48
20080620:0930,60.36,,31.86,2.0
20080620:1030,8.22,,31.12,1.86
20080620:1130,0.0,,29.93,2.21
20080620:1230,0.0,,28.93,2.48
20080620:1330,0.0,,28.43,2.83
20080620:1430,0.0,,28.18,2.97
20080620:1530,0.0,,27.98,3.17
20080620:1630,0.0,,27.78,3.31
20080620:1730,0.0,,27.56,3.38
20080620:1830,0.0,,27.38,3.31
20080620:1930,0.0,,27.69,3.03
20080620:2030,0.0,,27.47,2.97
20080620:2130,9.98,,27.27,2.9
20080620:2230,45.72,,27.25,2.83
20080620:2330,119.28,,27.62,2.62
20080621:0030,260.01,,28.52,2.55
20080621:0130,411.65,,29.98,3.1
20080621:0230,331.15,,31.21,3.72
20080621:0330,441.75,,30.79,3.17
20080621:0430,293.71,,31.46,3.03
20080621:0530,379.88,,30.94,2.07
20080621:0630,271.35,,30.97,1.86
20080621:0730,216.36,,30.48,2.34
20080621:0830,131.05,,30.35,2.55
20080621:0930,43.34,,29.7,2.0
20080621:1030,7.51,,28.93,1.86
20080621:1130,0.0,,28.08,1.79
20080621:1230,0.0,,27.22,1.79
20080621:1330,0.0,,26.86,1.66
20080621:1430,0.0,,26.63,1.59
20080621:1530,0.0,,26.39,1.45
20080621:1630,0.0,,26.01,0.9
20080621:1730,0.0,,25.82,0.62
20080621:1830,0.0,,25.34,0.83
20080621:1930,0.0,,25.24,1.52
20080621:2030,0.0,,25.06,1.59
20080621:2130,3.45,,24.9,1.66
20080621:2230,28.25,,24.9,1.45
20080621:2330,62.58,,25.13,1.24
20080622:0030,107.59,,25.49,1.31
20080622:0130,174.03,,25.86,1.93
